Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Турочакская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
1	"Число избирателей, внесенных в списки"	9186	553	161	1738	2229	155	72	179	408	577	148	138	135	1013	384	424	99	121	40	151	51	81	329					
2	"Число бюллетеней, полученных участковыми комиссиями"	8867	549	155	1664	2092	154	74	169	398	568	146	132	134	985	359	423	99	121	41	151	49	83	321					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	29	0	0	0	6	0	0	6	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5426	366	112	999	1162	103	53	138	231	370	110	103	80	557	193	276	53	88	36	79	21	71	225					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	372	21	3	75	97	1	4	4	11	35	9	2	8	32	18	11	8	3	0	3	4	5	18					
6	Число погашенных бюллетеней	3040	162	40	590	827	50	17	21	156	163	27	27	46	396	131	136	38	30	5	69	24	7	78					
7	Число бюллетеней в переносных ящиках для голосования	401	21	3	75	103	1	4	10	11	35	9	2	8	32	35	11	8	3	0	3	4	5	18					
8	Число бюллетеней в стационарных ящиках для голосования	5426	366	112	999	1162	103	53	138	231	370	110	103	80	557	193	276	53	88	36	79	21	71	225					
9	Число недействительных бюллетеней	132	5	3	29	29	3	0	1	2	9	9	4	0	11	4	14	1	1	0	2	1	0	4					
10	Число действительных бюллетеней	5695	382	112	1045	1236	101	57	147	240	396	110	101	88	578	224	273	60	90	36	80	24	76	239					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	98	6	2	22	22	2	2	2	4	6	2	4	2	6	4	4	2	0	0	0	0	2	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	1	0	3	7	1	0	0	1	2	2	0	0	2	0	2	0	0	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	0	0	6	6	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1					
14	Число погашенных открепительных удостоверений	75	5	2	19	15	1	2	2	3	4	0	4	2	4	4	2	2	0	0	0	0	1	3					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	105	7	1	23	18	5	1	1	8	11	0	0	2	14	5	0	2	1	1	3	1	0	1					
		1.80%	1.80%	0.86%	2.14%	1.42%	4.80%	1.75%	0.67%	3.30%	2.71%	0.0%	0.0%	2.27%	2.37%	2.19%	0.0%	3.27%	1.09%	2.77%	3.65%	4.0%	0.0%	0.41%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	67	1	0	14	27	0	1	0	2	4	0	0	2	10	4	1	0	0	0	0	0	0	1					
		1.14%	0.25%	0.0%	1.30%	2.13%	0.0%	1.75%	0.0%	0.82%	0.98%	0.0%	0.0%	2.27%	1.69%	1.75%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	123	11	1	34	26	3	0	1	8	10	0	1	1	5	4	4	0	1	0	0	4	3	6					
		2.11%	2.84%	0.86%	3.16%	2.05%	2.88%	0.0%	0.67%	3.30%	2.46%	0.0%	0.95%	1.13%	0.84%	1.75%	1.39%	0.0%	1.09%	0.0%	0.0%	16.0%	3.94%	2.46%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	166	5	2	55	59	0	0	0	1	9	0	1	2	16	6	3	0	1	1	1	0	0	4					
		2.84%	1.29%	1.73%	5.12%	4.66%	0.0%	0.0%	0.0%	0.41%	2.22%	0.0%	0.95%	2.27%	2.71%	2.63%	1.04%	0.0%	1.09%	2.77%	1.21%	0.0%	0.0%	1.64%					
22	"5. ""За Русь Святую"""	25	2	0	5	3	0	0	0	3	0	0	1	0	1	1	1	1	0	0	4	2	1	0					
		0.42%	0.51%	0.0%	0.46%	0.23%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.95%	0.0%	0.16%	0.43%	0.34%	1.63%	0.0%	0.0%	4.87%	8.0%	1.31%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	1	0	6	4	0	0	0	1	0	0	2	0	3	0	1	0	0	0	1	0	1	0					
		0.34%	0.25%	0.0%	0.55%	0.31%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	1.90%	0.0%	0.50%	0.0%	0.34%	0.0%	0.0%	0.0%	1.21%	0.0%	1.31%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	0	0	1	7	0	0	0	1	2	0	0	0	4	0	1	0	0	0	0	0	1	1					
		0.30%	0.0%	0.0%	0.09%	0.55%	0.0%	0.0%	0.0%	0.41%	0.49%	0.0%	0.0%	0.0%	0.67%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.41%					
25	"8. ""Народно-республиканская партия России"""	12	2	2	2	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0					
		0.20%	0.51%	1.73%	0.18%	0.15%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	1	0	6	12	0	0	0	2	5	0	0	1	1	1	3	1	0	1	0	1	0	1					
		0.61%	0.25%	0.0%	0.55%	0.94%	0.0%	0.0%	0.0%	0.82%	1.23%	0.0%	0.0%	1.13%	0.16%	0.43%	1.04%	1.63%	0.0%	2.77%	0.0%	4.0%	0.0%	0.41%					
27	"10. ""Аграрная партия России"""	1541	168	25	131	165	13	30	118	53	171	84	57	8	98	51	110	40	53	26	20	2	30	88					
		26.44%	43.41%	21.73%	12.19%	13.04%	12.5%	52.63%	79.72%	21.90%	42.22%	70.58%	54.28%	9.09%	16.63%	22.36%	38.32%	65.57%	58.24%	72.22%	24.39%	8.0%	39.47%	36.21%					
28	"11. ""Истинные патриоты России"""	8	0	0	1	4	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.09%	0.31%	0.0%	0.0%	0.0%	0.0%	0.24%	0.84%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	51	2	0	15	13	5	0	1	1	0	0	1	1	5	2	0	1	0	0	0	1	0	3					
		0.87%	0.51%	0.0%	1.39%	1.02%	4.80%	0.0%	0.67%	0.41%	0.0%	0.0%	0.95%	1.13%	0.84%	0.87%	0.0%	1.63%	0.0%	0.0%	0.0%	4.0%	0.0%	1.23%					
