Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Нехаевская																																		
																																		
Сводная таблица предварительных итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180					
1	"Число избирателей, внесенных в списки"	14071	2720	1142	278	286	460	194	517	572	56	443	433	692	158	151	878	75	141	1201	142	360	265	162	826	119	738	181	881					
2	"Число бюллетеней, полученных участковыми комиссиями"	13100	2450	1050	250	260	450	180	500	550	55	430	400	650	150	150	800	70	130	1100	130	350	250	150	800	120	700	175	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7666	1370	525	138	201	262	122	292	296	53	254	286	346	112	101	530	68	95	574	89	200	213	83	441	84	372	50	509					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	583	41	22	18	0	17	12	33	43	0	70	25	60	0	5	40	0	15	27	11	21	0	7	36	5	28	0	47					
6	Число погашенных бюллетеней	4851	1039	503	94	59	171	46	175	211	2	106	89	244	38	44	230	2	20	499	30	129	37	60	323	31	300	125	244					
7	Число бюллетеней в переносных ящиках для голосования	583	41	22	18	0	17	12	33	43	0	70	25	60	0	5	40	0	15	27	11	21	0	7	36	5	28	0	47					
8	Число бюллетеней в стационарных ящиках для голосования	7664	1370	525	138	201	262	122	292	296	53	254	286	346	112	101	530	68	93	574	89	200	213	83	441	84	372	50	509					
9	Число недействительных бюллетеней	176	20	10	6	0	5	3	10	5	4	10	4	8	0	0	14	0	9	27	1	0	0	3	18	0	1	0	18					
10	Число действительных бюллетеней	8071	1391	537	150	201	274	131	315	334	49	314	307	398	112	106	556	68	99	574	99	221	213	87	459	89	399	50	538					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	275	30	20	5	5	10	5	15	15	2	10	10	15	5	5	15	3	5	20	5	10	5	5	15	5	15	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	10	0	0	0	1	0	0	4	0	1	1	0	0	0	2	0	1	3	0	1	0	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	7	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	2					
14	Число погашенных открепительных удостоверений	248	20	20	5	5	9	5	15	11	2	9	9	15	5	5	13	3	4	17	5	9	5	5	12	5	15	5	15					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	69	5	1	2	0	6	0	2	4	1	1	4	3	0	1	4	1	0	7	1	5	4	0	4	1	5	0	7					
		0.83%	0.35%	0.18%	1.28%	0.0%	2.15%	0.0%	0.61%	1.17%	1.88%	0.30%	1.28%	0.73%	0.0%	0.94%	0.70%	1.47%	0.0%	1.16%	1.0%	2.26%	1.87%	0.0%	0.83%	1.12%	1.25%	0.0%	1.25%					
