Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Каменская городская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418					
1	"Число избирателей, внесенных в списки"	34783	2455	1216	1394	2605	1725	1679	1324	1715	1495	1737	1305	1219	2110	1278	2950	670	2670	1375	743	925	335	561	1182	115					
2	"Число бюллетеней, полученных участковыми комиссиями"	33550	1943	1482	1366	2482	1692	1585	1291	1621	1457	1679	1263	1212	2048	1252	2842	659	2568	1315	719	802	326	544	1152	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16635	921	455	600	1399	866	675	630	797	614	832	723	711	998	663	1546	368	1547	482	354	550	195	191	473	45					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	912	39	37	25	40	64	75	47	50	41	44	42	46	42	21	63	34	52	25	15	4	4	6	26	70					
6	Число погашенных бюллетеней	16001	983	990	741	1043	762	835	614	774	802	803	496	455	1008	568	1233	257	969	808	350	248	127	347	653	135					
7	Число бюллетеней в переносных ящиках для голосования	912	39	37	25	40	64	75	47	50	41	44	42	46	42	21	63	34	52	25	15	4	4	6	26	70					
8	Число бюллетеней в стационарных ящиках для голосования	16633	920	455	600	1398	866	675	630	797	614	832	723	711	998	663	1546	368	1547	482	354	550	195	191	473	45					
9	Число недействительных бюллетеней	157	4	5	6	12	17	1	10	6	5	7	6	3	5	10	15	0	13	5	13	4	1	1	6	2					
10	Число действительных бюллетеней	17388	955	487	619	1426	913	749	667	841	650	869	759	754	1035	674	1594	402	1586	502	356	550	198	196	493	113					
