Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Лесная городская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127					
1	"Число избирателей, внесенных в список избирателей"	46981	1716	2165	2018	2031	2522	1562	2011	2429	1326	2358	2381	1595	2712	2467	2345	2723	1833	1389	2115	1054	2013	2595	671	950					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46500	1700	2200	1700	2000	2200	1600	2000	2400	1300	2400	2400	1600	2700	2500	2400	2800	1900	1400	2200	1100	1700	2700	700	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	26564	905	1182	1099	991	1766	866	1016	1317	813	1415	1468	859	1437	1393	1359	1557	1015	774	1255	527	1429	1464	263	394					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	521	17	27	14	24	12	13	16	30	24	32	18	15	34	16	20	13	15	13	12	10	96	17	19	14					
6	Число погашенных избирательных бюллетеней	19415	778	991	587	985	422	721	968	1053	463	953	914	726	1229	1091	1021	1230	870	613	933	563	175	1219	418	492					
7	Число избирательных бюллетеней в переносных ящиках для голосования	521	17	27	14	24	12	13	16	30	24	32	18	15	34	16	20	13	15	13	12	10	96	17	19	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26540	905	1182	1098	991	1766	866	1013	1313	813	1403	1468	859	1437	1393	1357	1557	1015	774	1255	527	1429	1462	263	394					
9	Число недействительных избирательных бюллетеней	747	24	39	27	33	38	19	33	35	17	53	44	15	98	34	34	27	26	16	52	10	26	31	7	9					
10	Число действительных избирательных бюллетеней	26314	898	1170	1085	982	1740	860	996	1308	820	1382	1442	859	1373	1375	1343	1543	1004	771	1215	527	1499	1448	275	399					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	20	20	15	20	25	15	20	25	15	25	25	15	25	25	20	25	20	15	20	10	20	25	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	303	10	10	11	11	19	10	11	20	13	8	23	15	12	13	11	19	10	11	16	6	13	22	2	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	4	1	2	8	6	3	8	5	0	4	7	5	2	0	4	6	3	5	5	0	9	8	16	6					
14	Число погашенных неиспользованных открепительных удостоверений	157	10	10	4	9	6	5	9	5	2	17	2	0	13	12	9	6	10	4	4	4	7	3	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	3	1	2	0	2	2	3	0	0	2	2	2	2	1	2	1	7	0	0	2	2	2	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8258	289	400	366	344	350	321	316	422	271	430	509	302	448	467	465	521	321	284	384	145	211	513	61	118					
		30.52%	31.34%	33.09%	32.91%	33.89%	19.69%	36.52%	30.71%	31.42%	32.38%	29.97%	34.25%	34.55%	30.46%	33.14%	33.77%	33.18%	31.17%	36.09%	30.31%	27.00%	13.84%	34.69%	21.63%	28.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4304	148	172	169	175	412	111	150	219	102	155	194	118	203	212	158	243	155	115	237	93	381	251	48	83					
		15.90%	16.05%	14.23%	15.20%	17.24%	23.17%	12.63%	14.58%	16.31%	12.19%	10.80%	13.06%	13.50%	13.80%	15.05%	11.47%	15.48%	15.05%	14.61%	18.71%	17.32%	24.98%	16.97%	17.02%	20.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	233	11	5	9	3	18	9	6	12	6	8	12	6	13	13	16	14	10	11	6	7	21	13	1	3					
		0.86%	1.19%	0.41%	0.81%	0.30%	1.01%	1.02%	0.58%	0.89%	0.72%	0.56%	0.81%	0.69%	0.88%	0.92%	1.16%	0.89%	0.97%	1.40%	0.47%	1.30%	1.38%	0.88%	0.35%	0.74%					
