Выборы Президента Российской Федерации																																																																								
Дата голосования: 04.03.2012																																																																								
																																																																								
Наименование Избирательной комиссии:    Самара, Советская																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	61																																																																						
																																																																								
		Сумма	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952									
1	Число избирателей, включенных в список избирателей	139883	2079	1916	2252	2142	2823	1117	1935	2555	1348	2752	2754	2583	2559	2896	1982	2963	3032	2753	3003	2860	2821	2741	2518	2400	2341	1999	1812	2165	2099	2666	2651	2403	2071	2593	2657	2579	2544	2793	2855	2465	2277	2522	2214	2050	1213	2197	2685	2737	1969	2261	2378	2536	2279	2667	2186	2251	2125	1905	849	775	330									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	125600	2000	1900	2000	2000	2500	1000	1800	2500	1000	2500	2500	2500	2500	2500	1500	2500	2500	2500	2500	2500	2500	2500	2500	2000	2000	1500	1500	2000	2000	2500	2500	2000	2000	2500	2500	2500	2500	2500	2500	2000	2000	2000	2000	2000	1000	2000	2500	2500	1500	2000	2000	2000	2000	2500	2000	2000	2000	1850	800	850	400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	71027	1094	966	904	906	1449	586	999	1483	883	1315	1271	1363	1197	1675	1198	1863	1096	1466	1686	1512	1310	1372	1405	1444	1250	1012	971	1232	1117	1289	1241	1172	1032	1309	1328	1089	1410	1464	1440	1295	1114	911	920	734	545	1133	1414	1434	1010	1007	1302	1163	1106	1361	1126	1199	1092	822	453	775	312									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3702	35	40	38	53	123	109	160	27	5	45	97	31	41	21	28	41	88	48	41	20	69	52	14	151	35	84	29	27	41	52	59	130	113	170	60	73	242	113	254	42	32	32	28	28	14	58	44	19	41	41	27	40	51	46	59	44	41	150	6	0	0									
6	Число погашенных избирательных бюллетеней	50871	871	894	1058	1041	928	305	641	990	112	1140	1132	1106	1262	804	274	596	1316	986	773	968	1121	1076	1081	405	715	404	500	741	842	1159	1200	698	855	1021	1112	1338	848	923	806	663	854	1057	1052	1238	441	809	1042	1047	449	952	671	797	843	1093	815	757	867	878	341	75	88									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3702	35	40	38	53	123	109	160	27	5	45	97	31	41	21	28	41	88	48	41	20	69	52	14	151	35	84	29	27	41	52	59	130	113	170	60	73	242	113	254	42	32	32	28	28	14	58	44	19	41	41	27	40	51	46	59	44	41	150	6	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	71002	1094	966	904	906	1449	585	999	1483	882	1315	1271	1363	1197	1675	1198	1861	1096	1466	1686	1512	1310	1371	1405	1444	1250	1009	970	1232	1117	1289	1241	1167	1032	1309	1328	1089	1410	1464	1438	1295	1114	911	920	733	545	1133	1414	1434	1010	1007	1301	1163	1106	1359	1122	1199	1092	822	453	775	311									
9	Число недействительных избирательных бюллетеней	1280	18	16	11	14	12	104	16	26	19	22	0	31	17	18	52	24	12	33	17	22	26	32	25	13	12	13	20	10	17	16	20	28	13	20	26	25	26	31	26	23	13	23	17	22	11	17	14	28	24	23	20	21	24	22	22	29	18	8	6	10	2									
10	Число действительных избирательных бюллетеней	73424	1111	990	931	945	1560	590	1143	1484	868	1338	1368	1363	1221	1678	1174	1878	1172	1481	1710	1510	1353	1391	1394	1582	1273	1080	979	1249	1141	1325	1280	1269	1132	1459	1362	1137	1626	1546	1666	1314	1133	920	931	739	548	1174	1444	1425	1027	1025	1308	1182	1133	1383	1159	1214	1115	964	453	765	309									
11	Число полученных открепительных  удостоверений	1784	32	22	22	22	57	22	22	42	22	32	32	32	32	37	22	32	32	32	42	52	32	42	40	22	32	22	22	22	22	42	37	27	39	42	22	22	42	32	37	42	32	22	22	22	22	32	32	27	22	32	42	22	22	37	22	27	22	22	23	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1511	28	18	16	12	57	11	15	39	22	29	25	24	31	34	22	24	30	27	24	44	32	38	40	22	26	19	19	15	22	35	32	27	32	40	17	17	39	32	33	42	25	20	16	11	5	27	31	27	22	23	37	17	21	33	18	23	17	7	20	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1846	15	18	22	15	41	13	35	38	12	24	26	19	19	35	22	16	39	16	32	14	28	48	39	35	16	21	20	21	18	24	20	17	14	31	15	33	25	30	16	11	8	12	21	5	19	19	19	5	29	11	23	11	17	29	22	11	14	34	26	531	27									
14	Число неиспользованных открепительных удостоверений	273	4	4	6	10	0	11	7	3	0	3	7	8	1	3	0	8	2	5	18	8	0	4	0	0	6	3	3	7	0	7	5	0	7	2	5	5	3	0	4	0	7	2	6	11	17	5	1	0	0	9	5	5	1	4	4	4	5	15	3	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	216	5	3	6	5	1	1	1	0	5	9	5	7	2	7	4	6	2	1	4	6	3	4	12	1	5	1	1	2	2	2	2	1	3	1	13	4	3	6	5	3	1	3	4	0	5	3	5	3	3	2	2	6	3	3	6	5	3	5	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																								
