Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Фатежского района																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115					
1	"Число избирателей, внесенных в списки избирателей"	17239	1535	2552	452	642	801	91	1435	287	552	370	642	157	186	175	477	294	303	358	203	185	748	435	344	96	323	796	156	390	593	391	578	395	297					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15695	1370	2300	410	600	730	80	1280	270	520	340	600	150	170	160	440	260	270	320	180	170	690	400	310	85	280	740	140	360	550	360	530	360	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8899	926	1425	228	307	415	28	792	154	223	206	334	84	104	87	263	132	157	121	100	46	393	276	177	39	133	352	72	195	336	206	271	208	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2764	62	72	79	219	156	38	100	48	156	73	151	33	22	50	51	67	56	116	62	60	161	88	47	24	105	122	54	87	67	71	85	93	89					
6	Число погашенных избирательных бюллетеней	4032	382	803	103	74	159	14	388	68	141	61	115	33	44	23	126	61	57	83	18	64	136	36	86	22	42	266	14	78	147	83	174	59	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2764	62	72	79	219	156	38	100	48	156	73	151	33	22	50	51	67	56	116	62	60	161	88	47	24	105	122	54	87	67	71	85	93	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8899	926	1425	228	307	415	28	792	154	223	206	334	84	104	87	263	132	157	121	100	46	393	276	177	39	133	352	72	195	336	206	271	208	109					
9	Число недействительных избирательных бюллетеней	116	18	10	6	10	1	0	10	1	1	0	11	1	0	2	4	0	2	2	1	0	6	2	1	1	5	3	0	1	1	4	5	6	1					
10	Число действительных избирательных бюллетеней	11547	970	1487	301	516	570	66	882	201	378	279	474	116	126	135	310	199	211	235	161	106	548	362	223	62	233	471	126	281	402	273	351	295	197					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	310	27	45	5	20	10	5	15	5	15	5	8	5	5	5	8	7	5	5	5	5	15	5	5	5	5	20	5	10	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	18	45	4	13	10	0	15	3	15	4	6	4	2	1	8	7	2	4	0	2	10	2	4	0	0	20	5	9	10	2	4	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	83	15	19	2	2	1	3	4	1	4	0	2	1	0	3	2	4	2	1	0	0	0	2	0	2	0	1	1	2	1	2	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	73	9	0	1	7	0	5	0	2	0	1	2	1	3	4	0	0	3	1	5	3	5	3	1	5	5	0	0	1	0	3	1	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	2	2	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	6	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	193	19	17	2	11	11	0	20	1	6	6	12	3	2	2	6	0	1	1	0	2	8	15	5	1	6	2	1	6	7	6	8	5	1					
