Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Становлянская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14738	2575	876	437	416	546	172	485	258	492	126	391	237	431	586	612	453	222	179	452	211	402	294	508	212	615	208	575	252	470	230	485	330									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14050	2550	850	400	400	550	150	450	250	450	110	350	200	400	550	600	450	200	140	450	200	400	250	500	200	600	200	550	250	450	200	450	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7888	1386	456	187	177	302	102	280	117	334	86	242	118	235	261	304	236	162	117	196	109	274	137	362	139	263	100	272	140	220	154	264	156									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1673	108	41	17	35	22	13	51	27	64	10	13	50	44	106	131	69	19	20	61	38	25	64	59	28	97	32	75	51	110	26	100	67									
6	Число погашенных избирательных бюллетеней	4489	1056	353	196	188	226	35	119	106	52	14	95	32	121	183	165	145	19	3	193	53	101	49	79	33	240	68	203	59	120	20	86	77									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1673	108	41	17	35	22	13	51	27	64	10	13	50	44	106	131	69	19	20	61	38	25	64	59	28	97	32	75	51	110	26	100	67									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7888	1386	456	187	177	302	102	280	117	334	86	242	118	235	261	304	236	162	117	196	109	274	137	362	139	263	100	272	140	220	154	264	156									
9	Число недействительных избирательных бюллетеней	191	45	6	5	2	8	1	1	2	2	0	7	0	2	6	13	14	2	1	5	2	6	0	6	1	37	1	4	2	3	0	6	1									
10	Число действительных избирательных бюллетеней	9370	1449	491	199	210	316	114	330	142	396	96	248	168	277	361	422	291	179	136	252	145	293	201	415	166	323	131	343	189	327	180	358	222									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	157	17	10	3	3	3	3	3	3	3	3	3	3	3	7	3	3	3	3	3	3	10	3	3	8	12	3	8	3	5	11	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	67	14	1	3	0	0	0	0	0	3	2	2	0	0	1	3	0	1	0	2	0	0	0	3	8	5	0	5	0	0	11	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	29	3	2	1	0	1	0	0	0	1	1	1	1	0	2	0	0	1	0	2	1	2	2	0	2	2	0	1	0	0	1	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	90	3	9	0	3	3	3	3	3	0	1	1	3	3	6	0	3	2	3	1	3	10	3	0	0	7	3	3	3	5	0	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	117	24	8	1	1	1	0	1	3	7	2	4	1	1	6	5	3	2	3	7	5	4	1	5	1	8	2	2	1	2	2	2	2									
		1.22%	1.61%	1.61%	0.49%	0.47%	0.31%	0.00%	0.30%	2.08%	1.76%	2.08%	1.57%	0.60%	0.36%	1.63%	1.15%	0.98%	1.10%	2.19%	2.72%	3.40%	1.34%	0.50%	1.19%	0.60%	2.22%	1.52%	0.58%	0.52%	0.61%	1.11%	0.55%	0.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	247	44	8	12	7	3	1	8	11	2	1	5	1	7	16	4	10	1	0	5	1	5	4	6	3	11	5	13	28	7	2	8	8									
		2.58%	2.95%	1.61%	5.88%	3.30%	0.93%	0.87%	2.42%	7.64%	0.50%	1.04%	1.96%	0.60%	2.51%	4.36%	0.92%	3.28%	0.55%	0.00%	1.95%	0.68%	1.67%	1.99%	1.43%	1.80%	3.06%	3.79%	3.75%	14.66%	2.12%	1.11%	2.20%	3.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	152	25	8	6	3	5	0	4	2	2	0	2	3	4	8	12	3	1	5	8	3	5	6	7	1	0	2	6	0	6	1	5	9									
		1.59%	1.67%	1.61%	2.94%	1.42%	1.54%	0.00%	1.21%	1.39%	0.50%	0.00%	0.78%	1.79%	1.43%	2.18%	2.76%	0.98%	0.55%	3.65%	3.11%	2.04%	1.67%	2.99%	1.66%	0.60%	0.00%	1.52%	1.73%	0.00%	1.82%	0.56%	1.37%	4.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5949	696	293	81	108	162	74	238	81	340	68	166	124	125	239	276	193	139	103	152	102	220	123	315	119	213	81	216	133	234	140	261	134									
		62.22%	46.59%	58.95%	39.71%	50.94%	50.00%	64.35%	71.90%	56.25%	85.43%	70.83%	65.10%	73.81%	44.80%	65.12%	63.45%	63.28%	76.80%	75.18%	59.14%	69.39%	73.58%	61.19%	74.82%	71.26%	59.17%	61.36%	62.25%	69.63%	70.91%	77.78%	71.70%	60.09%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	0	0	0	4	0	2	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	3									
		0.23%	0.07%	0.00%	0.00%	0.00%	1.23%	0.00%	0.60%	0.69%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.58%	0.00%	0.61%	0.00%	0.00%	1.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	2	0	2	0	1	0	1	0	1	1	0	1	0	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.55%	0.00%	0.78%	0.00%	0.67%	0.00%	0.24%	0.00%	0.28%	0.00%	0.29%	0.52%	0.00%	0.56%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1467	275	95	44	43	88	30	44	19	25	16	34	23	96	44	61	44	21	15	40	21	22	35	56	26	34	17	43	21	47	19	33	36									
		15.34%	18.41%	19.11%	21.57%	20.28%	27.16%	26.09%	13.29%	13.19%	6.28%	16.67%	13.33%	13.69%	34.41%	11.99%	14.02%	14.43%	11.60%	10.95%	15.56%	14.29%	7.36%	17.41%	13.30%	15.57%	9.44%	12.88%	12.39%	10.99%	14.24%	10.56%	9.07%	16.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	5	3	6	3	5	0	0	1	0	2	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0									
		0.33%	0.33%	0.60%	2.94%	1.42%	1.54%	0.00%	0.00%	0.69%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.46%	0.33%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	16	3	3	2	0	0	1	0	2	0	1	0	0	1	1	2	0	0	3	1	0	0	1	1	0	2	0	0	0	0	1	2									
		0.45%	1.07%	0.60%	1.47%	0.94%	0.00%	0.00%	0.30%	0.00%	0.50%	0.00%	0.39%	0.00%	0.00%	0.27%	0.23%	0.66%	0.00%	0.00%	1.17%	0.68%	0.00%	0.00%	0.24%	0.60%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.27%	0.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
		0.07%	0.07%	0.00%	0.98%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	20	2	1	6	0	1	0	3	1	0	1	0	1	1	1	1	1	0	2	0	1	0	1	0	0	1	1	0	2	0	1	2									
		0.53%	1.34%	0.40%	0.49%	2.83%	0.00%	0.87%	0.00%	2.08%	0.25%	0.00%	0.39%	0.00%	0.36%	0.27%	0.23%	0.33%	0.55%	0.00%	0.78%	0.00%	0.33%	0.00%	0.24%	0.00%	0.00%	0.76%	0.29%	0.00%	0.61%	0.00%	0.27%	0.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1026	263	56	38	32	35	7	24	18	14	7	21	13	34	38	45	26	9	8	27	12	19	29	17	10	46	20	54	4	24	13	42	21									
		10.73%	17.60%	11.27%	18.63%	15.09%	10.80%	6.09%	7.25%	12.50%	3.52%	7.29%	8.24%	7.74%	12.19%	10.35%	10.34%	8.52%	4.97%	5.84%	10.51%	8.16%	6.35%	14.43%	4.04%	5.99%	12.78%	15.15%	15.56%	2.09%	7.27%	7.22%	11.54%	9.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	8	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0									
		0.22%	0.54%	0.40%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.55%	0.00%	0.00%	0.00%	1.34%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	221	71	13	5	5	12	1	4	3	3	0	14	3	5	7	13	4	3	2	6	0	9	3	4	5	9	0	3	1	3	2	4	4									
		2.31%	4.75%	2.62%	2.45%	2.36%	3.70%	0.87%	1.21%	2.08%	0.75%	0.00%	5.49%	1.79%	1.79%	1.91%	2.99%	1.31%	1.66%	1.46%	2.33%	0.00%	3.01%	1.49%	0.95%	2.99%	2.50%	0.00%	0.86%	0.52%	0.91%	1.11%	1.10%	1.79%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
