Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Одесская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1929	УИК №1930	УИК №1931									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12155	917	905	115	754	588	693	560	862	204	780	295	109	172	58	536	33	155	164	781	878	900	889	408	399									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10092	700	700	121	600	500	600	500	700	200	600	250	110	174	79	500	37	156	165	700	700	700	700	300	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5572	419	424	85	283	268	370	272	357	95	284	140	72	87	58	229	28	75	71	384	415	426	423	136	171									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	365	15	10	0	24	26	20	34	41	13	13	7	7	3	0	23	0	6	13	12	11	11	7	51	18									
6	Число погашенных избирательных бюллетеней	4155	266	266	36	293	206	210	194	302	92	303	103	31	84	21	248	9	75	81	304	274	263	270	113	111									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	365	15	10	0	24	26	20	34	41	13	13	7	7	3	0	23	0	6	13	12	11	11	7	51	18									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5572	419	424	85	283	268	370	272	357	95	284	140	72	87	58	229	28	75	71	384	415	426	423	136	171									
9	Число недействительных избирательных бюллетеней	205	14	14	5	13	9	17	9	21	1	14	5	1	6	3	10	0	4	2	8	12	15	10	6	6									
10	Число действительных избирательных бюллетеней	5732	420	420	80	294	285	373	297	377	107	283	142	78	84	55	242	28	77	82	388	414	422	420	181	183									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	265	15	15	5	15	15	15	15	15	10	15	10	5	5	5	10	5	5	5	15	15	15	15	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	72	9	5	5	2	0	4	3	5	0	1	0	2	0	0	1	4	0	0	6	8	6	8	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	9	4	1	1	1	1	1	6	2	2	7	2	3	2	2	2	1	2	2	2	1	2	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	193	6	10	0	13	15	11	12	10	10	14	10	3	5	5	9	1	5	5	9	7	9	7	10	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	3	3	0	3	3	1	1	6	2	1	3	0	0	1	0	0	1	1	2	2	1	1	3	0									
		0.64%	0.69%	0.69%	0.00%	0.98%	1.02%	0.26%	0.33%	1.51%	1.85%	0.34%	2.04%	0.00%	0.00%	1.72%	0.00%	0.00%	1.23%	1.19%	0.51%	0.47%	0.23%	0.23%	1.60%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	275	17	10	6	14	15	26	19	25	9	9	5	4	1	2	10	1	6	4	20	14	16	18	11	13									
		4.63%	3.92%	2.30%	7.06%	4.56%	5.10%	6.67%	6.21%	6.28%	8.33%	3.03%	3.40%	5.06%	1.11%	3.45%	3.97%	3.57%	7.41%	4.76%	5.05%	3.29%	3.66%	4.19%	5.88%	6.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	86	5	8	1	7	5	6	5	5	0	5	4	0	1	1	2	0	0	1	2	5	8	10	4	1									
		1.45%	1.15%	1.84%	1.18%	2.28%	1.70%	1.54%	1.63%	1.26%	0.00%	1.68%	2.72%	0.00%	1.11%	1.72%	0.79%	0.00%	0.00%	1.19%	0.51%	1.17%	1.83%	2.33%	2.14%	0.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2392	174	173	38	135	138	155	113	150	31	132	81	34	56	27	88	17	30	37	156	171	158	141	71	86									
		40.29%	40.09%	39.86%	44.71%	43.97%	46.94%	39.74%	36.93%	37.69%	28.70%	44.44%	55.10%	43.04%	62.22%	46.55%	34.92%	60.71%	37.04%	44.05%	39.39%	40.14%	36.16%	32.79%	37.97%	45.50%									
