Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Буйнакская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216					
1	"Число избирателей, внесенных в список"	40890	339	406	1072	448	254	1807	1123	1300	1626	1851	640	1042	397	640	814	1132	2153	530	1770	1718	2218	2217	619	1952	188	1758	88	2694	833	2459	2569	2233					
2	Число полученных избирательных бюллетеней	40840	339	406	1072	448	254	1807	1123	1300	1626	1801	640	1042	392	635	814	1126	2160	536	1771	1718	2218	2217	619	1952	188	1758	90	2694	833	2459	2569	2233					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	38403	303	370	1001	420	230	1690	1050	1220	1500	1740	600	972	370	600	750	1060	2037	509	1670	1619	2100	2090	589	1820	178	1630	85	2450	790	2370	2500	2090					
5	"Число избирательных бюллетеней, выданных вне помещения"	498	19	15	17	5	11	26	16	15	50	18	7	17	2	3	23	9	15	0	12	13	7	16	0	34	0	25	0	59	12	36	5	11					
6	Число погашенных избирательных бюллетеней	1939	17	21	54	23	13	91	57	65	76	43	33	53	20	32	41	57	108	27	89	86	111	111	30	98	10	103	5	185	31	53	64	132					
7	Число избирательных бюллетеней в переносных ящиках	498	19	15	17	5	11	26	16	15	50	18	7	17	2	3	23	9	15	0	12	13	7	16	0	34	0	25	0	59	12	36	5	11					
8	Число бюллетеней в стационарных ящиках для голосования	38403	303	370	1001	420	230	1690	1050	1220	1500	1740	600	972	370	600	750	1060	2037	509	1670	1619	2100	2090	589	1820	178	1630	85	2450	790	2370	2500	2090					
9	Число недействительных избирательных бюллетеней	261	3	4	7	0	0	7	10	0	26	8	0	4	0	2	6	7	27	2	20	5	15	17	3	14	0	5	0	19	0	17	27	6					
10	Число действительных избирательных бюллетеней	38640	319	381	1011	425	241	1709	1056	1235	1524	1750	607	985	372	601	767	1062	2025	507	1662	1627	2092	2089	586	1840	178	1650	85	2490	802	2389	2478	2095					
