Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Таврическая																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541					
1	"Число избирателей, внесенных в списки"	28513	2223	2568	1829	2569	1038	512	1099	145	651	277	363	244	1018	148	1112	170	334	792	131	259	203	80	1261	296	324	171	238	234	244	189	1232	118	1500	166	162	154	2440	118	105	258	1103	220	215					
2	"Число бюллетеней, полученных участковыми комиссиями"	27998	2161	2515	1866	2169	992	524	1108	161	643	282	357	258	980	127	1108	170	330	784	130	258	203	74	1241	291	313	230	232	236	232	183	1245	120	1527	193	165	178	2405	120	102	260	1104	215	206					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16094	996	1176	821	1229	505	266	673	114	423	195	259	222	715	118	634	129	202	499	97	194	159	66	849	248	244	164	164	160	158	125	697	63	872	111	111	103	1219	94	65	184	563	100	108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1016	28	40	40	130	50	25	40	18	22	32	36	0	16	0	45	0	20	37	0	8	0	0	27	0	12	7	15	7	6	1	49	15	51	10	0	9	108	7	0	0	47	37	21					
6	Число погашенных бюллетеней	10888	1137	1299	1005	810	437	233	395	29	198	55	62	36	249	9	429	41	108	248	33	56	44	8	365	43	57	59	53	69	68	57	499	42	604	72	54	66	1078	19	37	76	494	78	77					
7	Число бюллетеней в переносных ящиках для голосования	1016	28	40	40	130	50	25	40	18	22	32	36	0	16	0	45	0	20	37	0	8	0	0	27	0	12	7	15	7	6	1	49	15	51	10	0	9	108	7	0	0	47	37	21					
8	Число бюллетеней в стационарных ящиках для голосования	16092	996	1176	821	1229	505	266	673	114	423	195	259	222	715	118	634	129	202	499	97	194	159	66	849	248	244	164	164	160	158	125	697	63	872	111	111	103	1217	94	65	184	563	100	108					
9	Число недействительных бюллетеней	285	16	10	11	20	7	4	19	1	4	8	3	3	16	8	14	5	1	8	0	0	6	0	13	6	4	3	2	2	2	3	10	0	22	5	1	1	15	9	0	0	12	4	7					
10	Число действительных бюллетеней	16823	1008	1206	850	1339	548	287	694	131	441	219	292	219	715	110	665	124	221	528	97	202	153	66	863	242	252	168	177	165	162	123	736	78	901	116	110	111	1310	92	65	184	598	133	122					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	398	20	20	20	20	20	5	10	13	5	5	5	5	10	5	15	5	5	10	5	5	5	5	20	5	5	5	5	5	5	5	20	5	20	5	5	5	30	5	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	144	12	15	12	12	4	4	10	13	1	0	0	0	6	0	4	0	0	4	1	0	0	0	2	0	2	0	0	0	0	2	14	0	8	2	0	0	10	0	0	0	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	5	2	4	2	3	4	3	1	5	1	4	2	3	2	3	0	2	1	1	0	1	1	3	1	2	1	2	1	2	1	3	2	2	3	1	1	8	1	2	1	2	0	2					
14	Число погашенных открепительных удостоверений	254	8	5	8	8	16	1	0	0	4	5	5	5	4	5	11	5	5	6	4	5	5	5	18	5	3	5	5	5	5	3	6	5	12	3	5	5	20	5	5	5	4	5	5					
15	Число открепительных удостоверений выданных ТИК	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	332	9	20	20	21	10	6	31	4	6	7	4	8	12	7	9	3	9	12	7	13	8	0	14	0	2	2	7	1	3	0	15	1	16	4	0	3	16	6	0	11	1	3	1					
		1.94%	0.87%	1.64%	2.32%	1.54%	1.80%	2.06%	4.34%	3.03%	1.34%	3.08%	1.35%	3.60%	1.64%	5.93%	1.32%	2.32%	4.05%	2.23%	7.21%	6.43%	5.03%	0.0%	1.59%	0.0%	0.78%	1.16%	3.91%	0.59%	1.82%	0.0%	2.01%	1.28%	1.73%	3.30%	0.0%	2.67%	1.20%	5.94%	0.0%	5.97%	0.16%	2.18%	0.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	306	29	20	16	36	14	9	9	7	10	26	6	0	8	1	9	0	3	17	0	3	5	0	6	6	0	1	0	0	1	3	8	0	3	0	0	1	34	0	0	4	9	1	1					
		1.78%	2.83%	1.64%	1.85%	2.64%	2.52%	3.09%	1.26%	5.30%	2.24%	11.45%	2.03%	0.0%	1.09%	0.84%	1.32%	0.0%	1.35%	3.17%	0.0%	1.48%	3.14%	0.0%	0.68%	2.41%	0.0%	0.58%	0.0%	0.0%	0.60%	2.38%	1.07%	0.0%	0.32%	0.0%	0.0%	0.89%	2.56%	0.0%	0.0%	2.17%	1.47%	0.72%	0.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	556	31	45	38	32	13	8	29	3	22	11	16	4	21	1	23	2	1	13	2	3	9	4	30	3	1	1	7	1	8	2	17	4	30	4	0	3	65	7	3	7	24	4	4					
		3.24%	3.02%	3.70%	4.41%	2.35%	2.34%	2.74%	4.06%	2.27%	4.94%	4.84%	5.42%	1.80%	2.87%	0.84%	3.38%	1.55%	0.45%	2.42%	2.06%	1.48%	5.66%	6.06%	3.42%	1.20%	0.39%	0.58%	3.91%	0.59%	4.87%	1.58%	2.27%	5.12%	3.25%	3.30%	0.0%	2.67%	4.90%	6.93%	4.61%	3.80%	3.93%	2.91%	3.10%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	239	27	21	10	23	4	5	9	2	8	2	7	1	7	3	2	0	0	2	2	1	0	0	15	1	0	5	2	2	8	0	6	2	6	1	0	0	25	1	1	2	22	1	3					
		1.39%	2.63%	1.72%	1.16%	1.69%	0.72%	1.71%	1.26%	1.51%	1.79%	0.88%	2.37%	0.45%	0.95%	2.54%	0.29%	0.0%	0.0%	0.37%	2.06%	0.49%	0.0%	0.0%	1.71%	0.40%	0.0%	2.92%	1.11%	1.19%	4.87%	0.0%	0.80%	2.56%	0.65%	0.82%	0.0%	0.0%	1.88%	0.99%	1.53%	1.08%	3.60%	0.72%	2.32%					
22	"5. ""За Русь Святую"""	64	5	3	2	4	0	0	3	2	1	1	1	0	5	2	2	0	0	3	0	0	1	0	6	0	0	0	3	0	0	0	2	3	4	1	0	0	3	0	1	1	2	2	1					
		0.37%	0.48%	0.24%	0.23%	0.29%	0.0%	0.0%	0.42%	1.51%	0.22%	0.44%	0.33%	0.0%	0.68%	1.69%	0.29%	0.0%	0.0%	0.55%	0.0%	0.0%	0.62%	0.0%	0.68%	0.0%	0.0%	0.0%	1.67%	0.0%	0.0%	0.0%	0.26%	3.84%	0.43%	0.82%	0.0%	0.0%	0.22%	0.0%	1.53%	0.54%	0.32%	1.45%	0.77%					
23	"6. ""Объединенная Российская партия ""Русь"""	56	2	3	3	1	2	2	1	1	2	4	3	0	0	1	3	2	0	1	0	1	2	0	0	1	1	0	0	1	2	0	0	0	7	0	0	0	4	2	0	0	0	2	2					
		0.32%	0.19%	0.24%	0.34%	0.07%	0.36%	0.68%	0.14%	0.75%	0.44%	1.76%	1.01%	0.0%	0.0%	0.84%	0.44%	1.55%	0.0%	0.18%	0.0%	0.49%	1.25%	0.0%	0.0%	0.40%	0.39%	0.0%	0.0%	0.59%	1.21%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.30%	1.98%	0.0%	0.0%	0.0%	1.45%	1.55%					
