Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Мценская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №813					
1	"Число избирателей, внесенных в списки избирателей"	38110	2182	2303	2338	2287	2364	1714	1370	1322	1206	1142	1132	2210	1418	2737	2766	2168	2279	1029	2582	86	1475					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37278	2140	2280	2240	2220	2320	1580	1320	1310	1170	1130	1120	2170	1400	2700	2690	2120	2270	1010	2560	88	1440					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21479	1216	1349	1342	1283	1293	943	790	618	578	645	636	1242	814	1610	1612	1276	1337	453	1508	85	849					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1216	76	120	61	99	120	68	61	58	86	23	28	59	12	66	59	30	42	73	51	0	24					
6	Число погашенных избирательных бюллетеней	14583	848	811	837	838	907	569	469	634	506	462	456	869	574	1024	1019	814	891	484	1001	3	567					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1215	76	120	60	99	120	68	61	58	86	23	28	59	12	66	59	30	42	73	51	0	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21472	1216	1347	1342	1282	1292	943	790	618	578	645	635	1241	814	1610	1611	1276	1337	453	1508	85	849					
9	Число недействительных избирательных бюллетеней	270	15	24	17	13	17	9	9	8	5	7	7	12	13	15	27	18	13	7	22	0	12					
10	Число действительных избирательных бюллетеней	22417	1277	1443	1385	1368	1395	1002	842	668	659	661	656	1288	813	1661	1643	1288	1366	519	1537	85	861					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	562	27	40	40	40	40	30	30	20	20	20	20	21	20	40	20	25	32	15	42	0	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	491	25	37	30	39	30	26	23	19	12	18	13	21	19	39	20	23	30	11	41	0	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	502	21	11	63	53	13	96	17	6	8	9	3	7	7	8	20	18	25	13	17	64	23					
14	Число погашенных неиспользованных открепительных удостоверений	71	2	3	10	1	10	4	7	1	8	2	7	0	1	1	0	2	2	4	1	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	3	0	0	0	3	1	1	1	1	0	1	1	1	0	3	2	2	0	6	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	490	28	43	16	37	22	22	26	9	12	16	20	37	14	32	37	37	27	8	27	4	16					
		2.16%	2.17%	2.93%	1.14%	2.68%	1.56%	2.18%	3.06%	1.33%	1.81%	2.40%	3.02%	2.85%	1.69%	1.91%	2.22%	2.83%	1.96%	1.52%	1.73%	4.71%	1.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	237	11	11	15	16	12	15	10	11	4	9	11	12	10	15	13	14	12	3	29	0	4					
		1.04%	0.85%	0.75%	1.07%	1.16%	0.85%	1.48%	1.18%	1.63%	0.60%	1.35%	1.66%	0.92%	1.21%	0.89%	0.78%	1.07%	0.87%	0.57%	1.86%	0.00%	0.46%					
20	3.Политическая партия «Демократическая партия России»	32	1	0	0	2	1	0	0	3	2	2	1	0	2	5	4	0	3	2	2	0	2					
		0.14%	0.08%	0.00%	0.00%	0.14%	0.07%	0.00%	0.00%	0.44%	0.30%	0.30%	0.15%	0.00%	0.24%	0.30%	0.24%	0.00%	0.22%	0.38%	0.13%	0.00%	0.23%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4404	280	384	205	289	354	185	149	96	110	135	144	245	140	320	275	234	242	101	309	16	191					
		19.41%	21.67%	26.18%	14.62%	20.93%	25.07%	18.30%	17.51%	14.20%	16.57%	20.21%	21.72%	18.85%	16.95%	19.09%	16.47%	17.92%	17.55%	19.20%	19.82%	18.82%	21.88%					
