Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Мценская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №813					
1	"Число избирателей, внесенных в список избирателей"	37024	2318	2339	1600	2450	2227	2382	1181	1268	959	1152	1018	2162	1473	2397	2550	2387	2313	1014	2384	188	1262					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35181	2200	2200	1500	2400	2100	2200	1100	1200	900	1100	1000	2000	1400	2300	2400	2300	2200	1000	2300	181	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18713	1127	1272	745	1142	1104	1057	582	574	424	610	440	1085	770	1255	1382	1307	1294	398	1316	176	653					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1118	72	87	55	70	101	85	48	64	37	30	45	60	32	58	53	42	40	54	45	0	40					
6	Число погашенных избирательных бюллетеней	15350	1001	841	700	1188	895	1058	470	562	439	460	515	855	598	987	965	951	866	548	939	5	507					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1118	72	87	55	70	101	85	48	64	37	30	45	60	32	58	53	42	40	54	45	0	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18707	1126	1272	745	1142	1105	1057	582	572	424	610	440	1085	770	1255	1382	1307	1290	398	1316	176	653					
9	Число недействительных избирательных бюллетеней	365	22	30	16	20	23	20	9	11	8	14	6	15	14	37	15	25	25	11	29	5	10					
10	Число действительных избирательных бюллетеней	19460	1176	1329	784	1192	1183	1122	621	625	453	626	479	1130	788	1276	1420	1324	1305	441	1332	171	683					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1330	80	80	50	80	80	80	50	50	50	50	50	80	50	80	80	80	80	50	80	0	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	315	20	26	11	30	11	18	4	7	4	14	10	26	14	18	14	25	24	8	22	0	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	193	19	10	14	18	8	21	4	1	3	2	4	7	4	7	20	7	18	3	10	11	2					
14	Число погашенных неиспользованных открепительных удостоверений	1015	60	54	39	50	69	62	46	43	46	36	40	54	36	62	66	55	56	42	58	0	41					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	2	0	2	1	2	0	0	0	0	1	0	1	0	3	3	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
