Выборы Президента Российской Федерации																																																																																						
Дата голосования: 18.03.2018																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Анапская																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	75																																																																																				
																																																																																						
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275									
1	"Число избирателей, включенных в список избирателей"	143269	3468	3161	2823	2394	2493	1954	2421	1661	2115	2326	2406	2612	2589	2665	2493	2377	1953	2678	544	2137	2662	2304	2587	1488	1952	2230	345	878	1223	1993	2386	2593	2567	1362	676	2595	1237	947	2602	2105	2703	1753	444	1710	1096	429	557	617	2680	1364	607	2710	1678	945	598	1057	1401	2491	2670	1539	2143	759	1671	2556	2486	3020	2718	2195	2010	2230	1846	1692	1691	2512	689									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	134616	3142	2948	2806	2239	2484	1650	2000	1550	1750	2243	2150	2350	2150	2100	2517	2000	1736	2593	450	1946	2550	2250	2450	1550	1850	2150	400	890	1220	2000	2333	2561	2600	1250	660	2500	1200	900	2500	2200	2700	1800	450	1650	1050	430	654	630	2451	1350	607	2400	1600	900	650	950	1300	2300	2550	1450	1980	750	1700	2450	2400	2670	2400	2100	1900	2150	1750	1550	1426	2100	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	104851	2120	2194	1701	1530	1893	1142	1659	1160	1178	1740	1545	2287	2068	1555	1891	1962	1146	2039	315	1383	1652	1611	2283	1370	1628	1232	331	775	1176	1618	1944	2210	2028	1082	561	1999	1046	587	1573	1618	1701	1049	397	1537	953	394	432	512	2108	1242	531	1552	1600	525	564	663	1184	1380	1535	882	1625	600	1332	2189	2060	1790	2087	1716	1711	1577	1546	1450	1042	2061	492									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4667	362	42	85	50	151	45	37	38	18	20	22	33	78	13	26	38	18	22	36	32	164	46	98	44	32	75	0	39	27	57	53	46	84	69	54	166	14	34	75	115	85	139	16	91	47	30	109	83	29	88	65	42	0	78	23	57	91	141	76	61	36	150	106	46	21	99	79	42	40	72	27	73	22	34	11									
6	Число погашенных избирательных бюллетеней	25098	660	712	1020	659	440	463	304	352	554	483	583	30	4	532	600	0	572	532	99	531	734	593	69	136	190	843	69	76	17	325	336	305	488	99	45	335	140	279	852	467	914	612	37	22	50	6	113	35	314	20	11	806	0	297	63	230	25	779	939	507	319	0	262	215	319	781	234	342	149	501	177	27	362	5	97									
