Выборы Президента Российской Федерации																																																																															
Дата голосования: 04.03.2012																																																																															
																																																																															
Наименование Избирательной комиссии:    Анапская																																																																															
																																																																															
Сводная таблица итогов голосования																																																																															
																																																																															
	Число участковых избирательных комиссий	68																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	68																																																																													
																																																																															
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268									
1	Число избирателей, включенных в список избирателей	117611	3269	2173	2261	3205	2337	2280	2414	2093	1221	2278	2054	2522	2493	2969	1653	2919	1356	1001	613	2313	2463	2630	2061	1037	2219	1430	317	297	961	2044	2470	1814	2440	1468	705	2708	1081	898	2812	2316	2300	1686	435	1407	1014	625	553	413	2782	1236	596	2152	1129	639	826	796	1190	2243	2816	1458	1847	664	1729	1504	2185	1930	2576	1285									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	115534	2700	2100	1850	2584	2100	2200	2200	2100	1400	2500	2000	2750	2600	2800	1900	2700	1400	900	520	2500	2400	2600	2000	1000	2200	1600	400	270	900	1900	2300	1600	2500	1200	660	2600	1000	900	2800	2300	2400	1700	420	1600	1000	650	630	430	2700	1400	570	2400	1000	600	900	750	1200	2300	2800	1400	1800	650	1700	1600	2100	2000	2600	1300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	94708	1473	1845	1769	1880	1492	1986	1747	1612	1150	1606	1729	2284	1810	2425	1547	2389	1222	826	369	2092	1852	1951	1925	843	1930	1329	245	243	820	1558	2143	1367	1781	1128	521	2125	928	750	2099	2095	2233	1580	391	1303	870	361	334	314	2432	860	263	1966	955	410	502	627	1048	1711	2486	1252	1709	584	1549	1323	1837	1580	2161	1181									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6098	983	228	31	700	535	35	146	52	5	93	17	35	25	50	23	46	64	21	100	29	36	45	47	11	24	28	26	20	23	42	99	150	84	47	24	54	5	43	44	45	27	35	17	70	29	198	186	49	26	188	145	151	45	7	56	80	67	145	89	74	39	4	32	56	63	59	22	24									
6	Число погашенных избирательных бюллетеней	14728	244	27	50	4	73	179	307	436	245	801	254	431	765	325	330	265	114	53	51	379	512	604	28	146	246	243	129	7	57	300	58	83	635	25	115	421	67	107	657	160	140	85	12	227	101	91	110	67	242	352	162	283	0	183	342	43	85	444	225	74	52	62	119	221	200	361	417	95									
