Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
"Наименование Избирательной комиссии:    Владимир, Фрунзенская"																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №1062	УИК №1063					
1	"Число избирателей, внесенных в список избирателей"	102560	2172	2797	2670	2648	2007	2258	2214	2198	2395	2426	2406	2527	2568	2387	2506	2173	2414	2329	2613	2860	2564	2451	2037	1974	2042	1976	2094	2144	2347	2636	2570	2717	2358	2634	2617	2644	2769	2635	1860	1763	2129	1782	2057	1192					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	86650	1600	2200	2200	2200	1500	2000	1800	1800	2000	2000	2000	2000	2100	2000	2100	1800	2000	2000	2200	2400	2100	2000	1700	1700	1700	1700	1700	1800	2000	2200	2100	2200	2000	2100	2100	2200	2200	2200	1500	1500	2600	1950	2200	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50403	972	1296	1258	1280	717	906	909	1028	1154	1194	1061	1268	1300	987	1181	1118	1170	1133	1016	1276	1043	1043	957	889	920	949	968	992	1113	1161	1160	1294	1096	1152	1217	1247	1278	1082	752	710	2129	1782	2053	1192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2085	154	292	29	35	236	19	45	29	26	28	49	9	13	73	43	48	43	52	30	47	26	22	24	47	27	19	44	30	33	9	16	10	6	34	58	28	18	110	116	108	0	0	0	0					
6	Число погашенных избирательных бюллетеней	34160	474	612	913	885	547	1075	846	743	820	778	890	723	785	940	876	634	787	815	1154	1077	1031	935	719	764	753	732	688	778	854	1030	924	896	898	914	825	925	904	1008	632	682	471	168	147	108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2084	154	291	29	35	236	19	45	29	26	28	49	9	13	73	43	48	43	52	30	47	26	22	24	47	27	19	44	30	33	9	16	10	6	34	58	28	18	110	116	108	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50387	971	1296	1257	1280	717	906	909	1028	1151	1194	1061	1267	1300	987	1180	1118	1170	1133	1016	1276	1043	1043	957	889	919	949	968	992	1113	1157	1159	1294	1096	1152	1217	1246	1278	1082	751	709	2129	1782	2053	1192					
9	Число недействительных избирательных бюллетеней	687	17	31	18	18	22	20	16	20	19	17	9	17	20	12	18	20	27	27	14	30	10	15	14	12	14	11	13	8	13	15	18	17	14	10	15	22	15	14	21	13	5	0	4	2					
10	Число действительных избирательных бюллетеней	51784	1108	1556	1268	1297	931	905	938	1037	1158	1205	1101	1259	1293	1048	1205	1146	1186	1158	1032	1293	1059	1050	967	924	932	957	999	1014	1133	1151	1157	1287	1088	1176	1260	1252	1281	1178	846	804	2124	1782	2049	1190					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1600	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	41	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	823	20	25	28	21	12	11	13	25	20	18	12	30	25	21	25	13	25	26	21	29	15	23	26	13	29	23	16	12	25	32	21	22	21	27	25	17	20	18	8	10	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	4934	28	14	15	16	39	12	6	17	22	17	18	17	16	12	22	18	5	15	11	4	9	14	14	10	18	12	16	14	16	17	13	13	23	4	7	14	18	16	13	2	1512	840	1197	798					
14	Число погашенных неиспользованных открепительных удостоверений	777	20	15	12	19	28	29	27	15	20	22	28	10	15	19	15	27	15	14	19	11	25	17	13	28	11	17	24	28	15	8	19	18	19	13	15	23	20	22	32	30	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	267	3	6	3	13	7	12	6	3	7	8	5	9	10	7	6	7	8	6	8	12	7	6	4	1	10	9	4	3	3	4	8	7	8	7	4	8	13	3	7	5	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11667	290	256	360	360	213	255	269	226	281	344	284	297	338	261	317	290	352	319	284	329	290	286	248	219	266	246	283	264	258	297	280	349	253	249	291	298	324	308	184	184	19	125	142	79					
		22.24%	25.78%	16.13%	27.99%	27.38%	22.35%	27.57%	28.20%	21.38%	23.87%	28.15%	25.59%	23.28%	25.74%	24.62%	25.92%	24.87%	29.02%	26.92%	27.15%	24.87%	27.13%	26.85%	25.28%	23.40%	28.12%	25.41%	27.96%	25.83%	22.51%	25.47%	23.83%	26.76%	22.96%	20.99%	22.82%	23.39%	25.00%	25.84%	21.22%	22.52%	0.89%	7.01%	6.92%	6.63%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6370	131	294	177	198	159	126	113	145	156	181	138	165	181	144	170	148	162	186	134	192	157	143	128	137	107	100	145	163	142	146	172	198	154	162	182	201	192	188	108	106	25	5	2	7					
		12.14%	11.64%	18.53%	13.76%	15.06%	16.68%	13.62%	11.84%	13.72%	13.25%	14.81%	12.43%	12.93%	13.79%	13.58%	13.90%	12.69%	13.36%	15.70%	12.81%	14.51%	14.69%	13.43%	13.05%	14.64%	11.31%	10.33%	14.33%	15.95%	12.39%	12.52%	14.64%	15.18%	13.97%	13.66%	14.27%	15.78%	14.81%	15.77%	12.46%	12.97%	1.17%	0.28%	0.10%	0.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	715	21	29	17	23	11	14	9	17	27	17	14	17	22	16	13	17	16	20	14	24	22	25	12	19	13	19	14	9	16	14	25	22	21	17	16	18	26	17	12	10	3	3	4	0					
		1.36%	1.87%	1.83%	1.32%	1.75%	1.15%	1.51%	0.94%	1.61%	2.29%	1.39%	1.26%	1.33%	1.68%	1.51%	1.06%	1.46%	1.32%	1.69%	1.34%	1.81%	2.06%	2.35%	1.22%	2.03%	1.37%	1.96%	1.38%	0.88%	1.40%	1.20%	2.13%	1.69%	1.91%	1.43%	1.25%	1.41%	2.01%	1.43%	1.38%	1.22%	0.14%	0.17%	0.19%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11232	289	349	283	272	165	222	236	274	312	264	322	319	354	268	332	319	283	269	245	305	256	267	230	258	226	305	255	264	294	308	316	314	305	367	295	337	324	204	155	174	24	2	66	4					
		21.41%	25.69%	21.99%	22.01%	20.68%	17.31%	24.00%	24.74%	25.92%	26.51%	21.60%	29.01%	25.00%	26.96%	25.28%	27.15%	27.36%	23.33%	22.70%	23.42%	23.05%	23.95%	25.07%	23.45%	27.56%	23.89%	31.51%	25.20%	25.83%	25.65%	26.42%	26.89%	24.08%	27.68%	30.94%	23.14%	26.45%	25.00%	17.11%	17.88%	21.30%	1.13%	0.11%	3.21%	0.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2985	104	123	73	103	25	64	63	77	62	74	92	167	111	63	61	69	91	78	61	67	60	57	67	41	55	61	54	57	84	101	69	97	102	73	109	90	77	36	34	15	6	5	5	2					
		5.69%	9.24%	7.75%	5.68%	7.83%	2.62%	6.92%	6.60%	7.28%	5.27%	6.06%	8.29%	13.09%	8.45%	5.94%	4.99%	5.92%	7.50%	6.58%	5.83%	5.06%	5.61%	5.35%	6.83%	4.38%	5.81%	6.30%	5.34%	5.58%	7.33%	8.66%	5.87%	7.44%	9.26%	6.16%	8.55%	7.06%	5.94%	3.02%	3.92%	1.84%	0.28%	0.28%	0.24%	0.17%					
