Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Шадринская городская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173					
1	"Число избирателей, внесенных в списки"	65658	1654	2695	2134	2611	2876	2707	2262	2123	1923	1676	2486	1281	1910	1554	2917	2183	2992	2035	964	816	2629	985	2386	1931	2691	2924	2569	2426	2789	433	1079	459	558					
2	"Число бюллетеней, полученных участковыми комиссиями"	58650	1450	2400	2000	2350	2550	2400	2000	1900	1750	1300	2200	1150	1700	1400	2650	2000	2600	1800	850	750	2350	900	2150	1750	2400	2600	2300	2200	2500	400	950	450	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28276	777	1317	799	1456	1147	1193	1184	1058	881	701	957	514	1022	656	1342	950	1519	769	357	405	972	316	1061	756	1188	945	1079	762	1034	168	399	291	301					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1629	19	84	25	34	151	33	64	35	47	212	35	40	30	25	28	24	47	26	15	43	52	24	28	49	37	43	54	29	27	136	17	109	7					
6	Число погашенных бюллетеней	28745	654	999	1176	860	1252	1174	752	807	822	387	1208	596	648	719	1280	1026	1034	1005	478	302	1326	560	1061	945	1175	1612	1167	1409	1439	96	534	50	192					
7	Число бюллетеней в переносных ящиках для голосования	1605	19	84	25	34	151	33	64	35	47	188	35	40	30	25	28	24	47	26	15	43	52	24	28	49	37	43	54	29	27	136	17	109	7					
8	Число бюллетеней в стационарных ящиках для голосования	28232	776	1317	799	1456	1146	1192	1184	1057	881	678	957	514	1012	656	1342	946	1519	769	357	405	972	316	1060	756	1188	944	1079	762	1034	168	398	291	301					
9	Число недействительных бюллетеней	323	2	28	9	17	15	17	24	12	2	11	14	6	3	5	11	6	15	8	6	5	11	10	9	3	12	10	12	5	14	6	5	7	3					
10	Число действительных бюллетеней	29514	793	1373	815	1473	1282	1208	1224	1080	926	855	978	548	1039	676	1359	964	1551	787	366	443	1013	330	1079	802	1213	977	1121	786	1047	298	410	393	305					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	726	15	15	100	25	16	15	20	25	20	50	40	10	15	10	30	45	10	15	10	10	15	10	15	15	15	15	10	35	15	15	10	10	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	443	7	11	100	20	10	9	9	17	18	5	39	6	15	5	15	37	9	4	0	2	4	2	9	11	10	4	6	27	10	0	0	0	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	275	4	2	11	10	7	8	3	17	5	48	7	3	16	8	3	6	7	6	0	11	6	0	4	1	8	6	3	5	6	37	3	5	9					
14	Число погашенных открепительных удостоверений	283	8	4	0	5	6	6	11	8	2	45	1	4	0	5	15	8	1	11	10	8	11	8	6	4	5	11	4	8	5	15	10	10	28					
15	Число открепительных удостоверений выданных ТИК	53	5	3	0	2	2	0	2	3	0	2	0	2	1	2	2	1	5	1	3	0	3	1	2	0	1	2	3	1	4	0	0	0	0					
