Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Чекмагушевская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №3287	УИК №3288	УИК №3289	УИК №3290	УИК №3291	УИК №3292	УИК №3293	УИК №3294	УИК №3295	УИК №3296	УИК №3297	УИК №3298	УИК №3299	УИК №3300	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337					
1	"Число избирателей, внесенных в списки"	22739	1337	1054	822	1277	865	1208	1163	236	508	111	125	391	297	231	562	170	270	394	427	251	482	196	219	151	609	179	664	188	693	755	138	170	355	166	188	148	589	276	273	532	372	97	385	614	168	498	558	216	356	441	364					
2	"Число бюллетеней, полученных участковыми комиссиями"	23100	1345	1050	810	1275	850	1210	1160	245	520	110	130	400	330	235	590	175	275	395	435	250	515	195	225	155	630	190	675	200	690	760	145	175	370	175	200	155	590	280	275	545	380	110	400	630	175	510	550	210	360	460	380					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19140	1051	835	697	1045	732	977	986	220	450	101	109	335	275	214	477	109	239	327	368	208	453	169	179	134	532	153	574	173	570	646	126	138	311	149	171	126	491	216	228	469	322	90	328	493	158	387	448	185	310	374	282					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1458	39	33	18	16	17	21	14	10	31	5	7	30	22	17	63	55	27	25	57	25	29	14	22	7	31	9	66	13	66	36	12	27	38	17	17	22	38	39	27	45	33	5	48	87	6	64	27	8	18	26	29					
6	Число погашенных бюллетеней	2502	255	182	95	214	101	212	160	15	39	4	14	35	33	4	50	11	9	43	10	17	33	12	24	14	67	28	35	14	54	78	7	10	21	9	12	7	61	25	20	31	25	15	24	50	11	59	75	17	32	60	69					
7	Число бюллетеней в переносных ящиках для голосования	1458	39	33	18	16	17	21	14	10	31	5	7	30	22	17	63	55	27	25	57	25	29	14	22	7	31	9	66	13	66	36	12	27	38	17	17	22	38	39	27	45	33	5	48	87	6	64	27	8	18	26	29					
8	Число бюллетеней в стационарных ящиках для голосования	19140	1051	835	697	1045	732	977	986	220	450	101	109	335	275	214	477	109	239	327	368	208	453	169	179	134	532	153	574	173	570	646	126	138	311	149	171	126	491	216	228	469	322	90	328	493	158	387	448	185	310	374	282					
9	Число недействительных бюллетеней	726	38	24	18	17	28	37	10	8	10	1	5	26	18	3	15	5	3	0	17	12	39	9	13	10	49	17	3	3	23	23	0	8	1	14	18	0	0	12	10	36	19	4	12	30	1	11	16	2	15	16	17					
10	Число действительных бюллетеней	19872	1052	844	697	1044	721	961	990	222	471	105	111	339	279	228	525	159	263	352	408	221	443	174	188	131	514	145	637	183	613	659	138	157	348	152	170	148	529	243	245	478	336	91	364	550	163	440	459	191	313	384	294					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	599	25	25	20	25	20	24	20	10	10	10	10	15	5	10	25	5	5	5	10	10	20	5	10	5	15	5	15	5	10	15	5	10	10	10	10	10	10	10	10	10	15	5	10	15	5	10	10	10	10	15	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	441	22	18	12	25	20	22	20	7	10	0	2	13	5	8	25	5	4	5	5	2	10	2	9	4	15	3	15	5	10	15	5	1	8	2	1	0	10	0	0	10	15	5	7	6	1	7	10	10	5	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	178	1	9	7	11	14	5	6	4	0	3	1	4	5	1	1	4	3	4	0	2	5	3	3	1	2	0	3	2	9	1	3	4	5	2	4	2	1	0	2	3	7	0	0	5	3	5	5	3	1	5	4					
14	Число погашенных открепительных удостоверений	158	3	7	8	0	0	2	0	3	0	10	8	2	0	2	0	0	1	0	5	8	10	3	1	1	0	2	0	0	0	0	0	9	2	8	9	10	0	10	10	0	0	0	3	9	4	3	0	0	5	0	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
