Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
Наименование Избирательной комиссии:    Зерноградская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №178	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №2565	УИК №2569	УИК №2572					
1	"Число избирателей, включенных в списки избирателей"	49591	205	1641	1332	1918	1093	354	549	170	205	379	429	228	1971	157	246	317	93	749	1785	157	554	850	373	1484	294	112	832	318	242	148	216	204	186	161	1443	1212	230	349	519	480	733	230	307	471	2192	998	2667	1010	1321	1224	1346	1074	1159	2015	296	990	205	1474	2496	1384	847	174	793					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45513	230	1500	1200	1800	1000	320	500	178	200	370	430	225	1850	165	250	310	99	710	1650	168	600	800	360	1350	350	135	850	350	250	188	220	210	200	180	1400	1200	230	350	450	450	650	230	300	400	1900	850	2400	880	1150	1050	1200	950	1050	1700	270	900	179	1300	2150	1200	750	176	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29840	151	937	843	1038	561	185	313	122	134	197	265	121	1210	112	147	225	76	550	1151	129	427	689	251	848	227	104	623	204	199	118	139	160	155	127	919	951	179	254	337	267	510	182	221	273	1182	442	1169	594	626	698	738	673	635	1111	165	588	101	835	1677	820	587	112	256					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3935	27	97	109	142	136	75	84	33	26	63	88	57	188	11	41	58	2	112	212	16	83	98	45	60	39	2	71	40	22	9	21	14	8	18	214	151	38	59	18	27	44	18	31	12	117	71	151	99	59	67	65	48	96	112	30	28	43	11	27	9	0	14	169					
6	Число погашенных избирательных бюллетеней	11738	52	466	248	620	303	60	103	23	40	110	77	47	452	42	62	27	21	48	287	23	90	13	64	442	84	29	156	106	29	61	60	36	37	35	267	98	13	37	95	156	96	30	48	115	601	337	1080	187	465	285	397	229	319	477	75	284	35	454	446	371	163	50	175					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3935	27	97	109	142	136	75	84	33	26	63	88	57	188	11	41	58	2	112	212	16	83	98	45	60	39	2	71	40	22	9	21	14	8	18	214	151	38	59	18	27	44	18	31	12	117	71	151	99	59	67	65	48	96	112	30	28	43	11	27	9	0	14	169					
8	Число бюллетеней в стационарных ящиках для голосования	29815	151	932	842	1038	561	185	313	122	134	197	265	121	1206	112	147	225	76	550	1145	129	427	689	251	848	227	104	623	204	199	118	139	160	155	127	919	951	179	254	337	267	509	182	221	273	1182	442	1169	594	626	698	738	670	634	1111	165	588	101	835	1675	820	585	112	256					
9	Число недействительных избирательных бюллетеней	384	3	17	5	12	7	4	0	0	3	5	0	1	5	2	1	5	0	12	20	10	10	2	6	12	2	0	5	1	0	2	1	2	0	1	3	12	2	7	3	4	8	6	7	7	20	4	16	9	5	4	11	9	11	17	1	6	2	12	27	1	6	1	7					
10	Число действительных избирательных бюллетеней	33366	175	1012	946	1168	690	256	397	155	157	255	353	177	1389	121	187	278	78	650	1337	135	500	785	290	896	264	106	689	243	221	125	159	172	163	144	1130	1090	215	306	352	290	545	194	245	278	1279	509	1304	684	680	761	792	709	719	1206	194	610	142	834	1675	828	579	125	418					
11	Число полученных открепительных  удостоверений	1594	40	15	25	25	27	10	15	3	5	14	37	20	100	11	26	25	10	35	32	7	80	14	6	20	50	35	55	35	20	40	20	15	35	30	100	80	10	15	10	13	20	20	30	5	25	10	18	10	10	17	15	20	17	30	8	10	5	36	50	23	40	5	5					
