Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
"Наименование Избирательной комиссии:    Воронеж, Центральная"																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440					
1	"Число избирателей, внесенных в списки"	68915	1766	1458	1552	2509	1648	1714	1517	1564	1682	1541	2240	1594	1562	1315	1638	2208	1306	1895	1880	1754	2044	1741	2178	1759	1811	1512	2056	2317	1861	1983	1867	2180	2019	1386	1478	1457	1330	2347	145	1101					
2	"Число бюллетеней, полученных участковыми комиссиями"	62450	1650	1350	1450	2250	1500	1650	1450	1400	1500	1450	1950	1400	1450	1150	1500	1850	1200	1700	1650	1550	1850	1450	2100	1650	1750	1400	1700	2200	1750	1700	1700	2000	1800	1050	1400	1350	1200	2150	200	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32951	853	701	787	1237	860	1008	858	894	917	820	1129	655	744	664	897	946	734	835	842	779	756	730	820	820	682	638	856	937	959	848	855	930	1039	545	773	674	648	1236	139	906					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1413	38	28	49	28	35	24	35	47	30	23	31	33	20	17	27	29	29	61	49	35	31	74	55	47	61	39	28	53	64	30	25	89	37	8	62	24	10	8	0	0					
6	Число погашенных бюллетеней	28086	759	621	614	985	605	618	557	459	553	607	790	712	686	469	576	875	437	804	759	736	1063	646	1225	783	1007	723	816	1210	727	822	820	981	724	497	565	652	542	906	61	94					
7	Число бюллетеней в переносных ящиках для голосования	1413	38	28	49	28	35	24	35	47	30	23	31	33	20	17	27	29	29	61	49	35	31	74	55	47	61	39	28	53	64	30	25	89	37	8	62	24	10	8	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	32895	853	701	787	1236	860	1004	858	893	917	816	1129	644	744	662	897	944	734	835	841	779	756	730	819	817	681	637	855	929	959	846	855	930	1037	545	772	674	647	1228	139	905					
9	Число недействительных бюллетеней	289	5	9	3	17	12	2	10	8	10	5	3	10	3	2	5	6	4	0	6	7	7	11	6	7	5	3	5	7	10	4	12	3	11	4	6	7	2	10	28	14					
10	Число действительных бюллетеней	34019	886	720	833	1247	883	1026	883	932	937	834	1157	667	761	677	919	967	759	896	884	807	780	793	868	857	737	673	878	975	1013	872	868	1016	1063	549	828	691	655	1226	111	891					
