Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Мокшанская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21809	556	246	656	520	483	777	956	341	438	1666	1008	526	642	269	459	500	326	337	315	261	210	420	257	1690	1508	1857	1706	1424	1455									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21907	560	246	663	526	480	780	951	342	440	1675	1021	525	648	270	455	502	400	340	322	266	212	418	257	1692	1508	1816	1705	1435	1452									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15467	386	191	461	339	310	539	680	261	245	1253	807	468	426	179	306	360	210	244	212	170	153	276	201	1062	1089	1299	1251	1093	996									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1805	64	12	54	53	72	83	83	16	107	117	51	16	118	41	54	45	116	43	41	28	20	45	11	214	77	76	33	20	95									
6	Число погашенных избирательных бюллетеней	4627	110	43	148	134	98	158	188	65	88	298	162	41	104	50	95	97	74	53	69	68	39	97	45	416	342	441	421	322	361									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1805	64	12	54	53	72	83	83	16	107	117	51	16	118	41	54	45	116	43	41	28	20	45	11	214	77	76	33	20	95									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15459	386	191	461	339	310	539	680	261	245	1246	806	468	426	179	306	360	210	244	212	170	153	276	201	1062	1089	1299	1251	1093	996									
9	Число недействительных избирательных бюллетеней	117	2	3	3	1	5	10	5	0	0	6	6	2	2	1	0	0	2	0	1	0	0	0	5	14	6	24	0	12	7									
10	Число действительных избирательных бюллетеней	17147	448	200	512	391	377	612	758	277	352	1357	851	482	542	219	360	405	324	287	252	198	173	321	207	1262	1160	1351	1284	1101	1084									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	178	5	2	5	3	3	8	10	3	3	15	8	5	6	3	4	8	5	5	3	3	3	5	3	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	83	0	0	3	1	1	6	3	0	1	12	4	0	3	0	1	1	0	2	3	3	0	0	1	10	5	5	10	2	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	43	2	1	1	0	1	4	1	2	0	4	1	2	0	0	0	0	1	0	0	2	0	1	1	5	2	4	4	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	95	5	2	2	2	2	2	7	3	2	3	4	5	3	3	3	7	5	3	0	0	3	5	2	0	5	5	0	8	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	3	1	2	1	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	1	4	4	2	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	8	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	1	0	1	3	4	1	2	0	4	10	6	2	0	1	0	2	1	1	0	1	3	3	1	10	10	9	3	5	8									
		0.53%	0.22%	0.00%	0.19%	0.77%	1.05%	0.16%	0.26%	0.00%	1.14%	0.73%	0.70%	0.41%	0.00%	0.45%	0.00%	0.49%	0.31%	0.35%	0.00%	0.51%	1.73%	0.93%	0.47%	0.78%	0.86%	0.65%	0.23%	0.45%	0.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	291	6	6	11	3	4	11	10	5	5	23	10	6	13	7	3	10	2	3	1	5	0	6	2	19	20	32	24	22	22									
		1.69%	1.33%	2.96%	2.14%	0.77%	1.05%	1.77%	1.31%	1.81%	1.42%	1.69%	1.17%	1.24%	2.39%	3.18%	0.83%	2.47%	0.61%	1.05%	0.40%	2.53%	0.00%	1.87%	0.94%	1.49%	1.72%	2.33%	1.87%	1.98%	2.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	253	1	0	9	7	15	2	5	7	5	11	8	3	15	3	1	3	4	7	3	7	1	4	3	27	18	34	18	15	17									
		1.47%	0.22%	0.00%	1.75%	1.79%	3.93%	0.32%	0.66%	2.53%	1.42%	0.81%	0.93%	0.62%	2.76%	1.36%	0.28%	0.74%	1.23%	2.44%	1.19%	3.54%	0.58%	1.25%	1.42%	2.12%	1.54%	2.47%	1.40%	1.35%	1.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12913	364	152	378	254	281	440	561	136	249	1045	708	392	388	180	297	300	274	235	193	131	129	254	186	887	879	1010	990	789	831									
		74.80%	80.89%	74.88%	73.40%	64.80%	73.56%	70.74%	73.53%	49.10%	70.74%	76.67%	82.61%	80.99%	71.32%	81.82%	82.50%	74.07%	84.05%	81.88%	76.28%	66.16%	74.57%	79.13%	87.74%	69.51%	75.39%	73.45%	77.10%	70.89%	76.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	66	1	0	4	4	2	0	1	0	1	0	5	0	1	0	1	0	0	1	0	0	1	0	0	12	2	16	5	5	4									
		0.38%	0.22%	0.00%	0.78%	1.02%	0.52%	0.00%	0.13%	0.00%	0.28%	0.00%	0.58%	0.00%	0.18%	0.00%	0.28%	0.00%	0.00%	0.35%	0.00%	0.00%	0.58%	0.00%	0.00%	0.94%	0.17%	1.16%	0.39%	0.45%	0.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	2	0	1	1	0									
		0.06%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.45%	0.00%	0.00%	0.31%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.16%	0.17%	0.00%	0.08%	0.09%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1468	44	7	57	55	28	47	62	83	42	123	41	16	43	8	27	43	18	18	19	29	7	20	8	132	117	119	84	98	73									
		8.50%	9.78%	3.45%	11.07%	14.03%	7.33%	7.56%	8.13%	29.96%	11.93%	9.02%	4.78%	3.31%	7.90%	3.64%	7.50%	10.62%	5.52%	6.27%	7.51%	14.65%	4.05%	6.23%	3.77%	10.34%	10.03%	8.65%	6.54%	8.81%	6.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	0	0	0	1	0	1	4	1	1	0	1	1	3	1	0	0	0	0	0	0	0	0	0	4	0	9	13	3	8									
		0.30%	0.00%	0.00%	0.00%	0.26%	0.00%	0.16%	0.52%	0.36%	0.28%	0.00%	0.12%	0.21%	0.55%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.65%	1.01%	0.27%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	5	4	1	3	1	1	0	0	2	3	1	4	0	1	1	2	0	0	0	0	0	2	0	8	6	7	1	2	4									
		0.34%	1.11%	1.97%	0.19%	0.77%	0.26%	0.16%	0.00%	0.00%	0.57%	0.22%	0.12%	0.83%	0.00%	0.45%	0.28%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.63%	0.51%	0.51%	0.08%	0.18%	0.37%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1									
		0.06%	0.00%	0.00%	0.00%	0.26%	0.52%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.08%	0.00%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	0	2	7	2	1	7	3	2	1	6	6	0	1	0	0	0	1	0	0	0	1	1	0	10	6	9	3	10	8									
		0.50%	0.00%	0.99%	1.36%	0.51%	0.26%	1.13%	0.39%	0.72%	0.28%	0.44%	0.70%	0.00%	0.18%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.58%	0.31%	0.00%	0.78%	0.51%	0.65%	0.23%	0.90%	0.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1519	20	29	39	50	32	88	99	26	33	103	59	51	72	14	28	39	20	20	33	17	30	22	6	106	77	88	114	114	90									
		8.80%	4.44%	14.29%	7.57%	12.76%	8.38%	14.15%	12.98%	9.39%	9.38%	7.56%	6.88%	10.54%	13.24%	6.36%	7.78%	9.63%	6.13%	6.97%	13.04%	8.59%	17.34%	6.85%	2.83%	8.31%	6.60%	6.40%	8.88%	10.24%	8.25%									
