Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Плавская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786					
1	"Число избирателей, внесенных в списки"	21248	309	1675	160	391	416	738	203	217	231	311	555	445	431	329	1251	197	298	386	293	197	1485	1174	1350	2123	2281	1949	1768	85					
2	"Число бюллетеней, полученных участковыми комиссиями"	19146	290	1525	163	349	389	670	180	199	213	284	500	402	390	290	1150	180	271	360	260	201	1320	1040	1200	1890	2000	1750	1580	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10855	132	838	85	204	245	384	121	87	104	180	362	238	205	135	668	102	131	208	147	99	626	507	623	1131	1339	994	905	55					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1187	26	59	7	50	67	66	22	20	48	71	47	65	35	57	6	19	50	23	42	29	79	43	86	36	42	15	47	30					
6	Число погашенных бюллетеней	7104	132	628	71	95	77	220	37	92	61	33	91	99	150	98	476	59	90	129	71	73	615	490	491	723	619	741	628	15					
7	Число бюллетеней в переносных ящиках для голосования	1187	26	59	7	50	67	66	22	20	48	71	47	65	35	57	6	19	50	23	42	29	79	43	86	36	42	15	47	30					
8	Число бюллетеней в стационарных ящиках для голосования	10851	132	837	85	204	245	384	121	87	104	180	362	238	205	135	668	102	131	208	147	99	626	507	623	1131	1338	992	905	55					
9	Число недействительных бюллетеней	221	7	17	4	0	7	13	2	2	4	6	9	9	5	5	11	1	0	6	4	3	9	14	14	11	32	4	21	1					
10	Число действительных бюллетеней	11817	151	879	88	254	305	437	141	105	148	245	400	294	235	187	663	120	181	225	185	125	696	536	695	1156	1348	1003	931	84					
