Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Котельниковская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033					
1	"Число избирателей, внесенных в списки избирателей"	26743	2075	895	1022	2001	1256	761	1140	767	2508	1222	2179	722	121	136	74	472	335	105	622	281	159	261	451	686	611	409	224	492	637	323	108	211	773	970	258	489	103	653	231					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26860	2050	800	1000	1900	1100	750	1100	750	2500	1200	2100	750	100	130	90	500	400	130	650	250	150	300	500	750	700	450	200	500	650	350	120	240	800	1050	250	450	100	800	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15094	832	480	491	928	515	365	488	350	1124	555	980	434	68	75	59	253	258	81	469	231	134	164	384	496	468	332	169	338	502	268	87	153	522	648	189	359	94	599	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1496	101	35	32	46	95	29	34	40	60	56	82	66	3	7	4	40	66	12	51	0	16	23	16	77	68	37	10	30	52	31	9	40	37	61	22	15	6	54	33					
6	Число погашенных избирательных бюллетеней	10269	1117	285	477	926	490	355	578	360	1316	589	1038	250	29	48	27	207	76	37	130	19	0	113	100	177	164	81	21	132	96	51	24	47	241	341	39	76	0	147	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1496	101	35	32	46	95	29	34	40	60	56	82	66	3	7	4	40	66	12	51	0	16	23	16	77	68	37	10	30	52	31	9	40	37	61	22	15	6	54	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15094	832	480	491	928	515	365	488	350	1124	555	980	434	68	75	59	253	258	81	469	231	134	164	384	496	468	332	169	338	502	268	87	153	522	648	189	359	94	599	152					
9	Число недействительных избирательных бюллетеней	112	5	3	3	2	3	3	6	5	10	6	6	2	0	0	0	4	4	0	5	0	0	0	0	3	5	2	0	2	3	1	1	4	9	5	3	2	0	4	1					
10	Число действительных избирательных бюллетеней	16478	928	512	520	972	607	391	516	385	1174	605	1056	498	71	82	63	289	320	93	515	231	150	187	400	570	531	367	179	366	551	298	95	189	550	704	208	372	100	649	184					
