Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Котельниковская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240					
1	"Число избирателей, внесенных в список избирателей"	27774	1994	885	969	2012	1167	753	1134	743	2480	1213	2310	769	97	145	60	516	404	109	617	298	178	308	551	729	699	450	225	514	646	368	125	217	846	969	240	470	96	853	225	390					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25270	1900	800	900	1810	1000	650	1050	700	2350	1100	2050	620	80	110	60	500	400	100	550	250	160	300	470	650	600	400	200	500	600	350	120	200	750	900	230	400	90	800	200	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13716	716	435	451	923	476	282	434	301	1034	470	1003	407	59	83	32	247	222	63	344	203	112	187	282	520	440	295	158	337	402	202	87	122	465	533	123	247	69	447	142	361					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1700	90	39	45	40	31	21	53	27	85	91	57	87	3	5	6	85	82	16	43	19	14	25	18	54	75	37	18	81	42	25	3	37	85	95	20	25	11	91	19	0					
6	Число погашенных избирательных бюллетеней	9854	1094	326	404	847	493	347	563	372	1231	539	990	126	18	22	22	168	96	21	163	28	34	88	170	76	85	68	24	82	156	123	30	41	200	272	87	128	10	262	39	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1700	90	39	45	40	31	21	53	27	85	91	57	87	3	5	6	85	82	16	43	19	14	25	18	54	75	37	18	81	42	25	3	37	85	95	20	25	11	91	19	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13716	716	435	451	923	476	282	434	301	1034	470	1003	407	59	83	32	247	222	63	344	203	112	187	282	520	440	295	158	337	402	202	87	122	465	533	123	247	69	447	142	361					
9	Число недействительных избирательных бюллетеней	148	5	6	5	15	3	4	5	4	5	5	10	1	0	2	0	1	2	0	3	1	0	4	2	8	3	3	1	3	4	4	1	1	13	9	2	3	1	3	2	4					
10	Число действительных избирательных бюллетеней	15268	801	468	491	948	504	299	482	324	1114	556	1050	493	62	86	38	331	302	79	384	221	126	208	298	566	512	329	175	415	440	223	89	158	537	619	141	269	79	535	159	357					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	392	18	10	15	15	15	10	15	10	15	15	15	10	5	5	5	22	15	5	15	5	5	5	5	20	10	5	5	10	15	5	5	5	10	17	5	5	5	10	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	303	17	7	15	15	5	5	8	2	14	9	14	10	4	0	5	22	15	1	10	0	0	4	2	20	10	1	5	10	15	5	5	5	8	17	5	5	0	8	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	190	12	17	1	12	6	2	5	1	5	7	8	5	8	3	4	5	5	0	8	0	5	0	0	2	2	3	1	1	2	4	1	1	0	4	2	1	0	1	1	45					
