Выборы Президента Российской Федерации																																																														
Дата голосования: 04.03.2012																																																														
																																																														
Наименование Избирательной комиссии:    Махачкала, Кировская																																																														
																																																														
Сводная таблица итогов голосования																																																														
																																																														
	Число участковых избирательных комиссий	51																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	51																																																												
																																																														
		Сумма	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041									
1	Число избирателей, включенных в список избирателей	86235	1637	2360	1923	1732	1663	1900	1971	1385	1705	1975	2042	1679	2932	1856	1865	2105	1290	1740	1760	1890	1895	1887	1952	1230	1236	1691	1845	1779	2285	1800	1692	1400	1462	1723	873	1980	1904	1603	1888	1718	1715	983	2107	1957	1615	1730	1720	1175	104	1865	11									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	82559	1582	2187	1902	1659	1609	1754	1966	1319	1647	1828	1986	1644	2768	1762	1777	2007	1244	1633	1620	1827	1817	1789	1858	1209	1125	1640	1793	1696	2080	1651	1641	1361	1420	1635	841	1915	1854	1593	1833	1668	1666	952	2035	1870	1560	1630	1658	1157	104	1757	30									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	76441	1279	2102	1343	1572	1507	1673	1799	1256	1245	1768	1888	1573	2398	1717	1696	1907	1178	1548	1528	1760	1742	1705	1785	913	1012	1568	1565	1296	2035	1586	1587	1304	1386	1559	781	1837	1766	1339	1700	1618	1607	928	1984	1760	1526	1544	1580	1075	0	1605	11									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3007	253	20	433	21	52	31	50	14	340	0	33	21	300	0	21	40	16	25	32	10	15	22	23	129	53	19	46	230	23	8	2	5	7	26	30	18	33	254	86	0	0	0	0	57	19	32	30	48	0	80	0									
6	Число погашенных избирательных бюллетеней	3007	50	65	126	66	50	50	117	49	62	60	65	50	70	45	60	60	50	60	60	57	60	62	50	167	60	53	182	170	22	57	52	52	27	50	30	60	55	0	47	50	59	24	51	53	15	54	48	34	0	72	19									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2857	253	20	433	21	52	31	50	14	340	0	33	21	300	0	21	40	16	25	32	10	15	22	23	129	53	19	46	230	23	8	2	5	7	26	30	18	33	0	86	0	0	0	0	57	19	32	30	48	104	80	0									
8	Число бюллетеней в стационарных ящиках для голосования	76439	1279	2102	1343	1572	1507	1673	1799	1256	1245	1768	1888	1573	2398	1717	1696	1907	1178	1548	1528	1760	1742	1705	1785	911	1012	1568	1565	1296	2035	1586	1587	1304	1386	1559	781	1837	1766	1339	1700	1618	1607	928	1984	1760	1526	1544	1580	1075	0	1605	11									
9	Число недействительных избирательных бюллетеней	157	0	0	57	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	26	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	19	0	0	0	0	1	0									
10	Число действительных избирательных бюллетеней	79139	1532	2122	1719	1593	1559	1693	1849	1270	1585	1768	1921	1594	2698	1717	1717	1947	1194	1573	1560	1770	1757	1727	1808	1020	1065	1587	1611	1500	2058	1594	1589	1309	1392	1585	811	1855	1799	1317	1786	1618	1607	928	1984	1817	1526	1576	1610	1123	104	1684	11									
11	Число полученных открепительных  удостоверений	102	6	1	1	6	1	1	1	1	11	1	1	1	6	1	5	1	4	7	1	3	1	1	1	5	5	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	50	2	1	0	2	0	1	1	0	0	1	0	0	6	0	5	0	4	4	0	1	1	1	0	3	4	1	0	4	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	39	1	0	0	3	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0	3	1	0	0	0	3	0	1	1	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	11									
14	Число неиспользованных открепительных удостоверений	52	4	0	1	4	1	0	0	1	11	0	1	1	0	1	0	1	0	3	1	2	0	0	1	2	1	0	1	2	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	Жириновский Владимир Вольфович	63	0	0	27	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	1	1	2	0	0	0	0	0									
		0.08%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.05%	0.06%	0.06%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%									
