Выборы Президента Российской Федерации																																							
																																							
"Наименование Избирательной комиссии:    Махачкала, Кировская"																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951					
1	"Число избирателей, внесенных в список"	72584	1871	2238	2382	2397	2108	2069	2512	2493	2946	2900	2491	2815	2598	2666	2713	1846	2717	2613	2317	2688	2845	2407	1804	1770	2465	2121	2987	1459	2047	2329	119	851					
2	Число полученных избирательных бюллетеней	71820	1800	2200	2300	2400	2100	2000	2500	2500	2900	2900	2500	2800	2600	2600	2700	1800	2700	2600	2300	2700	2800	2400	1800	1700	2400	2100	3000	1400	2000	2300	120	900					
3	"Число избирательных бюллетеней, выданных  досрочно"	225	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	67662	1681	1720	2218	2273	1956	1865	1978	2426	2745	2773	2411	2572	2461	2580	2579	1741	2531	2344	2137	2554	2735	2299	1753	1698	2319	2064	2884	1358	1950	2242	0	815					
5	"Число избирательных бюллетеней, выданных вне помещения"	1284	0	365	0	6	4	133	491	0	0	0	0	0	0	0	16	0	22	150	47	0	0	0	0	0	0	0	0	0	50	0	0	0					
6	Число погашенных избирательных бюллетеней	2649	13	115	82	121	140	2	31	74	155	127	89	228	139	20	105	59	147	106	116	146	65	101	47	2	81	36	116	42	0	58	1	85					
7	Число избирательных бюллетеней в переносных ящиках	1509	106	365	0	6	4	133	491	0	0	0	0	0	0	0	16	0	22	150	47	0	0	0	0	0	0	0	0	0	50	0	119	0					
8	Число бюллетеней в стационарных ящиках для голосования	67642	1681	1720	2218	2273	1956	1865	1978	2426	2745	2753	2411	2572	2461	2580	2579	1741	2531	2344	2137	2554	2735	2299	1753	1698	2319	2064	2884	1358	1950	2242	0	815					
9	Число недействительных избирательных бюллетеней	97	3	0	0	3	4	4	0	5	6	6	2	16	4	0	5	4	0	6	0	2	6	4	0	0	0	9	0	0	7	0	1	0					
10	Число действительных избирательных бюллетеней	69054	1784	2085	2218	2276	1956	1994	2469	2421	2739	2747	2409	2556	2457	2580	2590	1737	2553	2488	2184	2552	2729	2295	1753	1698	2319	2055	2884	1358	1993	2242	118	815					
11	Число полученных открепительных  удостоверений	930	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	30					
12	Число выданных открепительных удостоверений	22	0	0	0	0	5	0	0	0	2	0	1	0	0	3	2	0	2	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	908	30	30	30	30	25	30	30	30	28	30	29	30	30	27	28	30	28	30	29	26	30	29	30	30	30	30	30	30	30	29	0	30					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	185	25	2	12	1	0	14	0	6	9	3	5	9	27	16	3	7	0	2	2	4	1	18	3	0	2	1	0	4	4	0	0	5					
		0.27%	1.40%	0.10%	0.54%	0.04%	0.00%	0.70%	0.00%	0.25%	0.33%	0.11%	0.21%	0.35%	1.10%	0.62%	0.12%	0.40%	0.00%	0.08%	0.09%	0.16%	0.04%	0.78%	0.17%	0.00%	0.09%	0.05%	0.00%	0.29%	0.20%	0.00%	0.00%	0.61%					
19	. Малышкин Олег Александрович	52	0	1	2	6	0	2	0	3	6	0	0	3	3	1	2	11	0	0	0	1	2	3	0	0	0	0	0	2	0	0	0	4					
		0.08%	0.00%	0.05%	0.09%	0.26%	0.00%	0.10%	0.00%	0.12%	0.22%	0.00%	0.00%	0.12%	0.12%	0.04%	0.08%	0.63%	0.00%	0.00%	0.00%	0.04%	0.07%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.49%					
20	. Миронов Сергей Михайлович	367	22	2	107	5	0	4	2	5	33	0	0	1	25	22	3	12	0	2	0	102	1	0	3	0	0	7	0	3	2	0	0	4					
		0.53%	1.23%	0.10%	4.82%	0.22%	0.00%	0.20%	0.08%	0.21%	1.20%	0.00%	0.00%	0.04%	1.02%	0.85%	0.12%	0.69%	0.00%	0.08%	0.00%	3.99%	0.04%	0.00%	0.17%	0.00%	0.00%	0.34%	0.00%	0.22%	0.10%	0.00%	0.00%	0.49%					
21	. Путин Владимир Владимирович	66077	1702	1997	2019	2188	1851	1914	2432	2334	2631	2643	2322	2413	2329	2482	2465	1661	2432	2385	2164	2393	2636	2164	1695	1655	2212	1982	2715	1314	1913	2132	118	784					
		95.55%	95.24%	95.78%	91.03%	96.01%	94.44%	95.80%	98.50%	96.21%	95.85%	96.00%	96.31%	93.82%	94.64%	96.20%	94.99%	95.40%	95.26%	95.63%	99.08%	93.70%	96.38%	94.13%	96.69%	97.47%	95.39%	96.03%	94.14%	96.76%	95.65%	95.09%	99.16%	96.20%					
22	. Хакамада Ирина Муцуовна	174	0	4	11	9	0	2	1	7	7	7	3	13	32	5	1	12	0	6	1	9	3	18	0	0	7	7	0	2	0	0	0	7					
		0.25%	0.00%	0.19%	0.50%	0.39%	0.00%	0.10%	0.04%	0.29%	0.26%	0.25%	0.12%	0.51%	1.30%	0.19%	0.04%	0.69%	0.00%	0.24%	0.05%	0.35%	0.11%	0.78%	0.00%	0.00%	0.30%	0.34%	0.00%	0.15%	0.00%	0.00%	0.00%	0.86%					
23	. Харитонов Николай Михайлович	1958	24	79	63	61	105	40	34	64	46	94	77	79	30	51	113	27	110	89	17	38	84	82	2	3	98	56	169	32	70	110	0	11					
		2.83%	1.34%	3.79%	2.84%	2.68%	5.36%	2.00%	1.38%	2.64%	1.68%	3.41%	3.19%	3.07%	1.22%	1.98%	4.35%	1.55%	4.31%	3.57%	0.78%	1.49%	3.07%	3.57%	0.11%	0.18%	4.23%	2.71%	5.86%	2.36%	3.50%	4.91%	0.00%	1.35%					
																																							
24	Против всех	241	11	0	4	6	0	18	0	2	7	0	2	38	11	3	3	7	11	4	0	5	2	10	50	40	0	2	0	1	4	0	0	0					
