Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
"Наименование Избирательной комиссии:    Самара, Ленинская"																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886					
1	"Число избирателей, внесенных в списки"	55780	2444	2095	2157	2313	1732	2465	2804	1993	1845	2564	2550	2269	1989	2371	2105	2564	2481	2322	2287	2433	2592	2469	2489	2447					
2	"Число бюллетеней, полученных участковыми комиссиями"	49576	2250	1859	1885	2027	1475	2187	2484	1795	1656	2228	2194	2049	1852	2067	1885	2252	2239	2039	2045	2169	2367	2151	2225	2196					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26604	1112	972	1157	949	690	993	1224	1011	1009	1390	1083	879	909	1043	1071	1258	1244	1174	1219	1273	1242	1296	1272	1134					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1102	53	53	73	57	0	41	31	47	60	86	43	33	28	45	41	55	61	43	21	40	58	28	47	58					
6	Число погашенных бюллетеней	21870	1085	834	655	1021	785	1153	1229	737	587	752	1068	1137	915	979	773	939	934	822	805	856	1067	827	906	1004					
7	Число бюллетеней в переносных ящиках для голосования	1121	53	53	73	57	19	41	31	47	60	86	43	33	28	45	41	55	61	43	21	40	58	28	47	58					
8	Число бюллетеней в стационарных ящиках для голосования	26549	1111	970	1157	949	671	992	1224	1011	1004	1390	1080	879	909	1043	1071	1258	1223	1174	1219	1271	1241	1296	1272	1134					
9	Число недействительных бюллетеней	227	4	10	11	3	10	16	10	7	8	5	10	7	6	8	12	15	11	8	31	0	6	8	15	6					
10	Число действительных бюллетеней	27443	1160	1013	1219	1003	680	1017	1245	1051	1056	1471	1113	905	931	1080	1100	1298	1273	1209	1209	1311	1293	1316	1304	1186					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	550	24	17	39	23	23	13	20	22	22	23	23	23	23	23	23	25	23	23	23	23	23	29	23	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	391	16	13	39	17	9	11	14	10	20	21	10	11	10	14	13	24	12	15	17	18	20	22	20	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	260	11	17	8	7	7	10	12	3	6	14	9	13	12	13	6	13	13	12	16	18	12	13	9	6					
14	Число погашенных открепительных удостоверений	159	8	4	0	6	14	2	6	12	2	2	13	12	13	9	10	1	11	8	6	5	3	7	3	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	221	6	10	7	9	10	7	12	8	6	4	7	4	15	12	10	5	9	10	10	9	13	9	11	18					
		0.79%	0.51%	0.97%	0.56%	0.89%	1.44%	0.67%	0.95%	0.75%	0.56%	0.27%	0.62%	0.43%	1.60%	1.10%	0.89%	0.38%	0.70%	0.82%	0.80%	0.68%	1.00%	0.67%	0.83%	1.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2084	98	71	100	78	75	60	69	91	106	133	148	56	68	66	88	107	91	53	91	89	97	96	79	74					
		7.53%	8.41%	6.94%	8.13%	7.75%	10.86%	5.80%	5.49%	8.60%	9.96%	9.01%	13.17%	6.14%	7.25%	6.06%	7.91%	8.14%	7.08%	4.35%	7.33%	6.78%	7.46%	7.25%	5.98%	6.20%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1000	30	31	24	51	23	42	31	34	29	58	40	27	41	54	43	65	59	47	45	41	54	42	43	46					
		3.61%	2.57%	3.03%	1.95%	5.06%	3.33%	4.06%	2.47%	3.21%	2.72%	3.92%	3.56%	2.96%	4.37%	4.96%	3.86%	4.95%	4.59%	3.86%	3.62%	3.12%	4.15%	3.17%	3.26%	3.85%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2406	100	93	108	113	55	106	102	95	92	145	128	79	79	76	98	91	125	123	94	104	94	109	121	76					
		8.69%	8.59%	9.09%	8.78%	11.23%	7.97%	10.26%	8.12%	8.97%	8.64%	9.82%	11.39%	8.66%	8.43%	6.98%	8.81%	6.93%	9.73%	10.10%	7.58%	7.93%	7.23%	8.23%	9.17%	6.37%					
22	"5. ""За Русь Святую"""	119	4	6	11	4	2	1	8	0	4	3	3	8	2	10	6	5	5	6	1	4	6	9	7	4					
		0.43%	0.34%	0.58%	0.89%	0.39%	0.28%	0.09%	0.63%	0.0%	0.37%	0.20%	0.26%	0.87%	0.21%	0.91%	0.53%	0.38%	0.38%	0.49%	0.08%	0.30%	0.46%	0.67%	0.53%	0.33%					
23	"6. ""Объединенная Российская партия ""Русь"""	67	2	0	4	1	2	0	1	1	2	4	6	1	4	4	4	3	4	1	2	7	2	3	4	5					
		0.24%	0.17%	0.0%	0.32%	0.09%	0.28%	0.0%	0.07%	0.09%	0.18%	0.27%	0.53%	0.10%	0.42%	0.36%	0.35%	0.22%	0.31%	0.08%	0.16%	0.53%	0.15%	0.22%	0.30%	0.41%					
24	"7. ""Новый курс - Автомобильная Россия"""	209	7	5	18	2	9	10	6	10	2	10	9	8	6	5	8	14	10	6	8	12	12	11	7	14					
		0.75%	0.60%	0.48%	1.46%	0.19%	1.30%	0.96%	0.47%	0.94%	0.18%	0.67%	0.80%	0.87%	0.64%	0.45%	0.71%	1.06%	0.77%	0.49%	0.64%	0.91%	0.92%	0.83%	0.53%	1.17%					
25	"8. ""Народно-республиканская партия России"""	19	1	2	2	0	2	3	0	1	0	0	1	0	1	0	0	1	2	1	1	0	0	0	0	1					
		0.06%	0.08%	0.19%	0.16%	0.0%	0.28%	0.29%	0.0%	0.09%	0.0%	0.0%	0.08%	0.0%	0.10%	0.0%	0.0%	0.07%	0.15%	0.08%	0.08%	0.0%	0.0%	0.0%	0.0%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	209	13	8	12	10	9	13	9	8	4	9	11	5	4	9	10	4	11	9	3	10	11	8	9	10					
		0.75%	1.11%	0.78%	0.97%	0.99%	1.30%	1.25%	0.71%	0.75%	0.37%	0.60%	0.97%	0.54%	0.42%	0.82%	0.89%	0.30%	0.85%	0.73%	0.24%	0.76%	0.84%	0.60%	0.68%	0.83%					
27	"10. ""Аграрная партия России"""	370	14	12	21	14	3	9	13	21	20	15	11	8	9	20	26	13	26	16	11	14	18	21	16	19					
