Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Пуровская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163					
1	"Число избирателей, внесенных в списки"	31355	386	2810	904	408	1068	504	3084	3140	405	306	2221	2431	3098	2816	2316	1680	1380	2398					
2	"Число бюллетеней, полученных участковыми комиссиями"	29247	422	2833	888	369	1008	466	2792	2984	403	227	2057	2315	2474	2712	2314	1638	1202	2143					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	1150	0	43	242	0	0	0	0	0	149	192	0	0	524	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17785	329	1871	538	294	721	373	1489	1542	215	32	1268	1394	1432	1724	1368	1072	794	1329					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	851	0	155	41	3	1	0	259	199	0	0	89	7	4	11	6	17	53	6					
6	Число погашенных бюллетеней	9461	93	764	67	72	286	93	1044	1243	39	3	700	914	514	977	940	549	355	808					
7	Число бюллетеней в переносных ящиках для голосования	2001	0	198	283	3	1	0	259	199	149	192	89	7	528	11	6	17	53	6					
8	Число бюллетеней в стационарных ящиках для голосования	17782	329	1871	538	294	721	373	1489	1542	215	32	1268	1394	1432	1721	1368	1072	794	1329					
9	Число недействительных бюллетеней	172	4	12	8	2	8	8	19	4	1	0	18	21	8	11	21	5	5	17					
10	Число действительных бюллетеней	19611	325	2057	813	295	714	365	1729	1737	363	224	1339	1380	1952	1721	1353	1084	842	1318					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	280	4	30	8	14	13	3	25	25	4	2	20	20	20	20	20	28	12	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	187	4	27	8	14	8	1	17	25	0	0	8	5	6	17	14	22	2	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	105	1	7	2	6	4	7	8	0	0	0	6	4	2	32	5	2	3	16					
14	Число погашенных открепительных удостоверений	93	0	3	0	0	5	2	8	0	4	2	12	15	14	3	6	6	10	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	359	7	40	16	7	16	7	36	28	4	2	21	17	34	33	25	14	14	38					
		1.81%	2.12%	1.93%	1.94%	2.35%	2.21%	1.87%	2.05%	1.60%	1.09%	0.89%	1.54%	1.21%	1.73%	1.90%	1.81%	1.28%	1.65%	2.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	626	21	53	15	5	21	8	35	52	9	1	39	48	65	66	62	31	44	51					
		3.16%	6.38%	2.56%	1.82%	1.68%	2.90%	2.14%	2.00%	2.98%	2.47%	0.44%	2.87%	3.42%	3.31%	3.81%	4.51%	2.84%	5.19%	3.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	438	4	46	9	6	11	14	34	37	8	1	36	37	41	43	29	34	16	32					
		2.21%	1.21%	2.22%	1.09%	2.02%	1.52%	3.75%	1.94%	2.12%	2.19%	0.44%	2.65%	2.64%	2.09%	2.48%	2.11%	3.12%	1.88%	2.39%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	732	30	65	4	3	13	27	31	50	7	4	54	58	85	96	63	31	49	62					
		3.70%	9.11%	3.14%	0.48%	1.01%	1.80%	7.23%	1.77%	2.87%	1.92%	1.78%	3.97%	4.13%	4.33%	5.54%	4.58%	2.84%	5.78%	4.64%					
22	"5. ""За Русь Святую"""	121	1	20	3	4	6	3	16	11	2	0	8	6	13	8	9	2	6	3					
		0.61%	0.30%	0.96%	0.36%	1.34%	0.83%	0.80%	0.91%	0.63%	0.54%	0.0%	0.58%	0.42%	0.66%	0.46%	0.65%	0.18%	0.70%	0.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	1	6	0	0	0	1	5	3	0	1	2	3	3	3	5	3	0	5					
		0.20%	0.30%	0.28%	0.0%	0.0%	0.0%	0.26%	0.28%	0.17%	0.0%	0.44%	0.14%	0.21%	0.15%	0.17%	0.36%	0.27%	0.0%	0.37%					
24	"7. ""Новый курс - Автомобильная Россия"""	211	2	11	7	0	1	2	13	16	0	0	22	24	24	15	18	15	20	21					
		1.06%	0.60%	0.53%	0.85%	0.0%	0.13%	0.53%	0.74%	0.91%	0.0%	0.0%	1.62%	1.71%	1.22%	0.86%	1.31%	1.37%	2.36%	1.57%					
25	"8. ""Народно-республиканская партия России"""	28	1	4	2	0	5	1	3	0	0	0	1	1	3	1	1	1	0	4					
		0.14%	0.30%	0.19%	0.24%	0.0%	0.69%	0.26%	0.17%	0.0%	0.0%	0.0%	0.07%	0.07%	0.15%	0.05%	0.07%	0.09%	0.0%	0.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	88	0	9	3	0	2	1	4	10	1	1	8	6	10	8	8	5	5	7					
		0.44%	0.0%	0.43%	0.36%	0.0%	0.27%	0.26%	0.22%	0.57%	0.27%	0.44%	0.58%	0.42%	0.51%	0.46%	0.58%	0.45%	0.59%	0.52%					
27	"10. ""Аграрная партия России"""	280	3	38	11	0	10	5	17	21	2	1	23	23	25	30	23	21	10	17					
		1.41%	0.91%	1.83%	1.33%	0.0%	1.38%	1.34%	0.97%	1.20%	0.54%	0.44%	1.69%	1.64%	1.27%	1.73%	1.67%	1.92%	1.18%	1.27%					
28	"11. ""Истинные патриоты России"""	105	1	4	3	0	10	1	9	15	0	0	5	8	16	8	6	2	2	15					
		0.53%	0.30%	0.19%	0.36%	0.0%	1.38%	0.26%	0.51%	0.86%	0.0%	0.0%	0.36%	0.57%	0.81%	0.46%	0.43%	0.18%	0.23%	1.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	169	3	21	3	2	12	7	25	9	2	0	12	9	13	16	16	7	4	8					
		0.85%	0.91%	1.01%	0.36%	0.67%	1.66%	1.87%	1.43%	0.51%	0.54%	0.0%	0.88%	0.64%	0.66%	0.92%	1.16%	0.64%	0.47%	0.59%					
30	"13. ""Демократическая партия России"""	51	1	14	0	0	3	0	12	1	0	0	1	3	3	2	4	3	1	3					
