Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Узловская 																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365					
1	"Число избирателей, внесенных в списки"	73797	2773	2184	2747	2771	2242	2835	2124	2621	2161	2218	2452	2624	2604	2198	2039	1475	2323	2805	1465	1959	1598	435	1198	1687	2048	1214	2470	2087	1723	1967	2430	678	250	243	155	225	583	233	534	474	275	303	269	344	349	594	982	628	425	539	90	33	58	56					
2	"Число бюллетеней, полученных участковыми комиссиями"	73620	2700	2100	2700	2750	2250	2850	2150	2600	2150	2200	2450	2600	2600	2200	2050	1500	2350	2800	1450	1950	1600	430	1200	1700	2050	1200	2500	2050	1700	2000	2450	670	250	240	150	220	580	230	530	480	280	300	270	350	340	600	1000	630	420	540	100	40	60	60					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31264	1264	839	1194	1232	1070	1329	905	1307	953	845	942	1224	1210	991	854	730	1092	928	552	678	845	133	463	720	719	452	956	868	678	927	1057	220	102	112	85	76	172	101	237	231	107	177	114	132	144	203	411	195	131	121	89	33	58	56					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2341	38	54	112	38	27	44	39	34	47	37	14	27	26	46	32	27	28	55	70	42	28	3	34	30	64	34	22	23	32	40	66	112	64	36	17	34	135	40	49	43	52	19	27	52	43	49	89	99	62	106	0	0	0	0					
6	Число погашенных бюллетеней	40015	1398	1207	1394	1480	1153	1477	1206	1259	1150	1318	1494	1349	1364	1163	1164	743	1230	1817	828	1230	727	294	703	950	1267	714	1522	1159	990	1033	1327	338	84	92	48	110	273	89	244	206	121	104	129	166	153	348	500	336	227	313	11	7	2	4					
7	Число бюллетеней в переносных ящиках для голосования	2341	38	54	112	38	27	44	39	34	47	37	14	27	26	46	32	27	28	55	70	42	28	3	34	30	64	34	22	23	32	40	66	112	64	36	17	34	135	40	49	43	52	19	27	52	43	49	89	99	62	106	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	31248	1263	838	1194	1232	1070	1329	905	1305	949	845	941	1223	1210	991	854	728	1090	928	552	678	845	133	463	720	718	452	956	868	678	926	1057	220	102	112	85	76	172	101	237	231	107	177	114	132	144	203	411	195	131	121	89	33	58	56					
9	Число недействительных бюллетеней	631	26	18	13	12	22	18	14	23	19	19	16	29	23	21	13	19	12	12	10	11	10	2	13	28	22	8	17	20	10	27	31	6	2	4	1	4	5	4	4	7	2	5	6	2	3	10	8	9	3	7	0	0	1	0					
10	Число действительных бюллетеней	32958	1275	874	1293	1258	1075	1355	930	1316	977	863	939	1221	1213	1016	873	736	1106	971	612	709	863	134	484	722	760	478	961	871	700	939	1092	326	164	144	101	106	302	137	282	267	157	191	135	182	184	242	492	285	190	220	89	33	57	56					
