Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Тбилисская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №4801	УИК №4802	УИК №4803	УИК №4804	УИК №4805	УИК №4806	УИК №4807	УИК №4808	УИК №4809	УИК №4810	УИК №4811	УИК №4812	УИК №4813	УИК №4814	УИК №4815	УИК №4816	УИК №4817	УИК №4818	УИК №4819	УИК №4820	УИК №4821	УИК №4822	УИК №4823	УИК №4824	УИК №4825	УИК №4826	УИК №4827	УИК №4828	УИК №4829	УИК №4830	УИК №4831	УИК №4832	УИК №4833	УИК №4834	УИК №4835	УИК №4836	УИК №4837	УИК №4838	УИК №4839	УИК №4840	УИК №4841	УИК №4842	УИК №4843	УИК №4844	УИК №4845					
1	"Число избирателей, внесенных в список избирателей"	37406	2006	1126	1515	1260	1179	1047	1743	1240	2711	1591	1324	2116	323	1383	105	143	263	1114	208	147	74	246	935	913	1319	424	1432	133	445	774	102	1542	727	633	164	237	163	1592	349	375	936	406	398	287	256					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35692	1929	1074	1454	1231	1074	1002	1625	1194	2613	1514	1254	2005	304	1328	99	128	245	1043	200	138	69	237	893	877	1268	409	1377	124	425	737	99	1476	684	625	156	234	152	1527	333	357	900	383	386	271	239					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28288	1468	901	967	1100	958	580	1202	970	2387	1288	813	1661	193	1219	91	84	184	730	187	95	57	150	622	797	1065	387	1301	110	310	461	86	1331	556	401	121	179	108	1104	218	313	598	304	304	175	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2269	75	82	162	74	55	23	104	97	128	67	67	51	18	66	0	16	7	23	4	20	2	18	61	45	92	17	66	9	48	78	2	126	85	36	9	18	15	112	34	40	101	34	46	17	19					
6	Число погашенных избирательных бюллетеней	5135	386	91	325	57	61	399	319	127	98	159	374	293	93	43	8	28	54	290	9	23	10	69	210	35	111	5	10	5	67	198	11	19	43	188	26	37	29	311	81	4	201	45	36	79	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2269	75	82	162	74	55	23	104	97	128	67	67	51	18	66	0	16	7	23	4	20	2	18	61	45	92	17	66	9	48	78	2	126	85	36	9	18	15	112	34	40	101	34	46	17	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28213	1468	901	967	1100	958	580	1202	970	2387	1288	813	1661	193	1219	91	84	184	730	187	95	57	150	622	797	1064	387	1235	110	310	461	86	1323	556	401	121	179	108	1104	218	313	598	304	304	175	152					
9	Число недействительных избирательных бюллетеней	291	9	2	13	9	10	11	19	14	20	8	5	17	3	11	0	1	2	6	0	1	0	0	7	6	13	5	15	2	6	9	0	16	7	4	0	0	2	13	0	0	4	0	18	1	2					
10	Число действительных избирательных бюллетеней	30191	1534	981	1116	1165	1003	592	1287	1053	2495	1347	875	1695	208	1274	91	99	189	747	191	114	59	168	676	836	1143	399	1286	117	352	530	88	1433	634	433	130	197	121	1203	252	353	695	338	332	191	169					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	332	11	8	8	9	12	13	26	14	29	13	6	20	1	15	2	2	1	16	5	1	1	2	3	3	12	2	8	1	6	3	1	13	5	11	4	11	3	8	1	2	8	2	3	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	294	11	7	8	9	10	13	26	14	27	13	6	19	0	11	1	2	1	16	5	1	0	1	1	3	12	1	8	0	5	3	1	12	3	8	2	10	1	8	1	1	5	2	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	309	15	10	11	6	27	12	26	13	14	16	12	18	5	6	3	3	3	7	3	4	2	1	2	2	9	1	6	3	3	8	5	5	1	4	2	4	4	7	4	3	4	4	0	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	38	0	1	0	0	2	0	0	0	2	0	0	1	1	4	1	0	0	0	0	0	1	1	2	0	0	1	0	1	1	0	0	1	2	3	2	1	2	0	0	1	3	0	2	0	2					
