Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
"Наименование Избирательной комиссии:    Махачкала, Кировская"																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016					
1	"Число избирателей, внесенных в списки избирателей"	70064	1419	2190	2067	2198	1898	1563	2222	2046	2813	2781	2788	2357	1911	2285	2482	2375	1619	2066	2782	1957	2490	2912	2160	2342	1848	2672	1839	1691	1906	1198	1511	1531	1172	79	894					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	68474	1400	2000	2000	2100	1800	1500	2200	2000	2800	2700	2700	2300	1900	2200	2400	2300	1600	2000	2700	1900	2400	2900	2100	2280	1850	2670	1840	1690	1900	1200	1500	1500	1170	79	895					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	63059	1252	1395	1844	1996	1679	1409	2153	1904	2498	2217	2470	2071	1672	1989	2346	1994	1422	1791	2366	1716	2171	2557	1855	2276	1804	2632	1797	1664	1886	1180	1459	1499	1144	79	872					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1009	0	462	0	4	12	15	0	0	0	315	0	17	0	34	1	9	5	23	63	15	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0					
6	Число погашенных избирательных бюллетеней	4406	148	143	156	100	109	76	47	96	302	168	230	212	228	177	53	297	173	186	271	169	229	343	245	4	46	38	43	26	14	16	11	1	26	0	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1009	0	462	0	4	12	15	0	0	0	315	0	17	0	34	1	9	5	23	63	15	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	63059	1252	1395	1844	1996	1679	1409	2153	1904	2498	2217	2470	2071	1672	1989	2346	1994	1422	1791	2366	1716	2171	2557	1855	2276	1804	2632	1797	1664	1886	1180	1459	1499	1144	79	872					
9	Число недействительных избирательных бюллетеней	74	0	0	0	23	2	0	38	0	0	0	3	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	63994	1252	1857	1844	1977	1689	1424	2115	1904	2498	2532	2467	2088	1672	2019	2347	2003	1427	1813	2429	1730	2171	2557	1855	2276	1804	2632	1797	1664	1886	1182	1489	1499	1144	79	872					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1430	30	40	40	50	40	30	50	40	50	50	50	50	50	50	50	50	40	40	50	40	50	50	40	50	40	50	40	40	40	30	20	30	30	0	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	59	1	2	2	0	2	1	0	1	3	3	0	1	0	3	5	1	0	3	2	0	2	8	0	3	1	5	0	5	2	1	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	83	4	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	1371	29	38	38	50	38	29	50	39	47	47	50	49	50	47	45	49	40	37	48	40	48	42	40	47	39	45	40	35	38	29	18	30	30	0	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5743	140	177	253	154	161	108	99	224	187	228	261	320	186	192	140	136	104	213	168	153	146	183	218	195	153	195	144	128	145	105	188	152	119	0	68					
		8.96%	11.18%	9.53%	13.72%	7.70%	9.52%	7.58%	4.60%	11.76%	7.49%	9.00%	10.57%	15.33%	11.12%	9.49%	5.97%	6.79%	7.29%	11.74%	6.92%	8.84%	6.73%	7.16%	11.75%	8.57%	8.48%	7.41%	8.01%	7.69%	7.69%	8.87%	12.63%	10.14%	10.40%	0.00%	7.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	54	0	0	0	0	0	0	7	6	1	0	0	1	5	0	0	0	0	1	2	4	10	3	0	0	3	1	5	1	1	0	1	0	2	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.32%	0.04%	0.00%	0.00%	0.05%	0.30%	0.00%	0.00%	0.00%	0.00%	0.06%	0.08%	0.23%	0.46%	0.12%	0.00%	0.00%	0.17%	0.04%	0.28%	0.06%	0.05%	0.00%	0.07%	0.00%	0.17%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	89	0	0	15	0	0	0	0	65	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0					
		0.14%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	3.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.06%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
