Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Бежаницкая																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
1	"Число избирателей, внесенных в списки"	13524	2741	626	1230	166	335	441	208	1064	304	371	342	599	615	427	586	292	79	131	131	154	246	123	354	126	591	920	322					
2	"Число бюллетеней, полученных участковыми комиссиями"	12605	2463	565	1084	159	351	446	213	955	304	368	334	520	549	428	526	289	74	133	139	161	239	123	341	128	553	836	324					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6091	1533	277	569	79	103	209	85	459	136	157	88	263	363	202	120	117	38	54	38	33	99	68	155	50	265	408	123					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2139	62	17	52	54	156	88	48	56	69	110	124	173	43	84	180	91	21	34	57	81	74	27	107	46	78	112	95					
6	Число погашенных бюллетеней	4375	868	271	463	26	92	149	80	440	99	101	122	84	143	142	226	81	15	45	44	47	66	28	79	32	210	316	106					
7	Число бюллетеней в переносных ящиках для голосования	2139	62	17	52	54	156	88	48	56	69	110	124	173	43	84	180	91	21	34	57	81	74	27	107	46	78	112	95					
8	Число бюллетеней в стационарных ящиках для голосования	6091	1533	277	569	79	103	209	85	459	136	157	88	263	363	202	120	117	38	54	38	33	99	68	155	50	265	408	123					
9	Число недействительных бюллетеней	135	20	10	14	0	2	9	0	7	5	2	5	10	13	2	2	3	1	1	0	0	4	1	5	0	4	14	1					
10	Число действительных бюллетеней	8095	1575	284	607	133	257	288	133	508	200	265	207	426	393	284	298	205	58	87	95	114	169	94	257	96	339	506	217					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	217	56	10	10	5	5	5	5	6	6	6	6	6	6	6	5	5	5	5	5	5	6	6	6	5	6	15	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	22	0	5	0	2	0	1	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	10	1	6	3	0	1	0	1	0	2	1	5	2	0	0	1	0	1	0	1	3	1	3	2	1	4	2					
