Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Кущевская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852					
1	"Число избирателей, внесенных в список"	53620	2185	2723	2591	2872	2622	2729	1166	264	393	1980	1216	1043	1233	2850	200	778	2696	1604	279	991	297	701	1079	1993	711	107	102	841	153	257	141	156	235	681	510	272	205	250	374	865	2062	2958	188	348	255	178	146	410	237	2427	1399	667					
2	Число полученных избирательных бюллетеней	52846	2170	2605	2536	2652	2614	2706	1152	259	394	1959	1200	1043	1227	2826	194	780	2688	1594	276	994	289	693	1083	1982	717	110	102	832	151	264	140	160	238	680	508	273	206	249	365	862	2015	2857	174	333	245	180	147	404	237	2440	1388	653					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31758	1142	1334	1376	1470	1365	1491	615	159	282	1244	593	636	713	1841	170	612	1507	998	178	616	245	454	561	1193	494	96	95	523	125	175	96	93	135	437	327	138	150	127	195	429	1199	1692	162	260	222	166	121	301	178	1686	890	451					
5	"Число избирательных бюллетеней, выданных вне помещения"	3069	61	135	82	81	105	79	38	10	24	41	147	145	42	59	10	50	214	22	25	86	10	111	168	211	38	0	4	39	0	14	31	17	22	34	48	69	27	50	71	208	71	131	0	20	0	0	0	32	4	77	69	37					
6	Число погашенных избирательных бюллетеней	18019	967	1136	1078	1101	1144	1136	499	90	88	674	460	262	472	926	14	118	967	574	73	292	34	128	354	578	185	14	3	270	26	75	13	50	81	209	133	66	29	72	99	225	745	1034	12	53	23	14	26	71	55	677	429	165					
7	Число избирательных бюллетеней в переносных ящиках	3069	61	135	82	81	105	79	38	10	24	41	147	145	42	59	10	50	214	22	25	86	10	111	168	211	38	0	4	39	0	14	31	17	22	34	48	69	27	50	71	208	71	131	0	20	0	0	0	32	4	77	69	37					
8	Число бюллетеней в стационарных ящиках для голосования	31758	1142	1334	1376	1470	1365	1491	615	159	282	1244	593	636	713	1841	170	612	1507	998	178	616	245	454	561	1193	494	96	95	523	125	175	96	93	135	437	327	138	150	127	195	429	1199	1692	162	260	222	166	121	301	178	1686	890	451					
9	Число недействительных избирательных бюллетеней	254	11	12	7	16	8	0	7	0	0	2	12	12	8	15	0	3	16	8	2	6	2	2	3	20	2	0	1	5	0	1	2	6	3	7	0	0	0	1	5	0	0	9	0	5	3	1	0	7	1	9	12	2					
10	Число действительных избирательных бюллетеней	34573	1192	1457	1451	1535	1462	1570	646	169	306	1283	728	769	747	1885	180	659	1705	1012	201	696	253	563	726	1384	530	96	98	557	125	188	125	104	154	464	375	207	177	176	261	637	1270	1814	162	275	219	165	121	326	181	1754	947	486					
11	Число полученных открепительных  удостоверений	530	15	15	15	20	20	20	10	5	5	45	10	10	10	20	5	5	20	15	5	20	5	5	15	15	10	5	5	10	5	5	5	5	5	5	5	5	5	5	5	10	15	20	5	5	5	5	5	5	5	20	10	5					
12	Число выданных открепительных удостоверений	268	11	10	4	6	6	10	6	0	5	31	10	5	7	7	0	4	20	5	1	9	1	2	11	7	7	0	0	7	0	0	2	3	2	0	3	0	2	1	2	6	15	13	0	0	0	2	1	4	1	13	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	274	9	82	13	12	14	6	5	3	3	10	4	2	3	6	7	0	17	7	3	4	4	0	3	9	1	0	1	3	0	2	2	0	0	1	3	0	1	1	0	1	4	11	1	2	4	1	1	3	1	3	1	0					
14	Число неиспользованных открепительных удостоверений	262	4	5	11	14	14	10	4	5	0	14	0	5	3	13	5	1	0	10	4	11	4	3	4	8	3	5	5	3	5	5	3	2	3	5	2	5	3	4	3	4	0	7	5	5	5	3	4	1	4	7	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	1037	38	40	59	66	46	61	27	3	8	43	23	22	13	44	2	18	82	51	8	8	4	3	11	29	19	1	1	15	9	4	0	3	11	14	14	5	2	7	4	17	62	50	7	8	3	2	2	3	4	38	17	6					
		2.98%	3.16%	2.72%	4.05%	4.26%	3.13%	3.89%	4.13%	1.78%	2.61%	3.35%	3.11%	2.82%	1.72%	2.32%	1.11%	2.72%	4.76%	5.00%	3.94%	1.14%	1.57%	0.53%	1.51%	2.07%	3.57%	1.04%	1.01%	2.67%	7.20%	2.12%	0.00%	2.73%	7.01%	2.97%	3.73%	2.42%	1.13%	3.95%	1.50%	2.67%	4.88%	2.74%	4.32%	2.86%	1.35%	1.20%	1.65%	0.90%	2.20%	2.16%	1.77%	1.23%					
19	. Малышкин Олег Александрович	835	19	30	37	37	35	27	19	0	6	29	25	13	24	32	1	15	46	11	2	11	4	12	48	44	15	0	0	11	2	8	2	2	3	13	4	12	1	9	6	15	26	48	5	2	9	8	0	4	11	42	32	18					
		2.40%	1.58%	2.04%	2.54%	2.39%	2.38%	1.72%	2.91%	0.00%	1.96%	2.26%	3.38%	1.66%	3.18%	1.68%	0.56%	2.27%	2.67%	1.08%	0.99%	1.57%	1.57%	2.12%	6.58%	3.13%	2.82%	0.00%	0.00%	1.96%	1.60%	4.23%	1.57%	1.82%	1.91%	2.76%	1.07%	5.80%	0.56%	5.08%	2.26%	2.35%	2.05%	2.63%	3.09%	0.71%	4.05%	4.82%	0.00%	1.20%	6.04%	2.38%	3.34%	3.69%					
20	. Миронов Сергей Михайлович	231	7	14	11	10	8	6	4	0	1	7	1	4	4	10	1	2	14	5	0	4	3	2	4	10	6	0	1	4	1	3	4	1	0	5	0	4	3	4	3	1	7	13	0	12	2	3	1	2	4	7	3	5					
