Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Муравленковская городская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35					
1	"Число избирателей, внесенных в списки избирателей"	24562	2089	2242	2361	2291	2470	2683	2565	2241	2740	2880					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22100	2100	2000	2100	2100	2150	2350	2250	2150	2400	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19321	1970	1709	1816	1718	1987	2032	1931	1855	2069	2234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	240	20	17	21	19	25	26	29	28	26	29					
6	Число погашенных избирательных бюллетеней	2539	110	274	263	363	138	292	290	267	305	237					
7	Число избирательных бюллетеней в переносных ящиках для голосования	240	20	17	21	19	25	26	29	28	26	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19315	1970	1709	1815	1717	1986	2031	1930	1854	2069	2234					
9	Число недействительных избирательных бюллетеней	279	39	29	17	29	26	30	34	20	26	29					
10	Число действительных избирательных бюллетеней	19276	1951	1697	1819	1707	1985	2027	1925	1862	2069	2234					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	286	19	23	33	33	26	24	24	23	33	48					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	286	19	23	33	33	26	24	24	23	33	48					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	137	62	8	4	8	6	12	10	2	8	17					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	3	4	7	6	4	4	7	5	12	7					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	285	29	24	13	29	25	32	28	32	41	32					
		1.46%	1.46%	1.39%	0.71%	1.67%	1.24%	1.56%	1.43%	1.70%	1.96%	1.41%					
19	2.Всероссийская политическая партия «Гражданская Сила»	163	19	6	11	18	10	32	16	18	18	15					
		0.83%	0.95%	0.35%	0.60%	1.04%	0.50%	1.56%	0.82%	0.96%	0.86%	0.66%					
20	3.Политическая партия «Демократическая партия России»	18	3	1	1	3	1	1	0	2	2	4					
		0.09%	0.15%	0.06%	0.05%	0.17%	0.05%	0.05%	0.00%	0.11%	0.10%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1742	223	125	152	149	174	170	192	137	218	202					
		8.91%	11.21%	7.24%	8.28%	8.58%	8.65%	8.26%	9.80%	7.28%	10.41%	8.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	81	8	6	1	10	9	11	5	8	9	14					
		0.41%	0.40%	0.35%	0.05%	0.58%	0.45%	0.53%	0.26%	0.43%	0.43%	0.62%					
23	6.Политическая партия «Партия социальной справедливости»	38	1	3	5	1	6	3	8	3	5	3					
		0.19%	0.05%	0.17%	0.27%	0.06%	0.30%	0.15%	0.41%	0.16%	0.24%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	2101	221	198	228	169	200	208	211	223	204	239					
		10.74%	11.11%	11.47%	12.42%	9.74%	9.95%	10.11%	10.77%	11.85%	9.74%	10.56%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1244	121	89	117	103	119	153	116	130	153	143					
		6.36%	6.08%	5.16%	6.37%	5.93%	5.92%	7.44%	5.92%	6.91%	7.30%	6.32%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	102	16	5	8	7	12	6	10	5	14	19					
		0.52%	0.80%	0.29%	0.44%	0.40%	0.60%	0.29%	0.51%	0.27%	0.67%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13241	1291	1218	1258	1194	1419	1380	1310	1281	1365	1525					
		67.71%	64.87%	70.57%	68.52%	68.78%	70.56%	67.09%	66.87%	68.07%	65.16%	67.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	261	19	22	25	24	10	31	29	23	40	38					
		1.33%	0.95%	1.27%	1.36%	1.38%	0.50%	1.51%	1.48%	1.22%	1.91%	1.68%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
