Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Куменская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668					
1	"Число избирателей, внесенных в списки избирателей"	15829	417	373	294	355	234	1344	322	522	332	1480	227	478	335	335	1013	525	1439	1273	1498	239	1095	1186	513					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15511	440	375	280	377	245	1345	315	535	335	1400	235	485	340	330	1000	515	1430	1232	1478	255	962	1092	510					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11343	299	286	224	298	170	1011	247	405	257	1010	145	364	246	237	688	386	1014	824	1111	174	705	927	315					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1377	65	35	42	28	42	57	38	31	23	149	20	53	30	33	79	33	74	138	69	24	183	33	98					
6	Число погашенных избирательных бюллетеней	2791	76	54	14	51	33	277	30	99	55	241	70	68	64	60	233	96	342	270	298	57	74	132	97					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1377	65	35	42	28	42	57	38	31	23	149	20	53	30	33	79	33	74	138	69	24	183	33	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11340	299	286	224	298	170	1011	247	404	257	1010	145	364	246	237	688	386	1014	822	1111	174	705	927	315					
9	Число недействительных избирательных бюллетеней	164	1	8	3	5	1	4	1	9	0	11	1	4	2	5	7	5	14	22	19	2	29	10	1					
10	Число действительных избирательных бюллетеней	12553	363	313	263	321	211	1064	284	426	280	1148	164	413	274	265	760	414	1074	938	1161	196	859	950	412					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	379	33	15	15	23	5	28	9	21	6	29	5	10	15	11	18	9	14	17	40	15	16	13	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	378	33	15	15	23	5	28	9	21	6	29	5	10	15	11	18	8	14	17	40	15	16	13	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	384	7	2	12	5	3	12	9	8	0	10	0	0	4	4	6	1	7	11	11	0	75	189	8					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	5	2	1	1	0	0	0	0	0	0	0	0	1	2	2	0	5	7	2	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	1047	54	34	7	39	38	49	15	40	19	170	37	30	11	25	80	34	67	66	78	16	54	58	26					
		8.23%	14.84%	10.59%	2.63%	11.96%	17.92%	4.59%	5.26%	9.20%	6.79%	14.67%	22.42%	7.19%	3.99%	9.26%	10.43%	8.11%	6.16%	6.88%	6.61%	8.08%	6.08%	6.04%	6.30%					
19	2.Всероссийская политическая партия «Гражданская Сила»	78	0	4	0	1	0	3	0	1	0	4	0	1	0	0	4	0	14	8	16	0	7	13	2					
		0.61%	0.00%	1.25%	0.00%	0.31%	0.00%	0.28%	0.00%	0.23%	0.00%	0.35%	0.00%	0.24%	0.00%	0.00%	0.52%	0.00%	1.29%	0.83%	1.36%	0.00%	0.79%	1.35%	0.48%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	0	0	0	1	1	0	0	5	0	0	1	0	0	0	2	2	4	0	1	1	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.35%	0.00%	0.00%	0.43%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.18%	0.21%	0.34%	0.00%	0.11%	0.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1452	36	10	14	44	30	58	15	44	21	89	18	44	29	17	104	61	156	144	223	18	103	145	29					
		11.42%	9.89%	3.12%	5.26%	13.50%	14.15%	5.43%	5.26%	10.11%	7.50%	7.68%	10.91%	10.55%	10.51%	6.30%	13.56%	14.56%	14.34%	15.00%	18.90%	9.09%	11.60%	15.10%	7.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	46	1	0	0	1	0	2	2	2	0	3	2	1	0	0	0	0	5	8	4	0	4	10	1					
		0.36%	0.27%	0.00%	0.00%	0.31%	0.00%	0.19%	0.70%	0.46%	0.00%	0.26%	1.21%	0.24%	0.00%	0.00%	0.00%	0.00%	0.46%	0.83%	0.34%	0.00%	0.45%	1.04%	0.24%					
23	6.Политическая партия «Партия социальной справедливости»	33	0	0	0	1	1	0	1	1	0	4	0	2	1	0	1	0	6	4	5	0	4	2	0					
