Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Весьегонская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135					
1	"Число избирателей, внесенных в список избирателей"	11469	1820	2536	2423	118	393	197	578	242	223	186	680	253	216	200	153	304	124	197	432	194					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11120	1850	2550	2450	100	350	150	550	200	200	180	650	250	200	170	150	300	100	150	400	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4368	722	1187	999	42	83	52	155	61	60	72	228	119	53	71	44	78	53	79	170	40					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1717	74	128	98	54	160	53	166	77	76	30	131	54	90	58	50	167	32	63	80	76					
6	Число погашенных избирательных бюллетеней	5035	1054	1235	1353	4	107	45	229	62	64	78	291	77	57	41	56	55	15	8	150	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1717	74	128	98	54	160	53	166	77	76	30	131	54	90	58	50	167	32	63	80	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4368	722	1187	999	42	83	52	155	61	60	72	228	119	53	71	44	78	53	79	170	40					
9	Число недействительных избирательных бюллетеней	60	13	21	9	0	1	0	2	3	0	1	4	1	0	0	0	0	1	0	4	0					
10	Число действительных избирательных бюллетеней	6025	783	1294	1088	96	242	105	319	135	136	101	355	172	143	129	94	245	84	142	246	116					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	23	30	42	4	7	4	7	2	4	4	5	5	4	4	4	22	4	4	7	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	131	19	27	39	0	3	0	2	1	0	2	4	0	0	0	2	22	3	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	83	7	23	16	1	1	2	4	4	1	1	4	3	3	2	1	4	1	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	59	4	3	3	4	4	4	5	1	4	2	1	5	4	4	2	0	1	4	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1140	178	250	267	13	34	21	62	27	16	17	73	26	18	9	8	31	15	14	49	12					
		18.73%	22.36%	19.01%	24.34%	13.54%	13.99%	20.00%	19.31%	19.57%	11.76%	16.67%	20.33%	15.03%	12.59%	6.98%	8.51%	12.65%	17.65%	9.86%	19.60%	10.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	740	76	161	144	6	18	12	47	20	17	17	59	18	9	10	4	25	8	20	57	12					
		12.16%	9.55%	12.24%	13.13%	6.25%	7.41%	11.43%	14.64%	14.49%	12.50%	16.67%	16.43%	10.40%	6.29%	7.75%	4.26%	10.20%	9.41%	14.08%	22.80%	10.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	8	12	20	1	2	1	2	2	5	2	2	1	1	2	1	5	0	1	3	0					
		1.17%	1.01%	0.91%	1.82%	1.04%	0.82%	0.95%	0.62%	1.45%	3.68%	1.96%	0.56%	0.58%	0.70%	1.55%	1.06%	2.04%	0.00%	0.70%	1.20%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1378	177	334	249	30	50	25	57	30	31	19	82	41	23	27	39	41	25	46	42	10					
		22.65%	22.24%	25.40%	22.70%	31.25%	20.58%	23.81%	17.76%	21.74%	22.79%	18.63%	22.84%	23.70%	16.08%	20.93%	41.49%	16.73%	29.41%	32.39%	16.80%	8.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	18	27	23	1	0	0	3	0	1	1	3	0	1	2	0	1	0	0	0	0					
		1.33%	2.26%	2.05%	2.10%	1.04%	0.00%	0.00%	0.93%	0.00%	0.74%	0.98%	0.84%	0.00%	0.70%	1.55%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2597	324	509	382	44	138	46	148	56	63	44	135	85	91	79	41	142	36	60	93	81					
		42.68%	40.70%	38.71%	34.82%	45.83%	56.79%	43.81%	46.11%	40.58%	46.32%	43.14%	37.60%	49.13%	63.64%	61.24%	43.62%	57.96%	42.35%	42.25%	37.20%	69.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	2	1	3	1	0	0	0	0	3	1	1	1	0	0	1	0	0	1	2	1					
		0.30%	0.25%	0.08%	0.27%	1.04%	0.00%	0.00%	0.00%	0.00%	2.21%	0.98%	0.28%	0.58%	0.00%	0.00%	1.06%	0.00%	0.00%	0.70%	0.80%	0.86%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
