Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Весьегонская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152					
1	"Число избирателей, внесенных в списки избирателей"	12542	1894	2652	2645	137	293	238	161	510	113	271	245	221	670	119	290	247	232	181	370	145	229	459	220					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11900	1850	2600	2550	130	270	200	150	500	100	250	240	210	600	100	250	220	210	170	350	130	210	410	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4852	772	1256	1118	55	104	86	23	156	56	70	83	84	247	34	129	49	86	64	61	55	68	150	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1973	84	89	122	46	112	69	69	141	14	112	82	49	125	44	73	118	61	66	178	35	69	120	95					
6	Число погашенных избирательных бюллетеней	5075	994	1255	1310	29	54	45	58	203	30	68	75	77	228	22	48	53	63	40	111	40	73	140	59					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1973	84	89	122	46	112	69	69	141	14	112	82	49	125	44	73	118	61	66	178	35	69	120	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4852	772	1256	1118	55	104	86	23	156	56	70	83	84	247	34	129	49	86	64	61	55	68	150	46					
9	Число недействительных избирательных бюллетеней	30	3	6	3	0	1	0	2	0	0	3	0	0	5	0	2	0	0	0	3	0	0	2	0					
10	Число действительных избирательных бюллетеней	6795	853	1339	1237	101	215	155	90	297	70	179	165	133	367	78	200	167	147	130	236	90	137	268	141					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	265	20	25	25	8	10	8	8	15	8	10	8	8	16	8	10	8	8	8	15	8	8	15	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	88	18	24	23	3	2	2	1	1	0	2	1	1	3	4	0	0	0	0	0	0	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	67	10	17	5	1	2	0	1	2	1	5	3	4	2	1	1	0	2	1	1	5	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	177	2	1	2	5	8	6	7	14	8	8	7	7	13	4	10	8	8	8	15	8	8	13	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	389	17	50	34	7	18	6	8	26	1	5	12	14	53	6	17	10	15	8	18	10	9	32	13					
		5.70%	1.99%	3.72%	2.74%	6.93%	8.33%	3.87%	8.70%	8.75%	1.43%	2.75%	7.27%	10.53%	14.25%	7.69%	8.42%	5.99%	10.20%	6.15%	7.53%	11.11%	6.57%	11.85%	9.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	6	11	5	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	3	1					
		0.45%	0.70%	0.82%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.54%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.11%	0.71%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0					
		0.12%	0.12%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.27%	0.00%	0.50%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	675	84	148	114	8	20	17	7	26	1	11	17	7	26	15	26	26	17	24	23	18	13	23	4					
		9.89%	9.81%	11.00%	9.19%	7.92%	9.26%	10.97%	7.61%	8.75%	1.43%	6.04%	10.30%	5.26%	6.99%	19.23%	12.87%	15.57%	11.56%	18.46%	9.62%	20.00%	9.49%	8.52%	2.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	4	6	5	0	0	1	0	0	1	0	1	0	2	1	0	1	1	0	1	0	0	0	0					
		0.35%	0.47%	0.45%	0.40%	0.00%	0.00%	0.65%	0.00%	0.00%	1.43%	0.00%	0.61%	0.00%	0.54%	1.28%	0.00%	0.60%	0.68%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	3	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.00%	0.22%	0.16%	0.99%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	688	99	135	166	8	9	15	7	31	6	10	15	12	35	5	17	22	15	5	31	10	8	15	12					
		10.08%	11.57%	10.04%	13.39%	7.92%	4.17%	9.68%	7.61%	10.44%	8.57%	5.49%	9.09%	9.02%	9.41%	6.41%	8.42%	13.17%	10.20%	3.85%	12.97%	11.11%	5.84%	5.56%	8.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	602	86	138	145	7	14	9	5	19	1	7	22	5	23	3	26	12	9	6	15	5	21	18	6					
		8.82%	10.05%	10.26%	11.69%	6.93%	6.48%	5.81%	5.43%	6.40%	1.43%	3.85%	13.33%	3.76%	6.18%	3.85%	12.87%	7.19%	6.12%	4.62%	6.28%	5.56%	15.33%	6.67%	4.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	9	5	8	0	1	0	0	0	0	1	1	0	2	0	2	0	0	0	1	0	1	0	0					
		0.45%	1.05%	0.37%	0.65%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.55%	0.61%	0.00%	0.54%	0.00%	0.99%	0.00%	0.00%	0.00%	0.42%	0.00%	0.73%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4316	544	833	753	70	153	106	63	194	60	144	95	95	221	48	110	96	88	87	146	46	85	174	105					
		63.24%	63.55%	61.93%	60.73%	69.31%	70.83%	68.39%	68.48%	65.32%	85.71%	79.12%	57.58%	71.43%	59.41%	61.54%	54.46%	57.49%	59.86%	66.92%	61.09%	51.11%	62.04%	64.44%	74.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	3	10	2	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	3	0					
		0.34%	0.35%	0.74%	0.16%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.50%	0.00%	0.68%	0.00%	0.00%	1.11%	0.00%	1.11%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
