Выборы Президента Российской Федерации																																																																				
Дата голосования: 04.03.2012																																																																				
																																																																				
Наименование Избирательной комиссии:    район Ясенево																																																																				
																																																																				
Сводная таблица итогов голосования																																																																				
																																																																				
	Число участковых избирательных комиссий	57																																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	57																																																																		
																																																																				
		Сумма	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №3359	УИК №3360									
1	Число избирателей, включенных в список избирателей	120364	2323	2278	2993	2395	2365	1725	1728	2324	2387	1854	2096	2454	2061	2566	2922	1731	2383	2419	2215	2858	1932	1892	119	3013	2619	2846	2518	2303	2587	2013	2571	2471	1579	1194	2721	2730	2358	1827	2421	1794	2499	2882	1950	1666	2346	1703	1840	1296	1709	2644	2002	2153	1690	1736	2161	301	201									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	113300	2000	2100	2800	2200	2500	1600	1600	2200	2200	1700	2000	2300	2000	2400	2700	1600	2200	2200	2100	2700	1800	1800	100	2800	2400	2700	2400	2100	2500	1900	2400	2400	1500	1100	2500	2500	2200	1700	2300	1600	2300	2600	1800	1600	2200	1600	1700	1200	1600	2500	1900	2000	1600	1700	2100	600	500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	68185	1379	1347	1855	1298	1417	1081	1027	1313	1401	1051	1222	1311	1174	1466	1550	1083	1315	1380	1293	1760	1080	1014	73	1644	1483	1546	1426	1265	1248	1162	1350	1354	815	625	1572	1424	1248	947	1433	1090	1402	1575	1074	1022	1329	983	1124	749	1075	1469	1169	1111	1036	1021	1212	199	113									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2373	53	37	19	63	52	34	24	33	36	39	53	48	42	61	18	60	45	36	45	33	40	34	0	24	41	38	33	39	59	61	41	24	29	28	57	32	33	65	54	72	52	56	37	27	29	51	31	14	23	35	22	46	33	27	65	102	88									
6	Число погашенных избирательных бюллетеней	42742	568	716	926	839	1031	485	549	854	763	610	725	941	784	873	1132	457	840	784	762	907	680	752	27	1132	876	1116	941	796	1193	677	1009	1022	656	447	871	1044	919	688	813	438	846	969	689	551	842	566	545	437	502	996	709	843	531	652	823	299	299									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2372	53	37	19	63	52	34	24	33	36	39	53	48	42	61	18	60	45	36	45	33	40	34	0	24	41	38	33	39	59	61	40	24	29	28	57	32	33	65	54	72	52	56	37	27	29	51	31	14	23	35	22	46	33	27	65	102	88									
8	Число бюллетеней в стационарных ящиках для голосования	67963	1375	1342	1851	1295	1411	1079	1027	1305	1401	1045	1213	1306	1171	1460	1550	1073	1303	1370	1293	1751	1080	1007	73	1641	1483	1544	1424	1256	1244	1158	1345	1351	814	622	1565	1421	1248	947	1433	1090	1400	1570	1074	1019	1329	983	1121	746	1072	1465	1147	1101	1027	1021	1209	199	113									
9	Число недействительных избирательных бюллетеней	1459	31	35	37	35	34	16	17	31	28	21	33	20	26	25	28	19	24	28	24	41	15	29	0	24	34	24	38	33	31	40	28	26	22	15	23	27	32	20	27	19	34	44	29	24	22	16	26	9	22	39	25	29	35	15	29	0	1									
10	Число действительных избирательных бюллетеней	68876	1397	1344	1833	1323	1429	1097	1034	1307	1409	1063	1233	1334	1187	1496	1540	1114	1324	1378	1314	1743	1105	1012	73	1641	1490	1558	1419	1262	1272	1179	1357	1349	821	635	1599	1426	1249	992	1460	1143	1418	1582	1082	1022	1336	1018	1126	751	1073	1461	1144	1118	1025	1033	1245	301	200									
11	Число полученных открепительных  удостоверений	2630	40	50	50	42	61	50	50	50	57	47	46	60	50	50	70	50	45	35	43	65	50	40	0	69	50	55	50	50	56	55	50	55	30	30	50	55	50	30	44	35	50	75	50	50	70	35	44	21	35	55	40	40	50	50	50	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2550	40	50	50	41	61	48	50	50	53	39	43	58	50	50	69	49	45	35	39	64	50	34	0	69	47	55	50	49	56	55	50	55	29	24	50	55	49	29	44	34	49	72	50	50	70	35	44	21	34	55	40	40	32	41	49	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2251	167	49	50	50	31	55	22	23	60	51	49	20	47	53	55	77	24	33	37	44	63	40	12	43	33	21	29	30	7	35	28	32	14	22	20	41	39	21	51	85	34	70	60	30	39	22	40	14	44	21	44	32	31	16	27	24	40									
14	Число неиспользованных открепительных удостоверений	80	0	0	0	1	0	2	0	0	4	8	3	2	0	0	1	1	0	0	4	1	0	6	0	0	3	0	0	1	0	0	0	0	1	6	0	0	1	1	0	1	1	3	0	0	0	0	0	0	1	0	0	0	18	9	1	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	267	0	3	2	2	8	3	4	3	3	1	0	2	15	7	4	4	3	4	4	1	5	3	0	15	1	7	9	3	10	0	10	5	3	3	3	12	10	4	8	2	5	12	6	0	5	5	3	3	5	4	8	6	2	6	11	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																				
19	Жириновский Владимир Вольфович	4236	89	80	105	112	80	61	59	65	74	50	78	76	92	83	150	52	89	86	65	91	73	57	9	126	87	104	95	68	84	52	85	120	65	54	98	129	65	54	90	57	87	95	75	55	71	53	63	32	49	109	85	65	54	54	61	9	10									
		6.02%	6.23%	5.80%	5.61%	8.25%	5.47%	5.48%	5.61%	4.86%	5.15%	4.61%	6.16%	5.61%	7.58%	5.46%	9.57%	4.59%	6.60%	6.12%	4.86%	5.10%	6.52%	5.48%	12.33%	7.57%	5.71%	6.57%	6.52%	5.25%	6.45%	4.27%	6.14%	8.73%	7.71%	8.31%	6.04%	8.88%	5.07%	5.34%	6.05%	4.91%	5.99%	5.84%	6.75%	5.26%	5.23%	5.13%	5.47%	4.21%	4.47%	7.27%	7.27%	5.67%	5.09%	5.15%	4.79%	2.99%	4.98%									
20	Зюганов Геннадий Андреевич	14185	301	326	404	283	243	231	209	233	295	236	223	240	210	375	268	255	254	283	326	393	207	208	10	357	343	300	266	242	247	249	263	268	153	125	368	243	229	172	357	245	252	349	211	221	258	222	249	166	236	306	240	215	212	231	260	73	44									
		20.17%	21.08%	23.64%	21.60%	20.84%	16.61%	20.75%	19.89%	17.41%	20.53%	21.77%	17.61%	17.73%	17.31%	24.65%	17.09%	22.51%	18.84%	20.13%	24.36%	22.03%	18.48%	19.98%	13.70%	21.44%	22.51%	18.96%	18.26%	18.69%	18.96%	20.43%	18.99%	19.49%	18.15%	19.23%	22.69%	16.72%	17.88%	16.99%	24.01%	21.08%	17.36%	21.46%	18.99%	21.13%	18.99%	21.47%	21.61%	21.84%	21.55%	20.40%	20.53%	18.74%	20.00%	22.04%	20.41%	24.25%	21.89%									
21	Миронов Сергей Михайлович	3806	77	73	101	65	90	65	73	78	75	61	73	68	58	89	61	45	72	83	71	109	60	52	6	76	80	80	61	73	63	64	66	58	54	36	100	79	69	52	94	82	85	115	45	54	105	44	81	34	56	71	50	51	66	68	53	19	17									
