Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Удорская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356					
1	"Число избирателей, внесенных в списки избирателей"	15785	430	331	2129	219	258	305	437	150	400	283	111	478	260	107	216	2153	1767	267	102	1957	151	271	1291	112	722	262	616					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16003	413	330	2194	220	269	300	440	154	401	271	114	475	256	112	224	2213	1806	291	90	2013	160	274	1307	118	713	263	582					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	68	25	0	0	0	0	32	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9435	211	184	1324	157	138	177	229	48	259	158	76	311	125	78	136	1300	1000	182	62	1098	118	176	748	64	454	219	403					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	670	55	20	94	12	12	19	56	40	8	22	10	31	64	11	43	50	24	2	7	49	3	9	16	2	11	0	0					
6	Число погашенных избирательных бюллетеней	5830	122	126	776	51	119	72	155	66	134	80	28	133	67	23	45	863	782	107	21	866	39	89	543	52	248	44	179					
7	Число избирательных бюллетеней в переносных ящиках для голосования	738	80	20	94	12	12	51	56	40	8	33	10	31	64	11	43	50	24	2	7	49	3	9	16	2	11	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9435	211	184	1324	157	138	177	229	48	259	158	76	311	125	78	136	1300	1000	182	62	1098	118	176	748	64	454	219	403					
9	Число недействительных избирательных бюллетеней	81	4	4	18	2	0	1	1	0	1	2	0	1	1	0	1	6	5	2	0	14	0	2	10	0	1	3	2					
10	Число действительных избирательных бюллетеней	10092	287	200	1400	167	150	227	284	88	266	189	86	341	188	89	178	1344	1019	182	69	1133	121	183	754	66	464	216	401					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	295	5	9	41	5	10	10	12	3	6	5	3	5	1	3	5	39	20	10	0	43	5	2	20	0	15	7	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	276	5	9	36	5	10	10	12	3	6	5	3	5	1	3	5	36	20	7	0	43	5	0	20	0	9	7	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	123	1	3	28	3	2	1	4	2	2	15	0	4	3	0	0	10	5	0	4	9	2	2	16	0	3	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	0	5	1	0	0	0	0	0	0	0	0	0	0	1	3	3	0	1	3	0	2	1	1	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	392	18	1	68	16	3	26	8	3	5	7	2	37	12	8	4	58	38	6	1	27	2	12	16	0	5	4	5					
		3.85%	6.19%	0.49%	4.80%	9.47%	2.00%	11.40%	2.81%	3.41%	1.87%	3.66%	2.33%	10.82%	6.35%	8.99%	2.23%	4.30%	3.71%	3.26%	1.45%	2.35%	1.65%	6.49%	2.09%	0.00%	1.08%	1.83%	1.24%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	1	0	3	0	0	2	0	0	3	0	0	1	0	0	0	7	7	1	0	4	0	0	7	0	1	0	1					
