Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Боготольская городская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61					
1	"Число избирателей, внесенных в списки"	17753	904	969	959	1004	889	905	726	899	1008	1199	1199	92	28	1004	1025	977	1047	984	985	950					
2	"Число бюллетеней, полученных участковыми комиссиями"	17531	873	966	951	990	885	918	715	904	974	1195	1175	86	27	995	1003	958	1040	963	973	940					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7264	261	397	461	388	375	398	309	486	396	445	453	83	24	478	361	417	462	351	354	365					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	458	37	39	25	21	21	17	19	34	18	30	24	0	0	21	16	6	26	36	39	29					
6	Число погашенных бюллетеней	9809	575	530	465	581	489	503	387	384	560	720	698	3	3	496	626	535	552	576	580	546					
7	Число бюллетеней в переносных ящиках для голосования	458	37	39	25	21	21	17	19	34	18	30	24	0	0	21	16	6	26	36	39	29					
8	Число бюллетеней в стационарных ящиках для голосования	7262	261	395	461	388	375	398	309	486	396	445	453	83	24	478	361	417	462	351	354	365					
9	Число недействительных бюллетеней	132	7	5	3	10	3	4	4	16	7	7	3	4	0	11	5	9	7	8	5	14					
10	Число действительных бюллетеней	7588	291	429	483	399	393	411	324	504	407	468	474	79	24	488	372	414	481	379	388	380					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	10	10	10	10	10	10	10	10	10	10	10	0	0	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	0	3	2	2	1	2	1	1	2	1	2	0	0	1	0	0	2	3	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1					
14	Число погашенных открепительных удостоверений	153	10	7	8	8	9	8	9	9	8	9	8	0	0	9	10	10	8	7	6	10					
15	Число открепительных удостоверений выданных ТИК	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	57	3	4	3	3	2	1	2	5	0	3	4	1	0	1	2	1	4	3	4	11					
		0.73%	1.00%	0.92%	0.61%	0.73%	0.50%	0.24%	0.60%	0.96%	0.0%	0.63%	0.83%	1.20%	0.0%	0.20%	0.53%	0.23%	0.81%	0.77%	1.01%	2.79%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	168	4	16	15	6	9	10	9	13	6	9	5	4	0	6	8	17	4	15	5	7					
