Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Бугульминская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16760	154	411	1159	249	555	724	357	537	547	319	617	1153	311	349	580	303	151	453	729	380	233	457	459	126	439	549	593	1030	1571	1265									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17040	158	413	1172	253	563	732	362	548	558	330	619	1157	314	353	592	304	156	476	737	382	235	460	468	131	452	560	596	1054	1600	1305									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15653	147	395	1108	225	531	652	338	513	505	285	577	1071	297	339	570	288	139	393	711	343	231	431	422	110	389	518	558	892	1472	1203									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	624	5	7	16	15	13	44	11	9	20	21	16	36	0	0	0	3	11	60	11	27	0	11	19	11	33	16	10	97	40	62									
6	Число погашенных избирательных бюллетеней	763	6	11	48	13	19	36	13	26	33	24	26	50	17	14	22	13	6	23	15	12	4	18	27	10	30	26	28	65	88	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	624	5	7	16	15	13	44	11	9	20	21	16	36	0	0	0	3	11	60	11	27	0	11	19	11	33	16	10	97	40	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15651	147	395	1108	225	531	652	338	513	505	285	577	1071	297	339	569	288	139	392	711	343	231	431	422	110	389	518	558	892	1472	1203									
9	Число недействительных избирательных бюллетеней	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0									
10	Число действительных избирательных бюллетеней	16261	152	402	1124	240	544	696	349	522	525	306	593	1107	297	335	567	291	150	452	722	370	231	442	441	121	420	533	563	989	1512	1265									
