Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Михайловская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588					
1	"Число избирателей, внесенных в список избирателей"	27562	1880	1372	1768	1283	1479	503	289	372	305	1649	143	611	620	204	2194	2360	2297	1276	887	1292	437	399	304	2209	478	91	547	164	149					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27720	1830	1390	1790	1290	1480	500	280	370	300	1650	140	610	620	200	2220	2400	2340	1280	890	1300	440	395	300	2250	485	95	560	165	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10814	935	504	776	543	440	162	128	151	87	527	61	229	285	87	721	1049	884	523	339	345	145	262	130	842	211	60	246	79	63					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1051	70	24	35	24	16	50	12	4	15	23	3	31	36	24	116	59	50	96	83	83	40	0	20	61	38	4	21	9	4					
6	Число погашенных избирательных бюллетеней	15855	825	862	979	723	1024	288	140	215	198	1100	76	350	299	89	1383	1292	1406	661	468	872	255	133	150	1347	236	31	293	77	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1050	70	24	35	24	16	50	12	4	15	23	3	31	36	24	116	59	50	96	83	82	40	0	20	61	38	4	21	9	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10812	934	504	776	543	440	162	128	151	87	527	61	229	285	87	721	1049	884	523	339	345	145	262	130	841	211	60	246	79	63					
9	Число недействительных избирательных бюллетеней	341	26	12	16	13	9	6	1	6	0	30	7	6	11	6	21	32	32	17	10	11	3	9	8	23	5	1	13	5	2					
10	Число действительных избирательных бюллетеней	11521	978	516	795	554	447	206	139	149	102	520	57	254	310	105	816	1076	902	602	412	416	182	253	142	879	244	63	254	83	65					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	520	20	20	30	20	20	20	15	15	10	30	10	15	10	10	30	30	30	20	20	20	10	10	10	30	15	10	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	216	15	14	20	14	7	6	3	1	0	2	0	2	3	0	12	22	18	4	3	9	2	6	2	25	8	2	12	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	14	3	3	8	3	4	3	0	1	2	0	1	4	1	1	7	2	2	8	7	2	17	2	13	4	1	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	304	5	6	10	6	13	14	12	14	10	28	10	13	7	10	18	8	12	16	17	11	8	4	8	5	7	8	8	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2209	221	97	157	100	78	26	18	24	15	85	1	34	65	14	158	262	215	98	59	118	25	44	25	170	39	6	35	12	8					
		18.62%	22.01%	18.37%	19.36%	17.64%	17.11%	12.26%	12.86%	15.48%	14.71%	15.45%	1.56%	13.08%	20.25%	12.61%	18.88%	23.65%	23.02%	15.83%	13.98%	27.63%	13.51%	16.79%	16.67%	18.85%	15.66%	9.38%	13.11%	13.64%	11.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2004	135	99	121	110	72	34	25	20	18	84	9	39	53	22	138	204	181	99	85	68	30	48	29	158	40	16	52	8	7					
		16.89%	13.45%	18.75%	14.92%	19.40%	15.79%	16.04%	17.86%	12.90%	17.65%	15.27%	14.06%	15.00%	16.51%	19.82%	16.49%	18.41%	19.38%	15.99%	20.14%	15.93%	16.22%	18.32%	19.33%	17.52%	16.06%	25.00%	19.48%	9.09%	10.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	8	5	8	4	4	5	1	2	0	1	1	2	2	0	9	12	8	2	2	3	2	3	3	9	3	1	7	1	2					
