Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Ялуторовская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092					
1	"Число избирателей, внесенных в списки"	28926	2228	2434	1270	1456	1142	2148	2065	1309	1314	2096	1094	772	2365	1035	1488	2219	1207	1284					
2	"Число бюллетеней, полученных участковыми комиссиями"	27730	2104	2294	1243	1409	1135	2042	1970	1300	1274	1962	1071	740	2251	1007	1436	2044	1185	1263					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13846	1152	1169	620	670	451	1227	1238	604	498	977	597	330	1125	444	737	935	517	555					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	755	58	37	24	14	13	54	31	38	74	37	32	18	97	40	15	107	22	44					
6	Число погашенных бюллетеней	13123	894	1088	599	725	671	761	701	658	702	948	442	392	1023	523	684	1002	646	664					
7	Число бюллетеней в переносных ящиках для голосования	755	58	37	24	14	13	54	31	38	74	37	32	18	97	40	15	107	22	44					
8	Число бюллетеней в стационарных ящиках для голосования	13781	1094	1169	620	670	450	1227	1238	604	498	977	597	330	1119	444	737	935	517	555					
9	Число недействительных бюллетеней	242	5	10	6	8	7	14	8	11	4	9	8	12	89	11	10	14	9	7					
10	Число действительных бюллетеней	14294	1147	1196	638	676	456	1267	1261	631	568	1005	621	336	1127	473	742	1028	530	592					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	454	35	38	20	23	18	34	33	22	20	32	17	12	38	15	24	34	19	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	119	1	23	2	2	4	15	20	10	2	5	5	2	8	5	3	6	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	57	5	3	1	0	0	6	3	3	2	17	2	0	6	5	0	3	1	0					
14	Число погашенных открепительных удостоверений	335	34	15	18	21	14	19	13	12	18	27	12	10	30	10	21	28	15	18					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	160	21	7	9	11	9	12	13	2	2	14	9	2	11	5	7	11	9	6					
		1.10%	1.82%	0.58%	1.39%	1.60%	1.94%	0.93%	1.02%	0.31%	0.34%	1.38%	1.43%	0.57%	0.90%	1.03%	0.93%	1.05%	1.66%	1.00%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	258	21	21	6	11	15	30	38	13	7	22	12	2	11	6	14	12	5	12					
