Выборы Президента Российской Федерации																																																																																
Дата голосования: 04.03.2012																																																																																
																																																																																
Наименование Избирательной комиссии:    Липецк, Советская																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	69																																																																														
																																																																																
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174									
1	Число избирателей, включенных в список избирателей	135883	1369	1387	1290	1083	2403	2045	1713	2307	2632	2316	1584	2048	2188	1741	1760	2720	2800	2541	2006	2063	1396	1731	1760	1935	1670	2023	2386	2250	2001	1949	2229	1773	1857	2518	182	233	388	2029	2311	2063	2033	1940	2283	2172	1876	2304	2282	1722	1342	1766	1862	1903	2351	2407	2434	1938	1778	2191	1891	2108	1869	2447	2271	1664	2421	2402	2348	2574	2624									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	121130	1200	1200	1200	1000	2200	1800	1500	2100	2300	2100	1400	1800	2000	1500	1500	2500	2500	2300	1800	1800	1200	1500	1500	1700	1500	1800	2100	2000	1700	1700	2000	1600	1700	2200	200	230	400	1800	2000	1800	1800	1800	2000	2000	1700	2000	2000	1500	1200	1600	1700	1700	2100	2200	2200	1800	1600	2000	1700	1900	1700	2200	2000	1400	2200	2200	2000	2300	2300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	80992	870	750	817	595	1566	1266	1001	1386	1477	1426	1010	1228	1466	1059	1129	1962	1810	1516	1182	1144	827	964	1046	1141	943	1118	1401	1201	1189	1139	1299	1071	1088	1552	167	90	200	1094	1335	1076	1227	1094	1377	1316	1126	1367	1624	1070	838	1110	1162	1157	1453	1460	1332	1088	1018	1268	1070	1292	1138	1521	1396	1020	1443	1361	1183	1502	1378									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2929	36	34	30	34	39	40	51	48	43	58	53	36	33	34	36	57	54	23	28	24	33	43	39	59	54	26	42	34	55	69	38	27	30	34	15	133	110	43	48	37	40	40	27	41	44	82	36	25	31	36	24	58	47	48	25	5	34	38	47	21	24	37	16	2	65	60	108	28	80									
6	Число погашенных избирательных бюллетеней	37209	294	416	353	371	595	494	448	666	780	616	337	536	501	407	335	481	636	761	590	632	340	493	415	500	503	656	657	765	456	492	663	502	582	614	18	7	90	663	617	687	533	666	596	643	530	551	340	405	331	454	514	485	600	692	843	707	548	694	583	587	538	642	588	378	692	779	709	770	842									
