Выборы Президента Российской Федерации																																																																												
Дата голосования: 02.03.2008																																																																												
																																																																												
"Наименование Избирательной комиссии:    Липецк, Советская"																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
	Число участковых избирательных комиссий	69																																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	69																																																																										
																																																																												
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171					
1	"Число избирателей, включенных в списки избирателей"	137204	1435	1415	1346	1141	2458	2067	1730	2181	2686	2318	1638	2027	2268	1798	1821	2868	2512	2554	2108	2157	1556	1810	1742	1719	1834	1962	2398	2375	2097	1956	1908	2317	1988	1915	2466	254	250	732	2129	2556	1954	1669	1390	1858	1935	1993	2321	2661	1591	2249	1902	2274	2438	2445	2535	2020	1818	2236	1985	2179	1972	2506	2343	401	2182	2451	2375	2633	2396					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	110704	1150	1150	1200	900	2000	1700	1400	1800	2100	1900	1300	1600	1800	1500	1500	2600	2100	2000	1700	1700	1200	1500	1400	1500	1500	1500	1900	1900	1700	1500	1500	1900	1600	1500	2000	254	250	750	1700	2000	1600	1300	1100	1500	1500	1600	2000	2100	1200	1800	1500	1800	2000	2000	2000	1600	1500	1800	1600	1700	1600	2000	1900	350	1700	2000	2000	2000	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	97605	1052	982	974	767	1825	1449	1249	1496	1735	1608	1156	1451	1692	1284	1356	2205	1841	1798	1460	1501	1075	1326	1242	1246	1293	1380	1685	1612	1453	1444	1345	1719	1458	1326	1828	225	86	563	1467	1800	1459	1236	1045	1331	1415	1388	1791	1860	1102	1601	1368	1571	1783	1746	1780	1459	1305	1616	1360	1596	1411	1842	1692	327	1596	1638	1490	1867	1476					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4294	49	42	49	53	58	64	38	52	69	68	71	38	43	45	38	302	66	39	39	50	65	45	58	72	75	46	51	40	66	42	59	27	18	107	62	29	162	169	52	61	61	23	39	39	40	54	54	50	36	52	58	97	59	69	53	27	25	57	52	26	39	32	37	0	35	93	265	61	182					
6	Число погашенных избирательных бюллетеней	8805	49	126	177	80	117	187	113	252	296	224	73	111	65	171	106	93	193	163	201	149	60	129	100	182	132	74	164	248	181	14	96	154	124	67	110	0	2	18	181	139	80	41	16	130	45	158	155	190	62	147	74	132	158	185	167	114	170	127	188	78	150	126	171	23	69	269	245	72	142					
