Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Селенгинская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562					
1	"Число избирателей, внесенных в списки"	33683	2974	1886	2266	1599	1987	1559	2902	956	1541	1868	127	1817	233	98	500	116	1747	202	184	1440	128	421	113	114	572	74	2582	230	159	842	142	84	375	776	264	613	192					
2	"Число бюллетеней, полученных участковыми комиссиями"	31601	2471	1776	2161	1430	1760	1437	2574	861	1318	2400	120	1750	230	96	475	116	1702	195	172	1327	119	407	111	107	527	73	2266	218	167	842	149	89	343	764	261	594	193					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17639	1508	830	1045	803	934	742	1454	508	794	1470	78	886	117	71	307	93	907	91	75	812	93	258	89	78	433	40	854	139	102	488	123	64	285	449	157	312	150					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1262	30	23	29	43	53	21	22	23	42	39	4	51	17	3	9	0	41	17	39	92	6	22	6	4	40	30	260	19	15	123	7	12	17	25	16	49	13					
6	Число погашенных бюллетеней	12700	933	923	1087	584	773	674	1098	330	482	891	38	813	96	22	159	23	754	87	58	423	20	127	16	25	54	3	1152	60	50	231	19	13	41	290	88	233	30					
7	Число бюллетеней в переносных ящиках для голосования	1261	30	23	29	43	53	21	22	23	42	39	4	51	17	3	9	0	41	17	39	92	6	22	6	4	40	30	259	19	15	123	7	12	17	25	16	49	13					
8	Число бюллетеней в стационарных ящиках для голосования	17552	1508	830	1007	803	931	742	1454	508	794	1431	78	881	117	71	307	93	905	91	75	812	93	258	89	78	433	40	854	139	102	488	123	64	285	449	157	312	150					
9	Число недействительных бюллетеней	531	45	10	11	21	25	17	21	16	19	10	5	57	8	4	15	2	19	14	2	43	6	3	4	0	25	2	21	6	12	20	5	6	2	28	2	23	2					
10	Число действительных бюллетеней	18282	1493	843	1025	825	959	746	1455	515	817	1460	77	875	126	70	301	91	927	94	112	861	93	277	91	82	448	68	1092	152	105	591	125	70	300	446	171	338	161					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	497	54	37	22	20	20	22	26	20	18	30	10	25	15	6	3	3	15	3	3	10	7	13	3	6	8	6	12	6	6	10	10	6	6	14	6	10	6					
