Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Дудинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216					
1	"Число избирателей, внесенных в списки избирателей"	20118	307	2843	2659	2499	2598	1001	2037	1900	1925	955	122	229	234	359	342	108					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19409	304	2768	2579	2310	2528	979	1984	1857	1823	885	112	236	229	350	357	108					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	197	128	0	0	46	0	0	0	0	0	0	0	11	1	11	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10084	57	1419	1330	1290	1231	418	978	769	1039	397	103	207	197	287	276	86					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	341	1	78	53	42	35	7	41	13	32	10	0	0	0	10	19	0					
6	Число погашенных избирательных бюллетеней	8787	118	1271	1196	932	1262	554	965	1075	752	478	9	18	31	42	62	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	538	129	78	53	88	35	7	41	13	32	10	0	11	1	21	19	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10082	57	1418	1330	1289	1231	418	978	769	1039	397	103	207	197	287	276	86					
9	Число недействительных избирательных бюллетеней	117	1	14	15	16	10	5	15	8	20	5	1	2	4	1	0	0					
10	Число действительных избирательных бюллетеней	10503	185	1482	1368	1361	1256	420	1004	774	1051	402	102	216	194	307	295	86					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	420	20	50	35	35	35	35	35	35	35	35	10	10	10	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	147	0	15	16	18	20	13	14	9	11	6	1	5	7	1	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	0	2	9	6	6	1	10	1	4	21	9	6	6	1	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	273	20	35	19	17	15	22	21	26	24	29	9	5	3	14	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	1	11	7	11	8	4	5	4	4	2	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	234	4	33	46	27	24	7	24	20	28	4	0	4	1	6	2	4					
		2.20%	2.15%	2.21%	3.33%	1.96%	1.90%	1.65%	2.36%	2.56%	2.61%	0.98%	0.00%	1.83%	0.51%	1.95%	0.68%	4.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	139	2	12	26	23	14	6	16	12	19	5	0	0	0	0	1	3					
		1.31%	1.08%	0.80%	1.88%	1.67%	1.11%	1.41%	1.57%	1.53%	1.77%	1.23%	0.00%	0.00%	0.00%	0.00%	0.34%	3.49%					
20	3.Политическая партия «Демократическая партия России»	12	0	6	2	2	0	0	0	0	2	0	0	0	0	0	0	0					
		0.11%	0.00%	0.40%	0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	688	14	99	70	112	77	13	75	53	60	40	3	7	4	24	20	17					
		6.48%	7.53%	6.62%	5.06%	8.13%	6.08%	3.06%	7.36%	6.78%	5.60%	9.83%	2.91%	3.21%	2.02%	7.79%	6.78%	19.77%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	85	1	14	19	9	7	2	5	9	8	5	2	0	2	1	1	0					
		0.80%	0.54%	0.94%	1.37%	0.65%	0.55%	0.47%	0.49%	1.15%	0.75%	1.23%	1.94%	0.00%	1.01%	0.32%	0.34%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	1	6	4	8	4	1	2	0	5	0	0	0	0	0	2	0					
		0.31%	0.54%	0.40%	0.29%	0.58%	0.32%	0.24%	0.20%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1381	32	200	196	212	182	64	115	107	142	49	8	21	13	13	21	6					
		13.00%	17.20%	13.37%	14.17%	15.40%	14.38%	15.06%	11.29%	13.68%	13.26%	12.04%	7.77%	9.63%	6.57%	4.22%	7.12%	6.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	633	5	101	101	91	74	20	74	34	65	33	1	13	4	5	9	3					
		5.96%	2.69%	6.75%	7.30%	6.61%	5.85%	4.71%	7.26%	4.35%	6.07%	8.11%	0.97%	5.96%	2.02%	1.62%	3.05%	3.49%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	57	1	11	8	6	12	2	3	4	3	3	1	0	1	1	0	1					
		0.54%	0.54%	0.74%	0.58%	0.44%	0.95%	0.47%	0.29%	0.51%	0.28%	0.74%	0.97%	0.00%	0.51%	0.32%	0.00%	1.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7092	123	980	880	849	841	301	666	526	700	257	86	170	167	256	239	51					
		66.78%	66.13%	65.51%	63.63%	61.66%	66.43%	70.82%	65.36%	67.26%	65.36%	63.14%	83.50%	77.98%	84.34%	83.12%	81.02%	59.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	149	2	20	16	22	21	4	24	9	19	6	1	1	2	1	0	1					
		1.40%	1.08%	1.34%	1.16%	1.60%	1.66%	0.94%	2.36%	1.15%	1.77%	1.47%	0.97%	0.46%	1.01%	0.32%	0.00%	1.16%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
