Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Лаишевская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799					
1	"Число избирателей, внесенных в списки избирателей"	25515	898	52	97	1052	876	1720	1010	796	575	1114	238	470	298	613	149	536	318	308	572	375	157	121	753	557	167	429	336	408	651	1153	745	937	937	1395	154	652	110	512	102	1350	101	64	543	155	173	283	503					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25953	882	54	95	1047	971	1593	1092	880	653	1112	238	470	298	609	149	536	318	308	580	382	157	121	734	558	168	429	348	408	699	1156	814	950	926	1526	166	653	114	512	105	1311	101	64	550	155	173	284	504					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23589	862	52	64	991	828	1476	945	747	482	1092	181	459	229	576	129	536	304	299	533	351	126	92	677	495	138	382	311	390	555	1031	666	852	901	1302	122	605	110	512	102	1286	101	64	543	155	173	281	481					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1279	0	0	31	34	34	117	51	31	73	10	57	11	69	33	20	0	14	9	39	24	31	26	57	61	29	39	25	18	44	25	56	43	0	66	32	32	0	0	0	25	0	0	0	0	0	2	11					
6	Число погашенных избирательных бюллетеней	1085	20	2	0	22	109	0	96	102	98	10	0	0	0	0	0	0	0	0	8	7	0	3	0	2	1	8	12	0	100	100	92	55	25	158	12	16	4	0	3	0	0	0	7	0	0	1	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1279	0	0	31	34	34	117	51	31	73	10	57	11	69	33	20	0	14	9	39	24	31	26	57	61	29	39	25	18	44	25	56	43	0	66	32	32	0	0	0	25	0	0	0	0	0	2	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23589	862	52	64	991	828	1476	945	747	482	1092	181	459	229	576	129	536	304	299	533	351	126	92	677	495	138	382	311	390	555	1031	666	852	901	1302	122	605	110	512	102	1286	101	64	543	155	173	281	481					
9	Число недействительных избирательных бюллетеней	538	16	1	5	4	35	276	0	22	51	7	0	1	29	0	0	0	0	0	0	4	0	0	0	0	0	10	1	0	0	0	0	3	7	0	2	13	0	20	0	9	8	0	2	2	0	0	10					
10	Число действительных избирательных бюллетеней	24330	846	51	90	1021	827	1317	996	756	504	1095	238	469	269	609	149	536	318	308	572	371	157	118	734	556	167	411	335	408	599	1056	722	892	894	1368	152	624	110	492	102	1302	93	64	541	153	173	283	482					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1498	70	0	11	80	40	115	60	35	30	57	10	15	10	45	5	15	10	20	28	25	10	5	51	25	6	20	20	10	55	90	80	80	70	60	5	20	5	40	5	60	10	10	25	10	10	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1266	20	0	11	80	40	110	57	26	30	57	10	12	9	45	1	15	5	16	28	25	10	5	46	25	6	20	20	7	55	90	80	80	24	45	0	17	5	40	5	54	0	0	6	3	2	12	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	375	7	52	5	5	14	27	23	7	5	10	1	6	4	8	7	11	2	5	3	4	4	2	7	4	2	8	10	6	0	0	2	15	9	12	48	11	2	6	0	11	0	0	7	0	0	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	232	50	0	0	0	0	5	3	9	0	0	0	3	1	0	4	0	5	4	0	0	0	0	5	0	0	0	0	3	0	0	0	0	46	15	5	3	0	0	0	6	10	10	19	7	8	3	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	181	14	0	0	6	6	5	2	2	7	6	0	2	2	6	2	0	1	1	1	2	1	0	3	2	0	0	3	0	4	11	9	0	13	32	0	3	0	3	0	27	0	0	0	0	0	0	5					
		0.73%	1.62%	0.00%	0.00%	0.59%	0.70%	0.31%	0.20%	0.26%	1.26%	0.54%	0.00%	0.43%	0.67%	0.99%	1.34%	0.00%	0.31%	0.32%	0.17%	0.53%	0.64%	0.00%	0.41%	0.36%	0.00%	0.00%	0.89%	0.00%	0.67%	1.04%	1.25%	0.00%	1.44%	2.34%	0.00%	0.47%	0.00%	0.59%	0.00%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	34	5	0	0	5	1	4	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	3					
		0.14%	0.58%	0.00%	0.00%	0.49%	0.12%	0.25%	0.00%	0.00%	0.18%	0.09%	0.00%	0.21%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.38%	0.00%	0.11%	0.22%	0.07%	0.00%	0.16%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%					
20	3.Политическая партия «Демократическая партия России»	20	3	0	0	0	1	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	3	0	0	0	0	0	0	1					
		0.08%	0.35%	0.00%	0.00%	0.00%	0.12%	0.06%	0.00%	0.00%	0.18%	0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.22%	0.07%	0.00%	0.16%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	642	9	0	2	20	75	12	29	25	20	19	3	2	2	6	3	0	1	3	4	5	2	0	7	4	1	0	2	3	14	43	9	56	14	111	0	9	0	4	0	87	0	0	3	0	0	0	33					
		2.58%	1.04%	0.00%	2.11%	1.95%	8.70%	0.75%	2.91%	3.21%	3.60%	1.72%	1.26%	0.43%	0.67%	0.99%	2.01%	0.00%	0.31%	0.97%	0.70%	1.33%	1.27%	0.00%	0.95%	0.72%	0.60%	0.00%	0.60%	0.74%	2.34%	4.07%	1.25%	6.26%	1.55%	8.11%	0.00%	1.41%	0.00%	0.78%	0.00%	6.64%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	6.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	82	11	0	0	0	1	3	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	2	41	0	1	0	0	0	0	0	0	0	0	0	0	4					
		0.33%	1.28%	0.00%	0.00%	0.00%	0.12%	0.19%	0.10%	0.13%	0.00%	0.09%	0.00%	0.21%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.85%	0.00%	0.11%	0.22%	2.99%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	25	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	5	1	0	1	0	0	0	2	0	0	0	0	0	0	0					
