Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Зеленчукская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130					
1	"Число избирателей, внесенных в списки избирателей"	40222	1025	1564	1615	2011	2275	1795	1032	1284	1797	47	456	1616	854	1066	1114	442	1202	1047	1196	1075	1198	165	827	1200	879	334	1208	318	297	452	484	1271	1252	1313	415	405	1546	2145					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40014	1000	1600	1500	2000	2250	1800	1050	1281	1800	47	462	1500	850	1000	1000	372	1200	1000	1150	1000	1150	165	830	1200	900	360	1000	286	300	452	480	1150	1145	1350	424	460	2200	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35719	951	1496	1463	1665	2214	1665	1005	1160	1746	46	383	1484	773	989	950	339	1129	935	1097	894	1122	153	701	1194	833	311	695	204	175	452	260	1146	1127	1295	350	342	857	2118					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1604	43	68	37	335	29	120	27	113	46	0	18	0	21	11	6	4	17	52	18	86	16	8	84	6	44	23	21	41	26	0	0	4	5	18	53	45	159	0					
6	Число погашенных избирательных бюллетеней	2691	6	36	0	0	7	15	18	8	8	1	61	16	56	0	44	29	54	13	35	20	12	4	45	0	23	26	284	41	99	0	220	0	13	37	21	73	1184	182					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1604	43	68	37	335	29	120	27	113	46	0	18	0	21	11	6	4	17	52	18	86	16	8	84	6	44	23	21	41	26	0	0	4	5	18	53	45	159	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35719	951	1496	1463	1665	2214	1665	1005	1160	1746	46	383	1484	773	989	950	339	1129	935	1097	894	1122	153	701	1194	833	311	695	204	175	452	260	1146	1127	1295	350	342	857	2118					
9	Число недействительных избирательных бюллетеней	125	1	0	0	0	0	0	0	0	2	0	0	0	4	2	1	0	30	2	15	1	0	0	0	0	0	2	3	0	5	0	7	0	0	0	0	0	21	29					
10	Число действительных избирательных бюллетеней	37198	993	1564	1500	2000	2243	1785	1032	1273	1790	46	401	1484	790	998	955	343	1116	985	1100	979	1138	161	785	1200	877	332	713	245	196	452	253	1150	1132	1313	403	387	995	2089					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	144	2	7	12	2	2	7	2	2	2	2	2	2	2	2	2	2	2	2	7	12	2	2	7	2	2	2	2	2	2	2	7	2	2	2	2	5	22	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	72	2	2	11	2	2	7	1	1	2	0	0	2	2	0	0	0	2	0	3	2	1	0	5	0	1	0	0	0	0	0	7	0	1	2	0	3	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	0	0	2	2	0	1	2	6	1	0	0	0	2	1	0	0	0	0	0	0	0	3	0	1	0	0	3	0	1	3	2	0	0	3	1	1	49	0					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	5	1	0	0	0	1	1	0	2	2	0	0	2	2	2	0	2	4	10	1	2	2	2	1	2	2	2	2	2	0	2	1	0	2	2	11	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	1	1	1	0	0	0	2	2	0	0	1	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	89	7	0	0	0	0	0	0	0	1	0	1	16	5	0	3	0	0	3	0	7	0	0	0	0	0	0	5	0	7	1	6	1	7	0	2	0	9	8					
