Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Зеленчукская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, внесенных в список избирателей"	38379	304	1016	1530	1510	1945	2380	1747	950	1265	1708	44	444	1592	839	1012	1125	398	1186	1059	1129	1059	1202	157	762	1216	859	333	1249	308	294	478	487	1306	1229	1389	397	1570	901					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38774	310	1030	1550	1540	1950	2400	1798	970	1280	1730	46	450	1600	850	1000	1140	400	1200	1080	1140	1070	1220	160	780	1240	880	340	1260	310	290	490	500	1320	1240	1370	400	1570	870					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35049	287	930	1458	1448	1537	2246	1595	864	1118	1631	44	392	1532	792	970	1046	367	1148	1021	887	940	1168	147	736	1130	792	316	928	237	255	432	243	1272	1207	1334	346	1570	683					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1273	11	45	36	58	402	21	72	58	83	42	0	8	0	26	9	0	9	19	20	13	37	22	7	11	50	49	10	25	43	24	5	0	16	10	0	32	0	0					
6	Число погашенных избирательных бюллетеней	2452	12	55	56	34	11	133	131	48	79	57	2	50	68	32	21	94	24	33	39	240	93	30	6	33	60	39	14	307	30	11	53	257	32	23	36	22	0	187					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1273	11	45	36	58	402	21	72	58	83	42	0	8	0	26	9	0	9	19	20	13	37	22	7	11	50	49	10	25	43	24	5	0	16	10	0	32	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35049	287	930	1458	1448	1537	2246	1595	864	1118	1631	44	392	1532	792	970	1046	367	1148	1021	887	940	1168	147	736	1130	792	316	928	237	255	432	243	1272	1207	1334	346	1570	683					
9	Число недействительных избирательных бюллетеней	37	0	3	0	0	3	0	7	0	0	0	0	9	0	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0					
10	Число действительных избирательных бюллетеней	36285	298	972	1494	1506	1936	2267	1660	922	1201	1673	44	391	1532	818	979	1046	376	1166	1039	900	977	1186	154	747	1180	841	326	953	280	279	437	240	1288	1217	1334	378	1565	683					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	168	3	5	5	5	5	5	5	5	5	5	3	3	5	5	5	5	3	5	5	5	5	5	3	5	5	5	3	5	3	3	3	3	5	5	5	3	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	28	0	1	2	0	3	2	1	0	4	2	0	0	1	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	22	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	12	2	0	0	0	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	140	3	4	3	5	2	3	4	5	1	3	3	3	4	5	5	5	3	5	4	1	5	5	3	5	4	5	3	5	3	3	3	1	4	5	5	3	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	281	3	2	4	4	5	6	56	2	3	4	0	9	5	2	2	12	4	3	7	3	3	3	1	2	2	2	0	15	2	3	0	34	4	5	3	3	4	59					
		0.77%	1.01%	0.21%	0.27%	0.27%	0.26%	0.26%	3.36%	0.22%	0.25%	0.24%	0.00%	2.25%	0.33%	0.24%	0.20%	1.15%	1.06%	0.26%	0.67%	0.33%	0.31%	0.25%	0.65%	0.27%	0.17%	0.24%	0.00%	1.57%	0.71%	1.08%	0.00%	13.99%	0.31%	0.41%	0.22%	0.79%	0.25%	8.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	333	1	1	1	1	1	1	49	1	1	1	0	0	2	2	4	5	0	2	10	1	1	1	1	1	1	1	2	20	1	1	1	11	1	8	1	4	58	135					
