Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Жирятинская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
1	"Число избирателей, внесенных в список"	5719	1509	236	324	723	239	209	282	344	382	375	321	401	203	171					
2	Число полученных избирательных бюллетеней	5926	1530	250	338	750	248	230	294	353	415	387	335	410	206	180					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	3664	971	146	172	491	188	152	200	218	242	191	205	236	153	99					
5	"Число избирательных бюллетеней, выданных вне помещения"	1020	184	32	92	108	33	39	31	78	73	143	45	83	26	53					
6	Число погашенных избирательных бюллетеней	1242	375	72	74	151	27	39	63	57	100	53	85	91	27	28					
7	Число избирательных бюллетеней в переносных ящиках	1020	184	32	92	108	33	39	31	78	73	143	45	83	26	53					
8	Число бюллетеней в стационарных ящиках для голосования	3664	971	146	172	491	188	152	200	218	242	191	205	236	153	99					
9	Число недействительных избирательных бюллетеней	23	0	0	3	3	1	0	4	2	0	3	2	3	2	0					
10	Число действительных избирательных бюллетеней	4661	1155	178	261	596	220	191	227	294	315	331	248	316	177	152					
11	Число полученных открепительных  удостоверений	200	45	20	10	10	10	10	10	10	20	10	15	10	10	10					
12	Число выданных открепительных удостоверений	135	45	9	6	10	10	10	5	3	20	5	12	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	9	5	2	5	3	3	0	2	1	0	1	1	1	0					
14	Число неиспользованных открепительных удостоверений	65	0	11	4	0	0	0	5	7	0	5	3	10	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	103	31	5	4	21	4	4	1	1	6	8	3	15	0	0					
		2.20%	2.68%	2.81%	1.52%	3.51%	1.81%	2.09%	0.43%	0.34%	1.90%	2.40%	1.20%	4.70%	0.00%	0.00%					
19	. Малышкин Олег Александрович	122	28	6	7	22	6	1	7	7	8	4	9	11	4	2					
		2.60%	2.42%	3.37%	2.65%	3.67%	2.71%	0.52%	3.03%	2.36%	2.54%	1.20%	3.60%	3.45%	2.23%	1.32%					
20	. Миронов Сергей Михайлович	36	10	2	2	8	1	2	4	0	3	3	1	0	0	0					
		0.77%	0.87%	1.12%	0.76%	1.34%	0.45%	1.05%	1.73%	0.00%	0.95%	0.90%	0.40%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	3112	848	134	189	324	151	134	169	187	229	211	135	170	122	109					
		66.44%	73.42%	75.28%	71.59%	54.09%	68.33%	70.16%	73.16%	63.18%	72.70%	63.17%	54.00%	53.29%	68.16%	71.71%					
22	. Хакамада Ирина Муцуовна	96	24	6	5	14	4	1	4	13	7	4	5	7	1	1					
		2.05%	2.08%	3.37%	1.89%	2.34%	1.81%	0.52%	1.73%	4.39%	2.22%	1.20%	2.00%	2.19%	0.56%	0.66%					
23	. Харитонов Николай Михайлович	1120	195	23	51	186	47	49	42	86	60	95	87	110	49	40					
		23.91%	16.88%	12.92%	19.32%	31.05%	21.27%	25.65%	18.18%	29.05%	19.05%	28.44%	34.80%	34.48%	27.37%	26.32%					
																					
24	Против всех	72	19	2	3	21	7	0	0	0	2	6	8	3	1	0					
		1.54%	1.65%	1.12%	1.14%	3.51%	3.17%	0.00%	0.00%	0.00%	0.63%	1.80%	3.20%	0.94%	0.56%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
