Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Пригородная																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
1	"Число избирателей, внесенных в списки избирателей"	31958	550	1843	1471	161	683	136	1275	1077	1754	77	237	461	124	108	357	531	127	83	88	400	351	691	1480	202	275	310	1585	2451	210	124	280	147	861	2815	300	1097	896	914	370	1216	643	204	729	2264					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30873	557	1843	1524	157	698	140	1268	976	1545	150	212	457	126	107	351	527	127	82	80	389	312	620	1414	196	258	305	1524	2368	229	106	236	141	858	2713	297	1047	867	927	364	1085	657	193	700	2140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	291	0	0	0	0	65	0	12	78	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18581	308	1057	875	116	394	82	720	573	981	77	179	254	80	76	226	372	95	63	60	255	226	410	839	84	189	208	829	1480	143	74	133	116	467	1544	226	557	624	610	227	630	357	149	434	1182					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1814	70	21	10	7	20	5	117	64	130	0	11	18	11	3	27	6	9	0	17	53	58	25	48	5	18	28	46	31	19	21	41	12	80	140	10	67	8	19	24	190	79	27	43	176					
6	Число погашенных избирательных бюллетеней	10187	179	765	639	34	219	53	419	261	395	73	22	185	35	28	98	149	23	19	3	81	28	185	527	25	51	69	649	857	67	11	62	13	311	1029	61	423	235	298	113	259	221	8	223	782					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2105	70	21	10	7	85	5	129	142	169	0	11	18	11	3	27	6	9	0	17	53	58	25	48	87	18	28	46	31	19	21	41	12	80	140	10	67	8	19	24	196	79	36	43	176					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18581	308	1057	875	116	394	82	720	573	981	77	179	254	80	76	226	372	95	63	60	255	226	410	839	84	189	208	829	1480	143	74	133	116	467	1544	226	557	624	610	227	630	357	149	434	1182					
9	Число недействительных избирательных бюллетеней	162	5	7	8	1	2	0	8	1	2	0	2	1	0	0	3	2	0	1	0	0	0	2	8	3	1	0	10	18	1	0	0	0	5	11	3	5	15	7	2	2	2	2	4	18					
10	Число действительных избирательных бюллетеней	20524	373	1071	877	122	477	87	841	714	1148	77	188	271	91	79	250	376	104	62	77	308	284	433	879	168	206	236	865	1493	161	95	174	128	542	1673	233	619	617	622	249	824	434	183	473	1340					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	346	7	18	20	2	9	0	22	10	15	0	0	5	3	3	6	9	2	2	0	3	7	10	20	3	6	3	15	22	3	2	1	2	15	16	3	11	4	15	3	15	6	3	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	343	6	18	20	2	9	0	22	10	15	0	0	5	3	3	6	9	2	2	0	3	7	10	20	3	6	3	15	22	3	2	1	2	14	16	3	11	3	15	3	15	6	3	5	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	387	13	19	4	3	8	0	13	16	38	0	14	5	4	1	9	4	1	3	6	4	9	3	9	7	4	11	12	13	4	7	3	1	3	25	7	20	3	8	8	37	3	6	7	12					
14	Число погашенных неиспользованных открепительных удостоверений	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	722	3	32	15	1	11	0	11	11	7	0	2	3	3	2	39	78	23	1	2	10	4	13	18	5	3	7	21	78	3	2	4	1	85	92	14	12	20	12	12	9	5	0	15	33					
		3.49%	0.79%	2.97%	1.69%	0.81%	2.30%	0.00%	1.30%	1.54%	0.61%	0.00%	1.05%	1.10%	3.30%	2.53%	15.42%	20.63%	22.12%	1.59%	2.60%	3.25%	1.41%	2.99%	2.03%	2.92%	1.45%	2.97%	2.40%	5.16%	1.85%	2.11%	2.30%	0.78%	15.54%	5.46%	5.93%	1.92%	3.16%	1.91%	4.78%	1.09%	1.15%	0.00%	3.14%	2.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	187	0	11	8	1	2	0	5	7	18	1	0	2	0	0	1	4	1	1	1	0	2	2	3	0	2	0	9	17	0	4	2	0	2	17	3	6	11	3	2	7	0	1	6	25					
		0.90%	0.00%	1.02%	0.90%	0.81%	0.42%	0.00%	0.59%	0.98%	1.57%	1.30%	0.00%	0.74%	0.00%	0.00%	0.40%	1.06%	0.96%	1.59%	1.30%	0.00%	0.70%	0.46%	0.34%	0.00%	0.97%	0.00%	1.03%	1.13%	0.00%	4.21%	1.15%	0.00%	0.37%	1.01%	1.27%	0.96%	1.74%	0.48%	0.80%	0.85%	0.00%	0.54%	1.26%	1.84%					
20	3.Политическая партия «Демократическая партия России»	33	1	1	0	0	0	0	1	1	4	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	1	2	0	0	3	0	1	3	5					
		0.16%	0.26%	0.09%	0.00%	0.00%	0.00%	0.00%	0.12%	0.14%	0.35%	0.00%	0.00%	0.37%	0.00%	0.00%	0.40%	0.26%	0.00%	0.00%	0.00%	0.32%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.23%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.16%	0.32%	0.00%	0.00%	0.36%	0.00%	0.54%	0.63%	0.37%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1258	32	66	42	14	23	4	83	33	68	2	6	18	4	0	17	13	3	0	3	14	8	27	60	4	14	9	53	107	8	15	3	5	26	129	11	32	25	37	12	49	23	10	31	115					
		6.08%	8.47%	6.12%	4.75%	11.38%	4.80%	4.60%	9.78%	4.62%	5.91%	2.60%	3.16%	6.62%	4.40%	0.00%	6.72%	3.44%	2.88%	0.00%	3.90%	4.55%	2.82%	6.21%	6.76%	2.34%	6.76%	3.81%	6.06%	7.08%	4.94%	15.79%	1.72%	3.91%	4.75%	7.66%	4.66%	5.13%	3.96%	5.88%	4.78%	5.93%	5.28%	5.41%	6.50%	8.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	189	5	7	8	0	0	0	12	1	10	0	0	0	0	0	5	6	1	0	0	4	2	4	4	0	0	2	18	28	0	1	1	1	6	12	5	3	5	5	1	9	3	1	5	14					
		0.91%	1.32%	0.65%	0.90%	0.00%	0.00%	0.00%	1.41%	0.14%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	1.98%	1.59%	0.96%	0.00%	0.00%	1.30%	0.70%	0.92%	0.45%	0.00%	0.00%	0.85%	2.06%	1.85%	0.00%	1.05%	0.57%	0.78%	1.10%	0.71%	2.12%	0.48%	0.79%	0.79%	0.40%	1.09%	0.69%	0.54%	1.05%	1.03%					
23	6.Политическая партия «Партия социальной справедливости»	35	0	4	0	1	1	0	4	1	4	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	3	0	0	0	0	0	2	0	1	0	1	2	1	1	0	0	3					
		0.17%	0.00%	0.37%	0.00%	0.81%	0.21%	0.00%	0.47%	0.14%	0.35%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.35%	0.23%	0.00%	0.00%	0.00%	0.00%	0.23%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.16%	0.00%	0.16%	0.80%	0.12%	0.23%	0.00%	0.00%	0.22%					
24	7.Политическая партия «Либерально-демократическая партия России»	2560	28	150	121	11	51	2	147	80	117	7	13	42	6	11	17	32	7	10	11	23	15	45	91	10	23	24	139	233	17	16	22	14	50	167	14	51	99	83	45	127	61	24	73	231					
		12.38%	7.41%	13.91%	13.67%	8.94%	10.65%	2.30%	17.31%	11.19%	10.17%	9.09%	6.84%	15.44%	6.59%	13.92%	6.72%	8.47%	6.73%	15.87%	14.29%	7.47%	5.28%	10.34%	10.26%	5.85%	11.11%	10.17%	15.89%	15.42%	10.49%	16.84%	12.64%	10.94%	9.14%	9.92%	5.93%	8.17%	15.66%	13.20%	17.93%	15.38%	13.99%	12.97%	15.30%	17.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1206	17	76	48	6	26	1	70	38	86	0	4	12	2	0	7	9	3	3	0	10	15	30	51	10	9	12	60	92	6	3	15	5	31	90	16	35	15	43	12	44	19	19	18	138					
		5.83%	4.50%	7.05%	5.42%	4.88%	5.43%	1.15%	8.24%	5.31%	7.48%	0.00%	2.11%	4.41%	2.20%	0.00%	2.77%	2.38%	2.88%	4.76%	0.00%	3.25%	5.28%	6.90%	5.75%	5.85%	4.35%	5.08%	6.86%	6.09%	3.70%	3.16%	8.62%	3.91%	5.67%	5.34%	6.78%	5.61%	2.37%	6.84%	4.78%	5.33%	4.36%	10.27%	3.77%	10.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	101	0	3	5	1	6	0	5	4	1	0	0	1	0	0	4	1	3	1	0	4	0	4	3	0	2	1	4	9	1	0	1	1	1	10	0	5	4	4	0	1	2	0	3	6					
		0.49%	0.00%	0.28%	0.56%	0.81%	1.25%	0.00%	0.59%	0.56%	0.09%	0.00%	0.00%	0.37%	0.00%	0.00%	1.58%	0.26%	2.88%	1.59%	0.00%	1.30%	0.00%	0.92%	0.34%	0.00%	0.97%	0.42%	0.46%	0.60%	0.62%	0.00%	0.57%	0.78%	0.18%	0.59%	0.00%	0.80%	0.63%	0.64%	0.00%	0.12%	0.46%	0.00%	0.63%	0.44%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14131	287	717	626	86	353	79	500	535	822	67	160	192	75	66	159	231	63	46	60	241	236	305	649	139	152	181	547	911	125	53	126	101	338	1136	167	472	434	432	163	570	320	126	318	765					
