Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Пригородная 																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №680	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №688	УИК №689	УИК №692	УИК №693					
1	"Число избирателей, внесенных в список избирателей"	28455	1778	1422	174	687	127	909	1804	93	240	459	128	97	352	550	138	63	435	374	734	1561	215	337	313	1778	2445	209	125	247	861	2868	319	1217	887	389	1134	728	2258					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27350	1800	1400	150	700	130	850	1670	100	200	450	120	100	350	550	130	70	400	350	700	1500	200	300	280	1700	2450	180	120	240	850	2800	300	1100	850	360	1000	700	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	107	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12680	804	697	72	274	70	412	824	46	128	201	76	40	190	247	77	44	216	138	343	702	68	138	155	706	1156	124	55	81	406	1034	138	473	483	182	482	347	1051					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1420	30	17	12	59	4	64	144	43	7	16	7	3	18	12	8	6	60	27	42	35	11	23	41	43	9	16	16	5	64	137	5	50	10	40	163	41	132					
6	Число погашенных избирательных бюллетеней	13143	966	686	66	319	56	374	702	11	65	233	37	57	142	291	45	20	124	185	315	763	81	139	84	951	1285	40	49	154	380	1629	138	577	357	138	355	312	1017					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1527	30	17	12	107	4	64	144	43	7	16	7	3	18	12	8	6	60	27	42	35	51	23	41	43	9	16	16	5	64	137	24	50	10	40	163	41	132					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12680	804	697	72	274	70	412	824	46	128	201	76	40	190	247	77	44	216	138	343	702	68	138	155	706	1156	124	55	81	406	1034	138	473	483	182	482	347	1051					
9	Число недействительных избирательных бюллетеней	349	23	23	4	3	1	10	32	4	5	9	1	1	7	10	0	0	5	9	12	25	5	2	3	12	28	1	2	1	8	25	6	10	15	0	8	11	28					
10	Число действительных избирательных бюллетеней	13858	811	691	80	378	73	466	936	85	130	208	82	42	201	249	85	50	271	156	373	712	114	159	193	737	1137	139	69	85	462	1146	156	513	478	222	637	377	1155					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	25	25	5	10	5	15	15	0	5	5	5	5	5	15	5	5	10	10	15	25	5	5	10	19	25	5	15	1	20	20	10	15	15	10	20	15	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	294	25	20	3	10	5	11	6	0	5	3	2	5	2	8	3	5	4	8	13	10	3	2	6	19	25	5	15	1	7	15	3	3	2	0	20	5	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	309	6	3	9	9	0	20	24	6	12	3	4	2	1	4	2	3	4	18	4	11	4	7	9	23	13	8	3	7	11	14	4	15	1	0	28	4	13					
14	Число погашенных неиспользованных открепительных удостоверений	156	0	5	2	0	0	4	9	0	0	2	3	0	3	7	2	0	6	2	2	15	2	3	4	0	0	0	0	0	13	5	7	12	13	10	0	10	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2949	177	148	14	57	2	104	244	10	18	37	13	2	39	57	25	7	44	26	44	153	23	37	29	169	322	32	10	12	90	230	24	128	129	33	103	55	302					
