Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Кавалеровская   																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №1310	УИК №1311	УИК №1312					
1	"Число избирателей, внесенных в список"	22709	447	235	177	290	217	848	1101	623	370	1019	1117	1107	1190	1058	1108	1220	1079	1082	1070	1089	1179	985	1045	1005	926	1023	99					
2	Число полученных избирательных бюллетеней	23794	489	236	179	285	225	866	1158	628	394	1049	1157	1083	1241	1160	1209	1240	1229	1147	1135	1094	1270	1019	1087	1027	976	1111	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	19	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13409	288	149	127	202	166	463	595	334	207	592	686	592	746	702	692	796	700	711	606	567	700	519	597	494	558	560	60					
5	"Число избирательных бюллетеней, выданных вне помещения"	1233	49	15	12	12	4	77	76	23	40	62	48	54	21	34	23	24	49	52	58	60	55	59	39	86	73	89	39					
6	Число погашенных избирательных бюллетеней	9133	152	72	40	71	55	326	487	271	147	395	423	437	455	424	494	420	480	384	471	467	515	441	451	447	345	462	1					
7	Число избирательных бюллетеней в переносных ящиках	1251	49	15	12	12	4	77	76	23	40	62	48	54	40	34	23	24	48	52	58	60	55	59	39	86	73	89	39					
8	Число бюллетеней в стационарных ящиках для голосования	13400	288	149	127	202	166	463	595	334	207	591	686	592	746	702	692	794	696	711	606	567	700	519	597	494	556	560	60					
9	Число недействительных избирательных бюллетеней	132	4	1	1	3	2	6	2	1	1	7	8	9	8	3	7	1	8	8	5	18	3	5	7	3	5	6	0					
10	Число действительных избирательных бюллетеней	14519	333	163	138	211	168	534	669	356	246	646	726	637	778	733	708	817	736	755	659	609	752	573	629	577	624	643	99					
