Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Куйбышевская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630					
1	"Число избирателей, внесенных в списки избирателей"	35970	1372	1628	1675	1420	1458	1418	1483	1400	1466	1391	1380	1400	1576	1307	1471	1382	1424	1522	1459	1407	1456	1408	1389	1276	1402					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32850	1250	1250	1450	1300	1350	1350	1400	1300	1350	1300	1250	1300	1300	1200	1350	1300	1350	1250	1400	1350	1400	1300	1300	1200	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18596	635	595	903	716	716	722	669	682	673	606	800	792	1030	634	869	804	793	693	754	791	784	876	587	713	759					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1747	36	406	76	29	51	44	72	39	30	41	47	39	45	43	58	41	36	257	34	59	51	51	66	36	60					
6	Число погашенных избирательных бюллетеней	12507	579	249	471	555	583	584	659	579	647	653	403	469	225	523	423	455	521	300	612	500	565	373	647	451	481					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1747	36	406	76	29	51	44	72	39	30	41	47	39	45	43	58	41	36	257	34	59	51	51	66	36	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18587	635	594	903	716	716	722	669	682	673	606	800	792	1030	634	865	804	793	693	753	791	784	876	587	710	759					
9	Число недействительных избирательных бюллетеней	202	6	15	14	5	7	11	4	3	1	4	6	5	11	6	6	7	13	14	11	11	5	11	6	9	11					
10	Число действительных избирательных бюллетеней	20132	665	985	965	740	760	755	737	718	702	643	841	826	1064	671	917	838	816	936	776	839	830	916	647	737	808					
