Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Александрово-Заводская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486					
1	"Число избирателей, внесенных в списки избирателей"	6959	1791	84	330	302	222	129	149	132	138	98	163	126	112	350	268	147	137	628	233	178	38	198	149	349	293	69	146					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6858	1665	78	336	298	217	129	150	129	137	94	165	173	113	360	268	147	137	640	209	177	36	196	152	355	288	67	142					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4922	1113	70	275	237	186	110	112	81	103	69	129	106	89	267	175	130	96	387	144	133	34	103	122	228	230	62	131					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	477	52	2	19	18	0	0	13	9	16	14	13	20	5	14	28	16	18	79	30	17	0	27	11	29	21	2	4					
6	Число погашенных избирательных бюллетеней	1459	500	6	42	43	31	19	25	39	18	11	23	47	19	79	65	1	23	174	35	27	2	66	19	98	37	3	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	477	52	2	19	18	0	0	13	9	16	14	13	20	5	14	28	16	18	79	30	17	0	27	11	29	21	2	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4922	1113	70	275	237	186	110	112	81	103	69	129	106	89	267	175	130	96	387	144	133	34	103	122	228	230	62	131					
9	Число недействительных избирательных бюллетеней	82	9	1	1	11	6	5	0	1	0	0	14	3	2	3	1	0	6	4	4	1	0	1	2	4	2	0	1					
10	Число действительных избирательных бюллетеней	5317	1156	71	293	244	180	105	125	89	119	83	128	123	92	278	202	146	108	462	170	149	34	129	131	253	249	64	134					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	390	101	5	10	10	10	10	10	5	5	5	10	10	10	10	10	10	10	70	10	10	4	10	10	10	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	45	0	4	8	9	2	5	1	3	0	3	0	3	7	2	8	2	20	2	0	0	2	3	6	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	72	20	3	1	3	3	2	2	1	1	1	1	2	1	1	2	2	1	2	6	1	1	4	6	1	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	250	56	5	6	2	1	8	5	4	2	5	7	10	7	3	8	2	8	50	8	10	4	8	7	4	5	5	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	220	39	2	12	5	4	1	1	0	8	1	6	6	1	45	9	3	2	9	1	10	0	10	2	17	17	5	4					
		4.07%	3.35%	2.78%	4.08%	1.96%	2.15%	0.91%	0.80%	0.00%	6.72%	1.20%	4.23%	4.76%	1.06%	16.01%	4.43%	2.05%	1.75%	1.93%	0.57%	6.67%	0.00%	7.69%	1.50%	6.61%	6.77%	7.81%	2.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	2	0	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	1	0	0	0	0					
		0.22%	0.17%	0.00%	0.34%	0.00%	1.08%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.49%	0.00%	0.00%	0.21%	1.15%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0					
		0.15%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	341	94	3	9	10	7	3	1	5	2	3	6	10	4	17	7	1	13	50	18	7	1	11	7	12	23	3	14					
		6.32%	8.07%	4.17%	3.06%	3.92%	3.76%	2.73%	0.80%	5.56%	1.68%	3.61%	4.23%	7.94%	4.26%	6.05%	3.45%	0.68%	11.40%	10.73%	10.34%	4.67%	2.94%	8.46%	5.26%	4.67%	9.16%	4.69%	10.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0					
		0.15%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	3.85%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.79%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	961	261	10	45	39	25	9	18	11	37	27	27	21	27	38	18	24	26	73	39	46	3	0	22	42	34	16	23					
		17.80%	22.40%	13.89%	15.31%	15.29%	13.44%	8.18%	14.40%	12.22%	31.09%	32.53%	19.01%	16.67%	28.72%	13.52%	8.87%	16.44%	22.81%	15.67%	22.41%	30.67%	8.82%	0.00%	16.54%	16.34%	13.55%	25.00%	17.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	187	32	4	6	9	2	1	10	0	8	3	3	3	4	3	6	2	7	20	5	3	0	7	5	12	7	1	24					
		3.46%	2.75%	5.56%	2.04%	3.53%	1.08%	0.91%	8.00%	0.00%	6.72%	3.61%	2.11%	2.38%	4.26%	1.07%	2.96%	1.37%	6.14%	4.29%	2.87%	2.00%	0.00%	5.38%	3.76%	4.67%	2.79%	1.56%	17.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	18	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	1	0	1	0	2	2	0	0	2					
		0.33%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.68%	0.00%	0.43%	0.57%	0.00%	2.94%	0.00%	1.50%	0.78%	0.00%	0.00%	1.48%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3536	707	50	219	180	140	91	94	71	64	48	85	82	54	175	157	115	59	306	104	83	29	96	92	167	164	39	65					
		65.49%	60.69%	69.44%	74.49%	70.59%	75.27%	82.73%	75.20%	78.89%	53.78%	57.83%	59.86%	65.08%	57.45%	62.28%	77.34%	78.77%	51.75%	65.67%	59.77%	55.33%	85.29%	73.85%	69.17%	64.98%	65.34%	60.94%	48.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	11	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	2					
		0.43%	0.94%	2.78%	0.34%	0.39%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.80%	0.00%	1.48%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
