Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Рубцовская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1883					
1	"Число избирателей, внесенных в списки избирателей"	21354	411	1577	528	733	420	560	2712	1504	535	1010	740	371	1045	1038	348	616	1255	897	889	398	395	287	906	819	643	401	316					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20800	400	1450	510	730	410	560	2630	1450	540	990	730	370	1040	1050	330	620	1120	880	860	390	390	280	900	810	650	400	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12510	296	913	265	437	244	307	1509	814	316	558	448	299	558	586	231	419	489	563	571	242	249	183	585	553	375	297	203					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1121	17	67	36	51	41	29	73	48	30	57	24	16	48	69	15	32	241	33	36	5	19	12	44	22	30	19	7					
6	Число погашенных избирательных бюллетеней	7169	87	470	209	242	125	224	1048	588	194	375	258	55	434	395	84	169	390	284	253	143	122	85	271	235	245	84	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1121	17	67	36	51	41	29	73	48	30	57	24	16	48	69	15	32	241	33	36	5	19	12	44	22	30	19	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12503	296	907	265	437	244	307	1509	814	316	558	448	299	558	586	231	419	489	563	571	241	249	183	585	553	375	297	203					
9	Число недействительных избирательных бюллетеней	108	0	4	2	5	4	3	17	2	2	4	12	3	6	1	4	4	4	3	3	0	3	0	3	1	12	6	0					
10	Число действительных избирательных бюллетеней	13516	313	970	299	483	281	333	1565	860	344	611	460	312	600	654	242	447	726	593	604	246	265	195	626	574	393	310	210					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	4	16	5	10	4	5	20	10	5	9	8	4	10	10	5	6	9	8	8	4	4	3	9	8	6	8	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	106	0	16	0	10	1	3	11	6	3	2	8	1	2	8	5	3	1	3	8	0	2	0	2	2	3	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	234	3	35	14	5	4	4	25	3	2	7	11	1	5	2	2	0	33	13	34	4	3	2	3	14	0	4	1					
