Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Чугуевская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178					
1	"Число избирателей, внесенных в списки"	19479	330	188	101	384	201	970	712	346	608	662	495	1290	1090	548	2000	1644	769	264	249	528	717	718	119	98	240	198	355	876	152	930	95	277	670	242	413					
2	"Число бюллетеней, полученных участковыми комиссиями"	19310	340	190	120	410	200	900	700	360	660	690	470	1100	1050	530	2000	1600	730	290	250	500	700	700	120	100	250	200	370	900	160	1000	100	300	650	250	420					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11240	176	119	101	251	123	507	419	164	306	340	241	662	458	225	1191	855	408	195	187	323	431	476	97	86	148	166	210	650	102	493	74	201	437	173	245					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	372	0	0	0	0	0	16	0	5	4	29	7	26	19	30	56	25	11	17	0	0	39	24	0	0	0	0	10	0	10	21	0	5	18	0	0					
6	Число погашенных бюллетеней	7698	164	71	19	159	77	377	281	191	350	321	222	412	573	275	753	720	311	78	63	177	230	200	23	14	102	34	150	250	48	486	26	94	195	77	175					
7	Число бюллетеней в переносных ящиках для голосования	372	0	0	0	0	0	16	0	5	4	29	7	26	19	30	56	25	11	17	0	0	39	24	0	0	0	0	10	0	10	21	0	5	18	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11233	176	119	101	250	123	507	419	164	306	340	241	662	458	225	1188	855	407	194	187	323	431	475	97	86	148	166	210	650	102	493	74	201	437	173	245					
9	Число недействительных бюллетеней	135	5	8	6	12	1	9	3	0	1	0	3	8	11	3	14	7	3	4	1	2	0	0	1	0	1	1	10	1	0	3	0	5	9	3	0					
10	Число действительных бюллетеней	11470	171	111	95	238	122	514	416	169	309	369	245	680	466	252	1230	873	415	207	186	321	470	499	96	86	147	165	210	649	112	511	74	201	446	170	245					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	5	4	4	10	8	10	10	5	10	5	5	22	15	18	25	15	10	5	5	10	8	3	15	5	5	4	5	10	4	10	2	3	10	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	0	0	0	1	3	4	5	2	2	1	0	5	2	0	7	4	6	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	0	0	0	0	0	0	2	1	0	1	0	2	1	1	5	1	1	0	1	2	2	4	0	3	0	0	1	0	1	1	1	0	0	0	2					
14	Число погашенных открепительных удостоверений	254	5	4	4	9	5	6	5	3	8	4	5	17	13	18	18	11	4	5	5	10	7	1	15	5	5	4	5	10	4	10	2	3	10	4	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	127	3	2	4	2	1	1	1	2	7	1	1	3	7	2	8	11	6	2	4	2	3	15	1	2	0	0	1	9	0	4	0	6	10	2	4					
		1.09%	1.70%	1.68%	3.96%	0.8%	0.81%	0.19%	0.23%	1.18%	2.25%	0.27%	0.40%	0.43%	1.46%	0.78%	0.64%	1.25%	1.43%	0.94%	2.13%	0.61%	0.63%	3.00%	1.03%	2.32%	0.0%	0.0%	0.45%	1.38%	0.0%	0.77%	0.0%	2.91%	2.19%	1.15%	1.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	201	4	2	0	7	0	5	3	2	4	3	6	10	6	1	38	26	4	1	0	0	1	2	1	0	2	2	2	10	0	27	0	5	4	8	15					
		1.73%	2.27%	1.68%	0.0%	2.8%	0.0%	0.95%	0.71%	1.18%	1.29%	0.81%	2.41%	1.45%	1.25%	0.39%	3.05%	2.95%	0.95%	0.47%	0.0%	0.0%	0.21%	0.40%	1.03%	0.0%	1.35%	1.20%	0.90%	1.53%	0.0%	5.25%	0.0%	2.42%	0.87%	4.62%	6.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	228	2	2	4	6	2	16	1	3	4	5	5	14	13	9	24	21	11	4	5	6	1	7	2	0	4	4	2	2	4	16	1	6	11	4	7					
