Выборы Президента Российской Федерации																																	
Дата голосования: 18.03.2018																																	
																																	
Наименование Избирательной комиссии:    Байкаловская																																	
																																	
Сводная таблица итогов голосования																																	
																																	
	Число участковых избирательных комиссий	22																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	22																															
																																	
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208									
1	"Число избирателей, включенных в список избирателей"	12630	1341	1520	1532	594	606	433	670	200	832	111	141	410	707	378	678	108	528	514	201	503	378	245									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12150	1300	1400	1450	570	600	450	600	200	800	120	140	380	650	350	680	110	500	550	200	500	370	230									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	629	135	0	0	0	0	0	51	0	0	17	0	49	56	0	0	9	0	55	43	116	65	33									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6531	561	875	897	332	369	236	344	115	445	62	89	205	320	232	328	38	279	256	88	187	175	98									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	954	44	71	35	25	69	79	65	9	37	13	20	24	87	32	94	29	48	42	23	27	23	58									
6	Число погашенных избирательных бюллетеней	4036	560	454	518	213	162	135	140	76	318	28	31	102	187	86	258	34	173	197	46	170	107	41									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1583	179	71	35	25	69	79	116	9	37	30	20	73	143	32	94	38	48	97	66	143	88	91									
8	Число бюллетеней в стационарных ящиках для голосования	6531	561	875	897	332	369	236	344	115	445	62	89	205	320	232	328	38	279	256	88	187	175	98									
9	Число недействительных избирательных бюллетеней	74	10	8	9	0	5	3	6	0	8	0	0	2	6	0	4	1	2	2	1	3	4	0									
10	Число действительных избирательных бюллетеней	8040	730	938	923	357	433	312	454	124	474	92	109	276	457	264	418	75	325	351	153	327	259	189									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
13	Бабурин Сергей Николаевич	39	7	4	7	0	5	1	3	1	0	0	0	1	1	1	0	1	1	5	0	0	1	0									
		0.48%	0.95%	0.42%	0.75%	0.00%	1.14%	0.32%	0.65%	0.81%	0.00%	0.00%	0.00%	0.36%	0.22%	0.38%	0.00%	1.32%	0.31%	1.42%	0.00%	0.00%	0.38%	0.00%									
14	Грудинин Павел Николаевич	754	60	108	109	36	79	20	36	7	45	6	2	21	43	22	22	3	35	30	3	20	38	9									
		9.29%	8.11%	11.42%	11.70%	10.08%	18.04%	6.35%	7.83%	5.65%	9.34%	6.52%	1.83%	7.55%	9.29%	8.33%	5.21%	3.95%	10.70%	8.50%	1.95%	6.06%	14.45%	4.76%									
15	Жириновский Владимир Вольфович	719	58	84	80	44	26	25	23	16	35	10	10	34	59	27	31	6	25	27	18	39	23	19									
		8.86%	7.84%	8.88%	8.58%	12.32%	5.94%	7.94%	5.00%	12.90%	7.26%	10.87%	9.17%	12.23%	12.74%	10.23%	7.35%	7.89%	7.65%	7.65%	11.69%	11.82%	8.75%	10.05%									
16	Путин Владимир Владимирович	6402	596	722	703	273	315	263	385	99	389	76	96	216	349	208	361	64	256	284	132	265	191	159									
		78.90%	80.54%	76.32%	75.43%	76.47%	71.92%	83.49%	83.70%	79.84%	80.71%	82.61%	88.07%	77.70%	75.38%	78.79%	85.55%	84.21%	78.29%	80.45%	85.71%	80.30%	72.62%	84.13%									
17	Собчак Ксения Анатольевна	50	6	9	10	0	2	1	3	1	2	0	0	1	3	0	2	0	3	1	0	3	3	0									
		0.62%	0.81%	0.95%	1.07%	0.00%	0.46%	0.32%	0.65%	0.81%	0.41%	0.00%	0.00%	0.36%	0.65%	0.00%	0.47%	0.00%	0.92%	0.28%	0.00%	0.91%	1.14%	0.00%									
18	Сурайкин Максим Александрович	34	0	6	2	3	4	1	1	0	3	0	0	0	2	6	0	1	1	1	0	0	1	2									
		0.42%	0.00%	0.63%	0.21%	0.84%	0.91%	0.32%	0.22%	0.00%	0.62%	0.00%	0.00%	0.00%	0.43%	2.27%	0.00%	1.32%	0.31%	0.28%	0.00%	0.00%	0.38%	1.06%									
19	Титов Борис Юрьевич	26	2	2	9	1	1	1	1	0	0	0	0	2	0	0	0	0	4	3	0	0	0	0									
		0.32%	0.27%	0.21%	0.97%	0.28%	0.23%	0.32%	0.22%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	1.22%	0.85%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	16	1	3	3	0	1	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0									
		0.20%	0.14%	0.32%	0.32%	0.00%	0.23%	0.00%	0.43%	0.00%	0.00%	0.00%	0.92%	0.36%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
