Выборы Президента Российской Федерации																															
Дата голосования: 18.03.2018																															
																															
Наименование Избирательной комиссии:    Урюпинская городская																															
																															
Сводная таблица итогов голосования																															
																															
	Число участковых избирательных комиссий	20																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	20																													
																															
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020									
1	"Число избирателей, включенных в список избирателей"	28064	1260	1420	1361	1164	1314	1282	1296	1396	1273	1458	1420	1413	1517	1538	1403	1274	1477	1565	1640	1593									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29700	1350	1500	1450	1300	1400	1350	1350	1550	1350	1550	1450	1500	1600	1600	1450	1300	1600	1650	1750	1650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19075	771	897	1124	851	932	854	936	859	902	1168	814	751	1126	955	1058	877	1115	981	1045	1059									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4046	205	241	137	187	122	267	214	244	187	132	135	389	245	183	155	241	252	256	172	82									
6	Число погашенных избирательных бюллетеней	6579	374	362	189	262	346	229	200	447	261	250	501	360	229	462	237	182	233	413	533	509									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3988	205	241	137	187	122	209	214	244	187	132	135	389	245	183	155	241	252	256	172	82									
8	Число бюллетеней в стационарных ящиках для голосования	19075	771	897	1124	851	932	854	936	859	902	1168	814	751	1126	955	1058	877	1115	981	1045	1059									
9	Число недействительных избирательных бюллетеней	89	2	3	7	9	0	4	2	4	0	9	9	8	0	0	9	8	5	0	6	4									
10	Число действительных избирательных бюллетеней	22974	974	1135	1254	1029	1054	1059	1148	1099	1089	1291	940	1132	1371	1138	1204	1110	1362	1237	1211	1137									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
13	Бабурин Сергей Николаевич	100	6	1	1	13	1	11	4	0	7	1	7	6	2	9	8	8	1	2	7	5									
		0.43%	0.61%	0.09%	0.08%	1.25%	0.09%	1.03%	0.35%	0.00%	0.64%	0.08%	0.74%	0.53%	0.15%	0.79%	0.66%	0.72%	0.07%	0.16%	0.58%	0.44%									
14	Грудинин Павел Николаевич	2674	51	85	214	158	40	172	127	53	145	79	215	238	53	158	189	53	123	62	209	250									
		11.59%	5.23%	7.47%	16.97%	15.22%	3.80%	16.18%	11.04%	4.81%	13.31%	6.08%	22.66%	20.88%	3.87%	13.88%	15.58%	4.74%	8.99%	5.01%	17.17%	21.91%									
15	Жириновский Владимир Вольфович	490	14	3	6	42	5	45	43	5	43	1	59	39	6	32	54	16	3	10	47	17									
		2.12%	1.43%	0.26%	0.48%	4.05%	0.47%	4.23%	3.74%	0.45%	3.95%	0.08%	6.22%	3.42%	0.44%	2.81%	4.45%	1.43%	0.22%	0.81%	3.86%	1.49%									
16	Путин Владимир Владимирович	19439	888	1040	1027	792	1001	809	963	1039	871	1200	644	839	1304	919	932	1014	1233	1155	925	844									
		84.29%	90.98%	91.39%	81.44%	76.30%	94.97%	76.11%	83.74%	94.20%	79.98%	92.31%	67.86%	73.60%	95.11%	80.76%	76.83%	90.70%	90.20%	93.37%	76.01%	73.97%									
17	Собчак Ксения Анатольевна	77	6	2	2	8	3	5	1	1	5	1	5	1	1	5	9	2	1	1	9	9									
		0.33%	0.61%	0.18%	0.16%	0.77%	0.28%	0.47%	0.09%	0.09%	0.46%	0.08%	0.53%	0.09%	0.07%	0.44%	0.74%	0.18%	0.07%	0.08%	0.74%	0.79%									
18	Сурайкин Максим Александрович	92	6	1	2	9	2	8	5	0	10	0	3	5	1	12	3	9	0	4	6	6									
		0.40%	0.61%	0.09%	0.16%	0.87%	0.19%	0.75%	0.43%	0.00%	0.92%	0.00%	0.32%	0.44%	0.07%	1.05%	0.25%	0.81%	0.00%	0.32%	0.49%	0.53%									
19	Титов Борис Юрьевич	58	1	2	1	5	1	2	3	1	6	5	5	1	2	1	4	5	1	3	5	4									
		0.25%	0.10%	0.18%	0.08%	0.48%	0.09%	0.19%	0.26%	0.09%	0.55%	0.38%	0.53%	0.09%	0.15%	0.09%	0.33%	0.45%	0.07%	0.24%	0.41%	0.35%									
20	Явлинский Григорий Алексеевич	44	2	1	1	2	1	7	2	0	2	4	2	3	2	2	5	3	0	0	3	2									
		0.19%	0.20%	0.09%	0.08%	0.19%	0.09%	0.66%	0.17%	0.00%	0.18%	0.31%	0.21%	0.26%	0.15%	0.18%	0.41%	0.27%	0.00%	0.00%	0.25%	0.18%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
