Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Колпнянская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349					
1	"Число избирателей, внесенных в список"	13901	986	1150	709	765	859	1071	319	238	574	203	340	401	128	643	659	520	300	522	306	546	406	266	317	246	567	231	290	339					
2	Число полученных избирательных бюллетеней	13765	978	1138	703	736	860	1050	318	236	551	202	331	400	129	630	653	517	299	525	305	549	407	264	316	243	568	229	288	340					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10753	901	1078	586	700	809	914	206	200	422	117	245	341	124	434	285	375	246	373	259	346	335	182	300	227	352	103	127	166					
5	"Число избирательных бюллетеней, выданных вне помещения"	2704	38	36	84	17	29	63	108	36	127	82	86	46	4	179	344	137	52	147	46	197	70	82	14	16	212	126	158	168					
6	Число погашенных избирательных бюллетеней	308	39	24	33	19	22	73	4	0	2	3	0	13	1	17	24	5	1	5	0	6	2	0	2	0	4	0	3	6					
7	Число избирательных бюллетеней в переносных ящиках	2704	38	36	84	17	29	63	108	36	127	82	86	46	4	179	344	137	52	147	46	197	70	82	14	16	212	126	158	168					
8	Число бюллетеней в стационарных ящиках для голосования	10753	901	1078	586	700	809	914	206	200	422	117	245	341	124	434	285	375	246	373	259	346	335	182	300	227	352	103	127	166					
9	Число недействительных избирательных бюллетеней	191	6	23	4	25	12	6	4	2	9	0	1	13	0	3	24	0	6	19	1	10	16	0	1	0	0	5	1	0					
10	Число действительных избирательных бюллетеней	13266	933	1091	666	692	826	971	310	234	540	199	330	374	128	610	605	512	292	501	304	533	389	264	313	243	564	224	284	334					
11	Число полученных открепительных  удостоверений	190	20	20	10	10	10	15	6	4	6	5	5	5	4	5	5	6	5	6	4	4	5	4	4	4	5	4	4	5					
12	Число выданных открепительных удостоверений	87	8	14	3	5	7	15	5	0	6	1	1	3	0	4	0	0	4	3	1	0	1	1	0	0	1	0	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	11	10	3	1	3	4	1	3	2	2	2	1	1	2	0	2	2	2	1	1	1	3	1	2	1	1	3	0					
14	Число неиспользованных открепительных удостоверений	103	12	6	7	5	3	0	1	4	0	4	4	2	4	1	5	6	1	3	3	4	4	3	4	4	4	4	4	1					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	292	31	17	15	16	24	31	9	0	10	0	8	3	0	15	22	10	1	17	0	5	13	5	3	8	13	1	3	12					
		2.17%	3.30%	1.53%	2.24%	2.23%	2.86%	3.17%	2.87%	0.00%	1.82%	0.00%	2.42%	0.78%	0.00%	2.45%	3.50%	1.95%	0.34%	3.27%	0.00%	0.92%	3.21%	1.89%	0.96%	3.29%	2.30%	0.44%	1.05%	3.59%					
19	. Малышкин Олег Александрович	432	34	54	20	32	30	43	13	7	19	7	13	7	0	15	31	9	14	18	0	7	16	0	8	0	6	5	10	14					
		3.21%	3.62%	4.85%	2.99%	4.46%	3.58%	4.40%	4.14%	2.97%	3.46%	3.52%	3.93%	1.81%	0.00%	2.45%	4.93%	1.76%	4.70%	3.46%	0.00%	1.29%	3.95%	0.00%	2.55%	0.00%	1.06%	2.18%	3.51%	4.19%					
20	. Миронов Сергей Михайлович	90	4	11	10	7	9	4	4	2	4	0	5	2	0	8	2	1	0	1	0	2	4	0	0	1	2	3	1	3					
		0.67%	0.43%	0.99%	1.49%	0.98%	1.07%	0.41%	1.27%	0.85%	0.73%	0.00%	1.51%	0.52%	0.00%	1.31%	0.32%	0.20%	0.00%	0.19%	0.00%	0.37%	0.99%	0.00%	0.00%	0.41%	0.35%	1.31%	0.35%	0.90%					
