Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Далматовская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341					
1	"Число избирателей, внесенных в списки"	26881	957	669	336	1077	984	359	1755	1105	1110	1982	342	422	1133	143	3	45	214	167	166	182	138	798	92	68	348	373	470	76	184	412	82	241	511	250	369	583	359	743	204	480	308	324	106	216	1730	789	346	232	533	1311	362	692					
2	"Число бюллетеней, полученных участковыми комиссиями"	26775	945	650	325	1060	970	350	1720	1090	1080	1960	330	429	1120	140	50	45	220	168	164	185	142	795	94	70	355	380	480	78	185	400	86	237	528	253	375	597	364	745	205	460	284	330	108	215	1730	770	360	230	538	1310	370	700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14997	435	341	174	606	539	189	999	654	567	962	160	410	447	95	3	33	104	100	118	121	106	536	86	60	194	251	266	55	117	272	45	136	288	126	192	288	191	381	142	276	188	224	75	148	826	402	234	150	257	704	245	479					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	779	21	22	8	18	22	6	43	23	26	13	9	0	39	0	0	0	8	2	7	7	7	25	0	0	31	22	36	0	37	23	5	10	18	19	4	21	25	12	3	20	28	5	0	12	39	25	7	6	27	36	2	0					
6	Число погашенных бюллетеней	10998	489	287	143	436	409	155	678	413	487	985	161	18	634	45	47	12	108	66	39	57	29	234	8	10	130	107	178	23	31	105	36	91	222	108	179	288	148	352	60	164	68	101	33	55	865	343	119	74	254	570	123	221					
7	Число бюллетеней в переносных ящиках для голосования	779	21	22	8	18	22	6	43	23	26	13	9	0	39	0	0	0	8	2	7	7	7	25	0	0	31	22	36	0	37	23	5	10	18	19	4	21	25	12	3	20	28	5	0	12	39	25	7	6	27	36	2	0					
8	Число бюллетеней в стационарных ящиках для голосования	14996	435	341	174	606	539	189	999	654	567	961	160	410	447	95	3	33	104	100	118	121	106	536	86	60	194	251	266	55	117	272	45	136	288	126	192	288	191	381	142	276	188	224	75	148	826	402	234	150	257	704	245	479					
9	Число недействительных бюллетеней	194	6	2	1	5	2	2	7	10	11	9	2	3	6	3	0	0	0	2	1	1	2	10	0	0	4	4	3	0	3	1	0	3	6	3	5	4	0	3	3	7	1	5	1	2	25	4	5	1	5	7	1	3					
10	Число действительных бюллетеней	15581	450	361	181	619	559	193	1035	667	582	965	167	407	480	92	3	33	112	100	124	127	111	551	86	60	221	269	299	55	151	294	50	143	300	142	191	305	216	390	142	289	215	224	74	158	840	423	236	155	279	733	246	476					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	505	20	10	10	20	20	10	30	25	20	30	10	5	20	5	0	5	5	5	5	5	5	15	5	5	7	7	8	5	5	7	5	5	8	5	5	8	5	10	5	8	5	5	5	5	20	10	7	5	10	20	8	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	102	3	1	1	8	4	2	8	6	0	10	0	0	3	0	0	1	0	0	0	0	0	2	0	0	5	5	1	0	1	4	1	1	1	4	0	5	1	1	0	1	5	1	0	0	2	2	4	0	0	4	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	1	2	1	1	2	2	11	4	4	10	4	0	2	1	3	0	0	0	2	0	0	4	0	0	1	4	2	0	1	2	0	1	0	3	1	0	1	2	1	3	0	0	0	2	7	1	2	1	2	3	2	0					
14	Число погашенных открепительных удостоверений	403	17	9	9	12	16	8	22	19	20	20	10	5	17	5	0	4	5	5	5	5	5	13	5	5	2	2	7	5	4	3	4	4	7	1	5	3	4	9	5	7	0	4	5	5	18	8	3	5	10	16	6	10					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	123	3	5	1	2	5	0	7	1	6	4	1	0	3	2	0	1	1	0	2	0	0	0	0	0	5	7	3	0	0	2	1	1	2	3	5	3	3	0	3	2	3	0	1	2	5	5	2	4	3	9	1	4					
		0.77%	0.65%	1.37%	0.54%	0.32%	0.89%	0.0%	0.67%	0.14%	1.01%	0.41%	0.59%	0.0%	0.61%	2.10%	0.0%	3.03%	0.89%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	0.0%	2.22%	2.56%	0.99%	0.0%	0.0%	0.67%	2.0%	0.68%	0.65%	2.06%	2.55%	0.97%	1.38%	0.0%	2.06%	0.67%	1.38%	0.0%	1.33%	1.25%	0.57%	1.17%	0.82%	2.56%	1.05%	1.21%	0.40%	0.83%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	109	4	3	0	5	9	0	11	8	6	11	2	0	2	1	0	0	0	0	1	0	0	3	0	0	1	5	0	0	1	5	0	0	3	3	0	1	4	2	0	0	0	0	0	2	6	2	2	0	1	1	2	2					
		0.69%	0.87%	0.82%	0.0%	0.80%	1.60%	0.0%	1.05%	1.18%	1.01%	1.12%	1.18%	0.0%	0.41%	1.05%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.53%	0.0%	0.0%	0.44%	1.83%	0.0%	0.0%	0.64%	1.69%	0.0%	0.0%	0.98%	2.06%	0.0%	0.32%	1.85%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.69%	0.46%	0.82%	0.0%	0.35%	0.13%	0.80%	0.41%					
