Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ровенская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12437	705	780	836	673	476	116	344	237	896	287	128	870	202	386	461	198	355	302	800	245	840	776	281	651	592									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13800	1050	920	1000	820	500	120	380	240	960	310	130	930	240	400	500	200	350	350	860	260	870	800	300	690	620									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7806	495	586	333	341	299	92	270	133	663	200	100	608	170	253	355	165	274	187	400	168	659	262	126	439	228									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1841	209	61	149	157	46	10	52	90	67	31	17	164	27	24	43	8	23	55	105	63	122	122	36	81	79									
6	Число погашенных избирательных бюллетеней	4153	346	273	518	322	155	18	58	17	230	79	13	158	43	123	102	27	53	108	355	29	89	416	138	170	313									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1841	209	61	149	157	46	10	52	90	67	31	17	164	27	24	43	8	23	55	105	63	122	122	36	81	79									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7805	495	586	333	340	299	92	270	133	663	200	100	608	170	253	355	165	274	187	400	168	659	262	126	439	228									
9	Число недействительных избирательных бюллетеней	78	16	16	4	7	1	2	0	0	3	0	0	0	5	5	0	0	0	1	3	2	0	9	3	0	1									
10	Число действительных избирательных бюллетеней	9568	688	631	478	490	344	100	322	223	727	231	117	772	192	272	398	173	297	241	502	229	781	375	159	520	306									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	800	80	80	80	80	30	10	20	10	30	30	10	40	20	20	40	10	10	30	20	10	30	20	20	30	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	800	80	80	80	80	30	10	20	10	30	30	10	40	20	20	40	10	10	30	20	10	30	20	20	30	40									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	6	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	2	5	1	3	1	0	2	1	2	0	0	2	3	4	3	0	0	0	0	2	5	0	0	4	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	5	6	7	4	0	1	0	0	0	0	1	3	0	2	2	0	0	1	8	0	0	1	0	0	3									
		0.46%	0.71%	0.93%	1.45%	0.80%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.85%	0.39%	0.00%	0.72%	0.50%	0.00%	0.00%	0.41%	1.58%	0.00%	0.00%	0.26%	0.00%	0.00%	0.98%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	154	10	31	32	12	0	4	0	0	0	0	1	4	1	2	9	2	0	3	20	0	0	11	4	0	8									
		1.60%	1.42%	4.79%	6.64%	2.41%	0.00%	3.92%	0.00%	0.00%	0.00%	0.00%	0.85%	0.52%	0.51%	0.72%	2.26%	1.16%	0.00%	1.24%	3.96%	0.00%	0.00%	2.86%	2.47%	0.00%	2.61%									
