Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Корсаковская 																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №741	УИК №742	УИК №743	УИК №744	УИК №746	УИК №747	УИК №748	УИК №749	УИК №751	УИК №752	УИК №753	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759					
1	"Число избирателей, внесенных в список избирателей"	33453	535	263	1302	345	94	649	458	841	953	356	137	570	1776	449	1313	1133	2762	1798	2153	1532	2348	2006	2313	2775	1904	2448	6	6	21	21	7	20	14	22	23	22	9	6	6	29	15	13					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33283	534	266	1319	328	83	661	466	768	906	358	146	585	1776	330	1334	1121	2635	1838	2174	1507	2390	2032	2307	2813	1865	2501	6	6	21	21	7	20	14	22	23	22	9	6	6	29	15	13					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14874	288	88	534	128	64	297	221	534	479	151	67	252	727	180	627	497	1266	785	1087	711	1067	913	873	1034	709	1058	6	6	21	20	7	20	13	22	23	22	9	6	6	28	15	13					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1080	24	22	33	106	10	69	9	8	35	31	19	9	17	73	31	49	196	41	48	24	40	38	31	40	39	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	17329	222	156	752	94	9	295	236	226	392	176	60	324	1032	77	676	575	1173	1012	1039	772	1283	1081	1403	1739	1117	1405	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1080	24	22	33	106	10	69	9	8	35	31	19	9	17	73	31	49	196	41	48	24	40	38	31	40	39	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14870	288	88	534	128	64	297	221	534	479	151	67	252	727	180	627	496	1266	785	1085	711	1067	912	873	1034	709	1058	6	6	21	20	7	20	13	22	23	22	9	6	6	28	15	13					
9	Число недействительных избирательных бюллетеней	281	2	0	12	1	0	3	3	13	12	4	0	7	11	0	5	11	30	13	24	11	29	28	14	10	12	20	0	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	15669	310	110	555	233	74	363	227	529	502	178	86	254	733	253	653	534	1432	813	1109	724	1078	922	890	1064	736	1076	6	5	21	19	7	20	13	20	23	21	9	6	6	27	15	13					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	215	2	5	5	5	1	6	3	9	12	8	1	7	14	3	10	10	14	5	13	13	14	10	11	10	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	173	0	5	5	4	1	6	2	8	9	4	0	6	11	0	5	4	11	3	10	12	13	10	11	10	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	141	6	4	11	33	5	2	2	5	7	8	3	1	6	0	2	3	4	1	7	8	2	4	4	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	42	2	0	0	1	0	0	1	1	3	4	1	1	3	3	5	6	3	2	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	2	1	0	8	3	0	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1957	31	12	97	21	1	37	18	32	85	20	11	33	104	17	65	73	192	103	155	70	147	137	108	115	94	153	0	1	5	2	1	3	1	4	2	4	0	0	0	2	1	0					
		12.27%	9.94%	10.91%	17.11%	8.97%	1.35%	10.11%	7.83%	5.90%	16.54%	10.99%	12.79%	12.64%	13.98%	6.72%	9.88%	13.39%	13.13%	12.47%	13.68%	9.52%	13.28%	14.42%	11.95%	10.71%	12.57%	13.96%	0.00%	16.67%	23.81%	10.00%	14.29%	15.00%	7.69%	18.18%	8.70%	18.18%	0.00%	0.00%	0.00%	7.14%	6.67%	0.00%					
