Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Ярковская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154					
1	"Число избирателей, внесенных в списки избирателей"	15468	128	252	121	334	148	531	352	183	356	146	324	249	263	572	340	337	512	419	191	183	434	392	999	283	1046	390	580	226	1328	1283	691	954	921					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15427	130	261	116	335	152	525	357	176	364	148	325	256	259	574	337	335	515	409	194	185	452	395	981	280	1039	392	569	216	1319	1309	667	961	894					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12674	118	204	107	319	140	474	325	175	328	128	301	213	214	546	265	85	405	320	170	171	284	270	811	259	775	363	518	206	828	1085	593	853	821					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1746	4	41	9	7	5	48	19	0	22	16	17	27	37	13	44	13	105	74	12	10	133	39	144	3	191	13	45	10	423	83	32	45	62					
6	Число погашенных избирательных бюллетеней	744	8	16	0	9	7	3	13	1	14	4	7	16	8	15	28	3	5	15	12	4	35	86	26	18	44	16	6	0	68	141	42	63	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2009	4	41	9	7	5	48	19	0	22	16	17	27	37	13	44	247	105	74	12	10	133	39	144	3	220	13	45	10	423	83	32	45	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12674	118	204	107	319	140	474	325	175	328	128	301	213	214	546	265	85	405	320	170	171	284	270	811	259	775	363	518	206	828	1085	593	853	821					
9	Число недействительных избирательных бюллетеней	222	3	4	0	2	0	0	9	1	0	1	0	11	5	1	10	34	2	3	0	2	4	4	12	8	0	0	27	1	8	9	6	50	5					
10	Число действительных избирательных бюллетеней	14461	119	241	116	324	145	522	335	174	350	143	318	229	246	558	299	298	508	391	182	179	413	305	943	254	995	376	536	215	1243	1159	619	848	878					
